,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,9.059999999999999,9.035999999999992,8.986666666666668,9.033,9.065499999999997,2017/01/09,9.07,44239,9.09,2083,9.04,9.04,275,87,3701,0
1,9.053999999999998,9.035999999999992,8.982000000000001,9.025,9.068999999999999,2017/01/06,9.06,44179,9.1,2083,9.04,9.05,879,87,3627,0
2,9.041999999999998,9.035833333333326,8.977500000000001,9.023,9.0725,2017/01/05,9.05,43910,9.08,2083,9.03,9.03,262,87,3608,0
3,9.035999999999998,9.03541666666666,8.973333333333334,9.026,9.072,2017/01/04,9.07,43872,9.09,2083,9.02,9.07,210,87,3608,0
4,9.02,9.03516666666666,8.969333333333335,9.029,9.070999999999998,2017/01/03,9.05,43822,9.07,2083,9.01,9.01,560,87,3611,0
5,9.006,9.034416666666658,8.966000000000001,9.034,9.071499999999997,2016/12/30,9.04,43625,9.04,2083,9.0,9.03,177,87,3611,0
6,8.996,9.033749999999992,8.963166666666668,9.044,9.0735,2016/12/29,9.0,43586,9.02,2083,8.98,9.02,134,87,3615,0
7,9.004,9.032833333333325,8.961333333333334,9.057,9.076999999999998,2016/12/28,9.02,43593,9.06,2083,8.99,8.99,222,87,3618,0
8,9.016,9.031749999999992,8.959666666666667,9.068000000000001,9.0785,2016/12/27,8.99,43545,9.02,2083,8.96,9.02,135,87,3623,0
9,9.038,9.031166666666659,8.958499999999999,9.082,9.084999999999999,2016/12/26,8.98,43572,9.02,2083,8.97,9.0,175,86,3622,0
10,9.062000000000001,9.030749999999992,8.958166666666667,9.098,9.091999999999999,2016/12/23,8.99,43630,9.02,2083,8.93,9.0,300,86,3624,0
11,9.092,9.03041666666666,8.960333333333333,9.113,9.0995,2016/12/22,9.04,43668,9.1,2083,9.02,9.09,269,86,3623,0
12,9.110000000000001,9.029416666666659,8.961500000000001,9.122,9.0975,2016/12/21,9.08,43669,9.1,2083,9.07,9.08,172,78,3623,0
13,9.120000000000001,9.028249999999991,8.963833333333334,9.118,9.094,2016/12/20,9.1,43687,9.14,2083,9.08,9.1,148,76,3608,0
14,9.126000000000001,9.02666666666666,8.963500000000002,9.113,9.087,2016/12/19,9.1,43692,9.13,2083,9.09,9.11,236,70,3618,0
15,9.134000000000002,9.024999999999993,8.963166666666668,9.109,9.081,2016/12/16,9.14,43701,9.15,2083,9.12,9.13,406,69,3641,0
16,9.134000000000002,9.022916666666658,8.961000000000002,9.103,9.071000000000002,2016/12/15,9.13,43734,9.17,2083,9.13,9.13,152,54,3654,0
17,9.134000000000002,9.021666666666658,8.959000000000001,9.097,9.0615,2016/12/14,9.13,43730,9.19,2083,9.13,9.18,549,54,3667,0
18,9.116000000000001,9.02016666666666,8.957166666666668,9.089,9.050999999999998,2016/12/13,9.13,43365,9.15,2083,9.1,9.1,751,54,3701,0
19,9.1,9.018916666666659,8.955666666666668,9.088000000000001,9.038999999999998,2016/12/12,9.14,43320,9.15,2083,9.1,9.14,669,54,3622,0
20,9.084,9.017083333333325,8.953833333333336,9.086000000000002,9.026,2016/12/09,9.14,43291,9.15,2083,9.11,9.14,355,34,3634,0
21,9.072,9.015249999999991,8.952333333333335,9.086000000000002,9.0095,2016/12/08,9.13,43208,9.14,2083,9.06,9.1,634,34,3620,0
22,9.059999999999999,9.013749999999991,8.950833333333334,9.073000000000002,8.996,2016/12/07,9.04,42877,9.07,2083,9.04,9.06,330,34,3672,0
23,9.062000000000001,9.013083333333325,8.951333333333334,9.070000000000002,8.984,2016/12/06,9.05,42790,9.1,2083,9.05,9.08,323,34,3603,0
24,9.076,9.012666666666659,8.952500000000002,9.061000000000002,8.975,2016/12/05,9.06,42782,9.08,2083,9.03,9.08,426,25,3606,0
25,9.088,9.011666666666658,8.952833333333334,9.053,8.963999999999999,2016/12/02,9.08,42651,9.09,2083,9.05,9.05,393,25,3657,0
