,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,17.63,18.488333333333333,17.628333333333337,17.08,16.809999999999995,2017/01/06,17.2,2534,17.25,0,17.2,17.25,10,1146,1763,4
1,17.59,18.5125,17.650833333333342,16.979999999999997,16.805,2017/01/05,17.45,2534,17.45,0,17.1,17.35,43,1149,1763,4
2,17.4,18.53416666666667,17.670000000000005,16.845000000000002,16.792499999999997,2017/01/04,17.5,2534,17.5,0,17.3,17.5,26,1149,1760,4
3,17.2,18.555000000000003,17.690000000000005,16.715,16.777499999999996,2017/01/03,17.7,2534,18.1,0,17.5,18.1,39,1149,1762,4
4,16.94,18.578750000000003,17.707500000000007,16.585,16.7575,2016/12/30,18.3,2534,18.5,0,17.0,17.0,184,1149,1754,7
5,16.53,18.598750000000003,17.713333333333342,16.415,16.7125,2016/12/29,17.0,2534,17.2,0,16.25,16.3,97,1149,1625,8
6,16.369999999999997,18.630833333333335,17.740000000000006,16.380000000000003,16.744999999999997,2016/12/28,16.5,2534,16.65,0,16.4,16.65,12,1149,1633,5
7,16.29,18.667916666666667,17.773333333333337,16.405,16.8175,2016/12/27,16.5,2534,16.5,0,16.4,16.4,7,1149,1633,5
8,16.23,18.705833333333334,17.806666666666672,16.43,16.8675,2016/12/26,16.4,2534,16.4,0,16.25,16.25,12,1149,1634,5
9,16.23,18.74416666666667,17.844166666666673,16.48,16.947499999999998,2016/12/23,16.25,2534,16.25,0,16.2,16.2,16,1149,1627,5
10,16.3,18.78416666666667,17.882500000000007,16.54,17.02,2016/12/22,16.2,2534,16.25,0,16.15,16.2,17,1149,1617,0
11,16.389999999999997,18.82541666666667,17.924166666666675,16.630000000000003,17.095,2016/12/21,16.1,2534,16.25,0,16.05,16.05,25,1149,1611,0
12,16.52,18.867500000000003,17.969166666666673,16.740000000000002,17.174999999999997,2016/12/20,16.2,2542,16.4,0,16.1,16.4,89,1151,1598,0
13,16.630000000000003,18.90875,18.009166666666673,16.84,17.255,2016/12/19,16.4,2542,16.55,0,16.4,16.5,41,1151,1581,0
14,16.73,18.949583333333337,18.049166666666675,16.93,17.327499999999997,2016/12/16,16.6,2542,16.65,0,16.6,16.65,18,1158,1572,0
15,16.78,18.987083333333334,18.07833333333334,17.009999999999998,17.397499999999997,2016/12/15,16.65,2542,16.7,0,16.45,16.7,28,1158,1558,0
16,16.869999999999997,19.024583333333336,18.10833333333334,17.11,17.464999999999996,2016/12/14,16.75,2544,16.75,0,16.7,16.7,32,1158,1558,0
17,16.959999999999997,19.06083333333334,18.136666666666674,17.23,17.527499999999996,2016/12/13,16.75,2519,16.8,0,16.65,16.8,62,1158,1559,0
18,17.05,19.097500000000004,18.165000000000006,17.305,17.599999999999998,2016/12/12,16.9,2506,17.0,0,16.8,16.85,12,1158,1540,0
19,17.130000000000003,19.13291666666667,18.19083333333334,17.415,17.654999999999998,2016/12/09,16.85,2503,17.2,0,16.55,17.1,76,1158,1540,0
20,17.24,19.170833333333338,18.219166666666673,17.5,17.714999999999996,2016/12/08,17.1,2519,17.2,0,17.0,17.1,9,1158,1532,0
21,17.35,19.206250000000004,18.242500000000007,17.559999999999995,17.767500000000002,2016/12/07,17.2,2520,17.2,0,17.05,17.15,80,1158,1532,0
22,17.5,19.240833333333338,18.265000000000004,17.609999999999996,17.807499999999997,2016/12/06,17.2,2531,17.3,0,17.0,17.3,62,1158,1485,0
23,17.559999999999995,19.275000000000002,18.28833333333334,17.669999999999998,17.857499999999998,2016/12/05,17.3,2533,17.45,0,17.15,17.45,60,1158,1479,0
24,17.7,19.310000000000002,18.31083333333334,17.725,17.892500000000002,2016/12/02,17.4,2524,17.5,0,17.35,17.45,96,1158,1493,0
25,17.759999999999998,19.34583333333334,18.332500000000007,17.785000000000004,17.9275,2016/12/01,17.65,2496,17.95,0,17.5,17.95,204,1158,1486,0
26,17.770000000000003,19.381250000000005,18.35000000000001,17.82,17.967499999999998,2016/11/30,17.95,2494,18.45,0,17.7,17.7,134,1158,1485,0
27,17.720000000000002,19.41416666666667,18.362500000000008,17.825,17.9925,2016/11/29,17.5,2494,18.0,0,17.5,18.0,56,1159,1454,0
28,17.78,19.452083333333338,18.384166666666673,17.895,18.042499999999997,2016/11/28,18.0,2494,18.4,0,17.45,17.45,25,1159,1450,0
29,17.750000000000004,19.485416666666666,18.397500000000004,17.895,18.077499999999997,2016/11/25,17.7,2494,17.75,0,17.45,17.75,19,1159,1446,0
30,17.810000000000002,19.521250000000002,18.41583333333334,17.93,18.127499999999998,2016/11/24,17.7,2494,17.75,0,17.5,17.5,16,1159,1436,0
31,17.869999999999997,19.555000000000003,18.43416666666667,17.975,18.152499999999996,2016/11/23,17.7,2494,17.7,0,17.4,17.7,79,1159,1438,0
32,17.93,19.589583333333334,18.455833333333334,18.005000000000003,18.18,2016/11/22,17.8,2494,18.0,0,17.7,18.0,16,1159,1424,2
33,18.01,19.623333333333335,18.47916666666667,18.044999999999998,18.202499999999997,2016/11/21,17.85,2494,17.85,0,17.8,17.85,17,1159,1427,2
34,18.04,19.65666666666667,18.50166666666667,18.06,18.229999999999997,2016/11/18,18.0,2494,18.0,0,17.9,18.0,7,1159,1450,2
