,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,15.024000000000001,15.765083333333328,15.52333333333333,15.047,15.094000000000003,2017/01/16,14.96,0,14.98,0,14.77,14.98,151,0,0,0
1,15.042000000000002,15.774166666666662,15.538999999999996,15.056000000000001,15.121,2017/01/13,14.99,0,15.0,0,14.95,14.99,89,0,0,0
2,15.044,15.782999999999994,15.554166666666664,15.065999999999999,15.1465,2017/01/12,14.99,0,15.09,0,14.98,15.09,101,0,0,0
3,15.065999999999999,15.792166666666661,15.570999999999996,15.075999999999999,15.172,2017/01/11,15.09,0,15.09,0,15.0,15.09,64,0,0,0
4,15.068000000000001,15.800083333333328,15.586166666666662,15.075999999999999,15.1925,2017/01/10,15.09,0,15.09,0,15.0,15.05,60,0,0,0
5,15.069999999999999,15.80841666666666,15.601333333333331,15.075999999999999,15.217500000000001,2017/01/09,15.05,0,15.1,0,15.0,15.1,185,0,0,0
6,15.069999999999999,15.81716666666666,15.615499999999995,15.075999999999999,15.244500000000002,2017/01/06,15.0,0,15.1,0,15.0,15.1,114,0,0,0
7,15.088,15.826333333333327,15.631333333333329,15.075999999999999,15.277000000000001,2017/01/05,15.1,0,15.1,0,15.0,15.1,73,0,0,0
8,15.086000000000002,15.833833333333327,15.646333333333331,15.086000000000002,15.3045,2017/01/04,15.1,0,15.1,0,15.05,15.1,37,0,0,0
9,15.084,15.841333333333328,15.661166666666665,15.111,15.329500000000001,2017/01/03,15.1,0,15.1,0,15.1,15.1,10,0,0,0
10,15.082000000000003,15.849249999999994,15.675999999999997,15.141000000000002,15.354500000000002,2016/12/30,15.05,0,15.09,0,15.05,15.09,58,0,0,0
11,15.082000000000003,15.857999999999995,15.692499999999997,15.186000000000002,15.383000000000001,2016/12/29,15.09,0,15.09,0,15.09,15.09,20,0,0,0
12,15.064000000000002,15.86641666666666,15.705999999999996,15.227,15.413500000000003,2016/12/28,15.09,0,15.09,0,15.09,15.09,0,0,0,0
13,15.086000000000002,15.87483333333333,15.719499999999998,15.268,15.443999999999999,2016/12/27,15.09,0,15.12,0,15.09,15.1,37,0,0,0
14,15.138,15.883083333333328,15.732999999999997,15.309000000000001,15.477,2016/12/26,15.09,0,15.1,0,15.0,15.05,75,0,0,0
15,15.2,15.891499999999995,15.748166666666664,15.359,15.51,2016/12/23,15.05,0,15.15,0,14.8,15.0,284,0,0,0
16,15.290000000000001,15.900249999999994,15.763999999999998,15.413000000000002,15.544999999999998,2016/12/22,15.0,0,15.2,0,14.95,15.2,451,0,0,0
17,15.39,15.910083333333327,15.780666666666663,15.478000000000003,15.5825,2016/12/21,15.2,0,15.28,0,15.2,15.25,223,0,0,0
18,15.45,15.91816666666666,15.794833333333331,15.523000000000001,15.61,2016/12/20,15.35,0,15.35,0,15.3,15.35,174,0,0,0
19,15.48,15.925083333333328,15.80733333333333,15.548000000000002,15.632499999999999,2016/12/19,15.4,0,15.5,0,15.4,15.5,58,0,0,0
20,15.518,15.931666666666661,15.815666666666663,15.568000000000001,15.6525,2016/12/16,15.5,0,15.5,0,15.5,15.5,2,0,0,0
21,15.536000000000001,15.936249999999996,15.82233333333333,15.580000000000002,15.665000000000001,2016/12/15,15.5,0,15.5,0,15.45,15.45,3,0,0,0
22,15.565999999999999,15.942083333333327,15.828999999999997,15.6,15.6775,2016/12/14,15.5,0,15.5,0,15.5,15.5,7,0,0,0
23,15.596,15.947916666666663,15.836499999999996,15.620000000000001,15.690000000000001,2016/12/13,15.5,0,15.52,0,15.49,15.52,168,0,0,0
24,15.616,15.953749999999994,15.845666666666663,15.645000000000001,15.695500000000001,2016/12/12,15.59,0,15.59,0,15.5,15.59,65,0,0,0
25,15.618,15.957999999999997,15.853666666666664,15.661000000000001,15.696000000000002,2016/12/09,15.59,0,15.62,0,15.59,15.6,50,0,0,0
26,15.624,15.96183333333333,15.861999999999997,15.677000000000001,15.6965,2016/12/08,15.65,0,15.65,0,15.63,15.63,38,0,0,0
27,15.634,15.96558333333333,15.867999999999997,15.687000000000001,15.703999999999999,2016/12/07,15.65,0,15.65,0,15.6,15.6,20,0,0,0
28,15.644,15.968916666666663,15.875499999999997,15.697,15.711500000000001,2016/12/06,15.6,0,15.6,0,15.6,15.6,30,0,0,0
29,15.673999999999998,15.972249999999997,15.883833333333332,15.716999999999999,15.724,2016/12/05,15.6,0,15.7,0,15.6,15.7,152,0,0,0
30,15.703999999999999,15.975666666666662,15.892333333333331,15.737,15.736500000000001,2016/12/02,15.62,0,15.7,0,15.62,15.7,196,0,0,0
31,15.73,15.978916666666663,15.90033333333333,15.750000000000004,15.750499999999999,2016/12/01,15.7,0,15.72,0,15.7,15.72,71,0,0,0
32,15.74,15.981833333333329,15.906999999999998,15.755,15.7625,2016/11/30,15.7,0,15.7,0,15.7,15.7,43,0,0,0
33,15.75,15.98508333333333,15.914499999999999,15.760000000000002,15.772500000000003,2016/11/29,15.75,0,15.75,0,15.75,15.75,3,0,0,0
34,15.76,15.988833333333329,15.920333333333332,15.746,15.7835,2016/11/28,15.75,0,15.75,0,15.7,15.75,22,0,0,0
35,15.77,15.99258333333333,15.926166666666665,15.731,15.791000000000002,2016/11/25,15.75,0,15.75,0,15.75,15.75,17,0,0,0
36,15.77,15.996749999999997,15.929833333333333,15.716,15.7985,2016/11/24,15.75,0,15.75,0,15.75,15.75,14,0,0,0
37,15.77,16.001749999999998,15.933333333333334,15.721,15.806000000000001,2016/11/23,15.75,0,15.79,0,15.75,15.75,32,0,0,0
38,15.77,16.020499999999995,15.9375,15.725999999999999,15.8135,2016/11/22,15.8,0,15.8,0,15.8,15.8,35,0,0,0
39,15.732,16.02633333333333,15.941666666666666,15.731,15.818499999999997,2016/11/21,15.8,0,15.8,0,15.8,15.8,23,0,0,0
40,15.691999999999998,16.030499999999996,15.944333333333335,15.735999999999999,15.823499999999996,2016/11/18,15.75,0,15.75,0,15.75,15.75,0,0,0,0
41,15.662,16.03508333333333,15.947666666666668,15.751,15.830999999999998,2016/11/17,15.75,0,15.75,0,15.75,15.75,0,0,0,0
42,15.672,16.039666666666662,15.951000000000002,15.77,15.838499999999996,2016/11/16,15.75,0,15.75,0,15.7,15.74,37,0,0,0
43,15.681999999999999,16.042666666666662,15.955166666666669,15.785,15.850999999999996,2016/11/15,15.61,0,15.61,0,15.61,15.61,0,0,0,0
44,15.73,16.04683333333333,15.961166666666669,15.820999999999998,15.870499999999996,2016/11/14,15.6,0,15.6,0,15.6,15.6,1,0,0,0
45,15.780000000000001,16.050999999999995,15.967333333333336,15.850999999999999,15.890499999999998,2016/11/11,15.6,0,15.8,0,15.6,15.8,17,0,0,0
46,15.84,16.05516666666666,15.973833333333337,15.881,15.905499999999998,2016/11/10,15.8,0,15.8,0,15.8,15.8,0,0,0,0
47,15.868,16.05808333333333,15.978000000000003,15.891,15.912999999999997,2016/11/09,15.8,0,15.85,0,15.8,15.85,25,0,0,0
48,15.888,16.061166666666665,15.981333333333337,15.901000000000002,15.922999999999996,2016/11/08,15.85,0,15.9,0,15.85,15.85,56,0,0,0
49,15.912,16.063999999999997,15.98466666666667,15.906,15.929999999999998,2016/11/07,15.85,0,15.9,0,15.85,15.9,25,0,0,0
