,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,9.404,8.796083333333327,9.032999999999998,9.381,9.523,2017/01/04,9.52,0,9.65,0,9.39,9.39,334,57,1,57
1,9.354,8.785999999999994,9.014499999999998,9.379000000000001,9.529,2017/01/03,9.38,0,9.45,0,9.36,9.36,67,41,4504,41
2,9.346,8.777249999999993,9.000166666666665,9.397000000000002,9.535,2016/12/30,9.41,48,9.49,0,9.36,9.4,119,0,4500,5
3,9.318,8.768499999999992,8.984499999999997,9.442000000000002,9.540000000000001,2016/12/29,9.38,48,9.38,0,9.29,9.32,40,0,4460,5
4,9.322,8.759499999999994,8.969333333333331,9.483,9.5545,2016/12/28,9.33,48,9.39,0,9.3,9.3,212,0,4476,5
5,9.358,8.751499999999993,8.955499999999997,9.525000000000002,9.557,2016/12/27,9.27,55,9.34,0,9.27,9.34,208,0,4456,5
6,9.404,8.743833333333326,8.942499999999997,9.582,9.5455,2016/12/26,9.34,51,9.37,0,9.26,9.27,174,0,4530,5
7,9.448,8.735833333333327,8.928999999999998,9.623000000000001,9.5305,2016/12/23,9.27,50,9.41,0,9.25,9.4,250,0,4494,5
8,9.565999999999999,8.728249999999994,8.916999999999998,9.647000000000002,9.5165,2016/12/22,9.4,50,9.52,0,9.4,9.51,447,0,4571,5
9,9.644,8.719833333333327,8.900833333333331,9.662,9.496500000000001,2016/12/21,9.51,53,9.64,0,9.46,9.46,223,0,4382,5
10,9.692,8.710083333333326,8.883999999999997,9.665000000000001,9.4685,2016/12/20,9.5,58,9.57,0,9.4,9.56,409,0,4349,5
11,9.76,8.700083333333327,8.867166666666664,9.678999999999998,9.441500000000001,2016/12/19,9.56,61,9.86,0,9.56,9.86,386,0,4374,5
12,9.797999999999998,8.689249999999992,8.847999999999997,9.672999999999998,9.4205,2016/12/16,9.86,50,9.89,0,9.77,9.79,419,0,4426,8
13,9.728,8.676583333333328,8.824999999999998,9.638,9.3845,2016/12/15,9.79,48,9.82,0,9.71,9.75,421,0,4416,9
14,9.680000000000001,8.665666666666661,8.802333333333333,9.626,9.3405,2016/12/14,9.75,43,9.9,0,9.71,9.9,489,0,4396,9
15,9.638000000000002,8.654333333333328,8.779,9.589000000000002,9.2905,2016/12/13,9.84,43,10.0,0,9.75,9.79,1191,0,4379,9
16,9.598,8.642166666666663,8.754833333333332,9.509,9.232,2016/12/12,9.75,43,9.94,0,9.55,9.58,1056,0,4380,11
17,9.548,8.62933333333333,8.732666666666665,9.437999999999999,9.161,2016/12/09,9.51,45,9.63,0,9.5,9.55,291,0,4294,10
18,9.548,8.618499999999994,8.714833333333333,9.386,9.105,2016/12/08,9.55,46,9.63,0,9.55,9.6,325,0,4299,8
19,9.572,8.607749999999994,8.698,9.331,9.048499999999999,2016/12/07,9.54,68,9.7,0,9.53,9.7,445,0,4276,8
20,9.540000000000001,8.597416666666664,8.681000000000001,9.272,8.983999999999998,2016/12/06,9.64,70,9.65,0,9.52,9.52,452,0,4344,8
21,9.42,8.585916666666662,8.661166666666666,9.203999999999999,8.927,2016/12/05,9.5,73,9.62,0,9.46,9.6,293,0,4378,8
22,9.328,8.575166666666663,8.643166666666666,9.168000000000001,8.877999999999998,2016/12/02,9.51,111,9.72,0,9.5,9.62,884,0,4408,8
