,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,16.46,15.362916666666669,15.565833333333336,16.330000000000002,16.259999999999998,2016/12/22,16.35,5723,16.55,0,16.3,16.55,206,0,3119,0
1,16.43,15.354166666666668,15.542500000000002,16.305,16.2375,2016/12/21,16.5,5723,16.7,0,16.4,16.7,251,0,3147,0
2,16.369999999999997,15.343333333333335,15.515833333333337,16.265,16.2125,2016/12/20,16.6,5723,16.7,0,16.5,16.65,348,0,3147,1
3,16.3,15.33041666666667,15.488333333333337,16.21,16.182499999999997,2016/12/19,16.6,5663,17.1,0,16.4,16.4,1307,0,3175,1
4,16.23,15.317916666666669,15.461666666666668,16.17,16.155,2016/12/16,16.25,5638,16.45,0,16.2,16.2,610,0,2928,0
5,16.2,15.307500000000003,15.439166666666669,16.165,16.142500000000002,2016/12/15,16.2,5691,16.35,0,16.2,16.2,143,0,2816,0
6,16.18,15.29916666666667,15.418333333333335,16.17,16.1325,2016/12/14,16.2,5691,16.25,0,16.15,16.25,112,0,2816,0
7,16.160000000000004,15.290416666666667,15.39666666666667,16.185,16.115,2016/12/13,16.25,5643,16.3,0,16.2,16.3,144,0,2817,0
8,16.119999999999997,15.281250000000002,15.37416666666667,16.185,16.0875,2016/12/12,16.25,5626,16.35,0,16.1,16.1,396,0,2813,0
9,16.110000000000003,15.27166666666667,15.355000000000002,16.2,16.042499999999997,2016/12/09,16.1,5626,16.2,0,16.1,16.1,80,0,2891,0
10,16.130000000000003,15.263333333333337,15.338333333333336,16.19,15.987499999999997,2016/12/08,16.1,5626,16.25,0,16.05,16.15,227,0,2901,0
11,16.160000000000004,15.254583333333334,15.325000000000005,16.17,15.954999999999998,2016/12/07,16.1,5623,16.1,0,15.95,16.1,158,0,2897,0
12,16.21,15.246250000000002,15.310000000000002,16.160000000000004,15.87,2016/12/06,16.05,5592,16.25,0,15.95,16.2,395,0,2985,0
13,16.25,15.239166666666668,15.296666666666669,16.155,15.817499999999999,2016/12/05,16.2,5623,16.2,0,16.05,16.1,111,0,3058,0
14,16.29,15.232083333333334,15.280000000000001,16.14,15.754999999999999,2016/12/02,16.2,5614,16.2,0,16.05,16.2,173,0,3075,0
15,16.25,15.225833333333334,15.260000000000002,16.12,15.699999999999998,2016/12/01,16.25,5591,16.45,0,16.2,16.35,210,0,3075,0
