,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,70.44,68.07583333333336,67.99999999999999,71.53999999999999,71.97999999999999,2017/01/16,70.2,1020,70.2,18,70.2,70.2,26,21432,0,21432
1,70.62,68.08083333333336,67.87166666666666,72.28,71.93499999999999,2017/01/13,70.2,1020,71.0,18,69.9,70.0,78,21427,509,21427
2,70.96000000000001,68.09166666666668,67.76333333333334,72.32000000000001,71.865,2017/01/12,70.4,22867,70.9,5,69.9,70.1,51,21,511,10
3,71.5,68.10583333333336,67.65166666666667,72.38,71.775,2017/01/11,70.2,22870,71.5,5,70.0,70.9,163,21,510,10
4,72.14,68.11833333333337,67.55666666666667,72.5,71.75999999999999,2017/01/10,71.2,22883,71.7,5,71.0,71.2,75,23,488,10
5,72.64,68.12083333333335,67.455,72.98,71.745,2017/01/09,71.1,22894,71.9,5,71.1,71.9,63,23,487,8
6,73.94,68.13250000000002,67.36333333333333,73.17,71.77000000000001,2017/01/06,71.9,22962,73.2,5,71.9,73.1,52,23,484,10
7,73.67999999999999,68.13000000000002,67.26166666666667,73.22,71.775,2017/01/05,73.1,22960,74.0,5,72.3,72.5,97,23,487,10
8,73.26,68.10416666666669,67.14333333333333,73.07000000000001,71.67999999999999,2017/01/04,73.4,22978,73.7,5,72.3,73.5,94,23,486,10
9,72.86,68.07500000000002,67.03333333333333,72.79,71.51,2017/01/03,73.7,22991,75.6,6,73.1,75.3,221,23,485,10
10,73.32000000000001,68.04000000000002,66.92666666666666,72.42,71.3,2016/12/30,77.6,22961,77.6,6,70.6,70.8,222,21,469,20
11,72.4,67.97333333333336,66.76833333333333,71.59,70.845,2016/12/29,70.6,22984,71.1,6,70.6,71.1,42,21,478,75
12,72.76,67.96250000000002,66.72166666666666,71.41,70.74,2016/12/28,71.0,23055,72.3,6,70.8,71.4,65,13,489,9
13,72.88,67.94750000000003,66.65833333333333,71.17,70.60499999999999,2016/12/27,71.4,22889,75.2,6,71.4,75.2,214,26,484,9
14,72.72,67.93000000000002,66.59,71.02000000000001,70.28999999999999,2016/12/26,76.0,22904,76.0,6,72.0,72.0,553,24,449,13
15,71.52000000000001,67.87250000000003,66.44999999999999,70.51,69.74,2016/12/23,73.0,22929,73.0,6,72.3,72.4,499,24,468,29
16,70.78,67.84083333333335,66.36166666666666,70.37,69.325,2016/12/22,72.4,22996,72.4,6,71.0,71.5,522,20,510,9
17,70.05999999999999,67.81000000000003,66.28999999999999,70.33000000000001,68.94,2016/12/21,71.6,23012,71.6,6,71.0,71.0,279,20,566,9
18,69.46,67.78500000000003,66.23666666666666,70.29,68.595,2016/12/20,70.6,23043,70.7,6,70.1,70.1,109,20,573,8
19,69.32000000000001,67.76833333333336,66.19666666666666,70.23,68.31500000000001,2016/12/19,70.0,23164,71.0,6,69.7,69.7,135,20,581,6
20,69.5,67.75833333333335,66.16333333333333,70.18,68.04,2016/12/16,69.3,23198,69.5,6,68.8,68.8,159,13,585,6
21,69.96,67.74916666666668,66.13333333333334,70.10000000000001,67.82500000000002,2016/12/15,68.8,23181,69.5,6,68.4,68.6,78,12,596,6
22,70.6,67.75416666666669,66.11666666666666,70.07000000000001,67.635,2016/12/14,68.6,23163,69.9,6,68.6,69.9,176,12,594,6
23,71.12,67.75833333333335,66.12,70.04,67.45500000000001,2016/12/13,69.9,23131,71.2,6,69.9,70.1,193,11,588,6
24,71.14000000000001,67.75750000000002,66.09,69.56,67.20000000000002,2016/12/12,70.9,23139,71.6,6,70.3,71.5,222,11,597,6
25,70.86,67.7466666666667,66.04333333333334,68.97,66.905,2016/12/09,71.6,23189,72.3,6,71.0,72.3,164,10,604,10
26,70.24,67.73083333333336,65.98166666666667,68.28,66.575,2016/12/08,72.0,23198,72.5,6,71.3,71.9,382,10,601,10
27,69.53999999999999,67.70833333333336,65.935,67.55,66.225,2016/12/07,71.2,23110,72.0,6,70.2,71.0,468,7,621,10
28,68.96000000000001,67.69750000000003,65.90166666666667,66.9,65.905,2016/12/06,70.0,23070,70.4,6,69.8,70.4,374,7,599,8
29,67.97999999999999,67.6841666666667,65.89333333333333,66.4,65.655,2016/12/05,69.5,22919,70.2,6,68.5,68.8,360,5,635,9
30,67.08,67.67250000000003,65.90166666666667,65.9,65.43,2016/12/02,68.5,22764,69.0,6,68.0,68.9,233,5,624,9
31,66.32000000000001,67.67666666666669,65.92666666666666,65.55,65.155,2016/12/01,68.5,22520,68.9,6,68.1,68.1,232,5,621,9
32,65.55999999999999,67.69083333333336,65.94333333333333,65.2,64.88000000000001,2016/11/30,68.3,22396,68.3,6,65.6,65.7,1301,4,593,5
33,64.84,67.7041666666667,65.96,64.87,64.60000000000001,2016/11/29,65.1,22248,65.9,6,64.7,65.0,230,6,591,5
34,64.82000000000001,67.74500000000002,66.03,64.84,64.495,2016/11/28,65.0,22157,65.0,6,64.5,64.7,282,6,589,3
35,64.72,67.78750000000002,66.09666666666666,64.84,64.39000000000001,2016/11/25,64.7,21919,65.0,6,64.4,64.7,162,11,589,4
36,64.78,67.83000000000003,66.17333333333335,64.87,64.33000000000001,2016/11/24,64.7,21798,64.9,6,64.5,64.5,323,13,588,5
37,64.84,67.8741666666667,66.22833333333334,64.9,64.325,2016/11/23,64.7,21976,65.0,6,64.6,65.0,118,11,588,7
38,64.9,67.91833333333336,66.28666666666668,64.91,64.19,2016/11/22,65.0,22068,65.0,6,64.2,64.5,232,11,589,7
39,64.86,67.95250000000003,66.33333333333334,64.91,64.065,2016/11/21,64.5,22255,64.8,6,64.5,64.7,269,11,598,7
40,64.96000000000001,67.98833333333336,66.39500000000001,64.96000000000001,63.98,2016/11/18,65.0,22290,65.0,6,64.5,64.6,308,11,603,11
41,64.96000000000001,68.02083333333336,66.43666666666668,64.76,63.855,2016/11/17,65.0,22393,65.0,6,64.6,64.6,181,17,601,17
42,64.96000000000001,68.0566666666667,66.47500000000001,64.56,63.79,2016/11/16,65.0,22612,65.0,6,64.3,64.9,276,17,599,17
43,64.92,68.09083333333336,66.50833333333335,64.33,63.725,2016/11/15,64.8,22808,64.9,6,64.1,64.9,150,21,603,17
44,64.96000000000001,68.1316666666667,66.55166666666668,64.15,63.709999999999994,2016/11/14,65.0,22928,65.0,6,64.6,64.9,118,21,604,19
45,64.96000000000001,68.16333333333336,66.58833333333334,63.94,63.714999999999996,2016/11/11,65.0,23041,65.1,6,64.7,65.0,140,36,599,10
46,64.56,68.18583333333336,66.61500000000001,63.79,63.74499999999999,2016/11/10,65.0,23069,65.3,6,64.9,65.0,94,35,598,11
47,64.16,68.21083333333335,66.64166666666668,63.75,63.785000000000004,2016/11/09,64.8,23080,65.0,6,64.0,65.0,212,34,596,8
48,63.739999999999995,68.23916666666669,66.73333333333333,63.46999999999999,63.84499999999999,2016/11/08,65.0,23072,65.0,6,64.1,64.8,130,37,617,8
49,63.339999999999996,68.25916666666669,66.81833333333334,63.21999999999999,63.935,2016/11/07,65.0,23081,65.0,6,63.0,63.0,166,37,618,12
50,62.919999999999995,68.27750000000002,66.90166666666667,62.999999999999986,64.04999999999998,2016/11/04,63.0,23076,63.0,6,62.7,63.0,50,44,619,12
51,63.019999999999996,68.31916666666669,67.01833333333335,62.94999999999999,64.30499999999999,2016/11/03,63.0,23107,63.2,6,62.3,62.3,75,44,629,9
52,63.339999999999996,68.36333333333336,67.135,63.019999999999996,64.54499999999999,2016/11/02,62.7,23108,63.5,6,62.6,63.0,99,51,642,9
53,63.2,68.40916666666668,67.25666666666667,63.11999999999999,64.77,2016/11/01,63.0,23111,63.5,6,62.7,63.5,76,51,658,3
54,63.1,68.45166666666668,67.37333333333335,63.269999999999996,64.98499999999999,2016/10/31,62.9,23089,63.5,6,62.4,63.5,153,50,654,3
55,63.08,68.50750000000001,67.49166666666667,63.489999999999995,65.22,2016/10/28,63.5,23129,64.7,6,63.5,64.5,184,44,687,3
56,62.879999999999995,68.55250000000002,67.60000000000001,63.7,65.42999999999999,2016/10/27,64.6,23148,65.1,6,63.5,63.5,395,44,709,1
57,62.7,68.5916666666667,67.69833333333334,63.82000000000001,65.60499999999999,2016/10/26,62.0,23134,62.6,6,62.0,62.5,156,39,672,1
58,63.04,68.6566666666667,67.84666666666668,64.22,65.925,2016/10/25,62.5,23132,63.1,6,62.5,62.8,171,39,671,27
59,63.44,68.71750000000002,67.99833333333335,64.65,66.21000000000001,2016/10/24,62.8,23194,63.0,6,62.2,62.5,161,50,669,2
60,63.9,68.7766666666667,68.15166666666667,65.1,66.47,2016/10/21,62.5,23209,64.4,6,60.7,63.7,1017,49,672,2
61,64.52000000000001,68.83750000000003,68.29,65.66,66.72,2016/10/20,63.7,23325,63.7,6,63.3,63.4,99,49,660,2
62,64.93999999999998,68.9041666666667,68.42000000000002,66.06999999999998,66.925,2016/10/19,63.7,23328,64.5,6,63.0,64.5,111,49,658,0
63,65.4,68.95833333333336,68.56,66.41999999999999,67.18,2016/10/18,64.5,23557,65.0,5,64.1,65.0,87,28,657,0
64,65.85999999999999,69.01333333333336,68.68,66.7,67.36,2016/10/17,65.1,23537,66.0,5,64.9,66.0,48,29,653,2
65,66.3,69.07083333333337,68.78666666666668,66.95,67.51,2016/10/14,65.6,23517,66.2,5,65.2,65.2,69,25,653,4
66,66.8,69.1266666666667,68.90166666666667,67.16,67.625,2016/10/13,65.8,23535,66.0,5,65.8,66.0,77,25,658,4
67,67.2,69.17833333333336,68.99833333333335,67.38999999999999,67.795,2016/10/12,66.0,23543,66.7,5,65.8,66.3,170,25,658,4
68,67.44,69.23333333333336,69.06500000000001,67.62999999999998,67.955,2016/10/11,66.8,23532,67.4,5,66.5,67.3,55,23,677,2
69,67.53999999999999,69.27166666666669,69.11666666666666,67.77,68.09,2016/10/07,67.3,23522,67.9,5,67.0,67.9,108,23,677,2
70,67.6,69.30750000000003,69.15333333333335,67.84,68.225,2016/10/06,68.1,23393,68.1,5,67.4,67.5,43,23,671,2
71,67.52000000000001,69.33333333333334,69.17833333333334,67.78,68.32000000000001,2016/10/05,67.8,23374,67.9,5,67.0,67.0,53,23,674,2
72,67.58,69.35916666666668,69.20333333333335,67.78,68.405,2016/10/04,67.2,23365,67.8,5,67.0,67.8,57,23,671,2
73,67.82000000000001,69.40166666666669,69.23666666666668,67.94,68.51,2016/10/03,67.3,23350,68.2,5,67.2,68.2,53,23,672,2
74,68.0,69.45083333333335,69.27000000000001,68.02000000000001,68.61,2016/09/30,67.6,23334,67.9,5,67.1,67.4,54,23,675,2
75,68.08000000000001,69.49166666666669,69.29500000000002,68.07000000000001,68.67999999999999,2016/09/29,67.7,23325,68.1,5,67.1,68.1,53,23,679,2
76,68.03999999999999,69.53500000000003,69.32000000000001,68.09,68.75999999999999,2016/09/26,68.1,23322,68.7,5,68.1,68.7,32,23,679,2
77,67.98,69.58166666666668,69.33,68.20000000000002,68.755,2016/09/23,68.4,23335,69.0,0,67.8,67.9,31,24,676,2
78,68.06,69.62333333333335,69.33333333333333,68.28,68.74499999999999,2016/09/22,68.2,23335,68.3,0,67.5,67.5,41,24,676,2
