,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,114.8,117.69666666666667,108.45166666666667,115.15,112.6,2017/01/09,116.0,3001,116.5,165,114.0,114.0,196,50,1622,20
1,115.0,117.77583333333334,108.36833333333334,114.8,112.3,2017/01/06,115.0,3033,115.5,199,114.0,115.0,183,44,1611,18
2,115.6,117.8425,108.385,114.4,111.8,2017/01/05,114.5,3004,115.0,199,113.0,113.0,136,44,1607,19
3,115.8,117.905,108.41833333333334,113.9,111.2,2017/01/04,114.0,3026,115.5,199,113.0,114.5,258,44,1605,22
4,115.8,117.98,108.485,113.45,110.65,2017/01/03,114.5,3032,117.0,199,114.5,117.0,132,46,1579,22
5,115.5,118.05083333333333,108.56,113.0,110.15,2016/12/30,117.0,3044,118.5,199,116.0,118.0,291,47,1562,22
6,114.6,118.08,108.62666666666668,112.25,109.55,2016/12/29,118.0,3067,118.0,199,115.0,115.5,589,59,1544,25
7,113.2,118.09666666666666,108.66000000000001,111.45,108.875,2016/12/28,115.5,2650,115.5,252,114.0,114.0,209,42,1606,19
8,112.0,118.13416666666667,108.75166666666668,110.85,108.35,2016/12/27,114.0,2587,115.0,276,114.0,114.0,166,40,1647,19
9,111.1,118.21333333333334,108.90166666666667,110.45,107.9,2016/12/26,113.0,2518,114.0,276,112.5,113.0,195,59,1656,20
10,110.5,118.31333333333333,108.96833333333333,110.05,107.45,2016/12/23,112.5,2497,114.0,276,111.5,112.0,302,59,1654,22
11,109.9,118.41333333333334,109.05166666666668,109.8,106.975,2016/12/22,111.0,2475,112.0,276,109.5,109.5,373,71,1675,21
12,109.7,118.50916666666667,109.16833333333334,109.2,106.5,2016/12/21,109.5,2317,110.0,342,108.5,109.0,143,68,1700,21
13,109.7,118.60083333333334,109.32666666666667,108.5,106.075,2016/12/20,109.5,2316,109.5,403,108.5,109.5,63,68,1716,20
14,109.8,118.69250000000001,109.49333333333334,107.85,105.65,2016/12/19,110.0,2332,110.0,403,108.0,109.5,160,69,1723,21
15,109.6,118.80916666666667,109.65166666666667,107.3,105.2,2016/12/16,109.5,2333,111.5,421,108.5,111.5,80,69,1708,14
16,109.7,118.95083333333334,109.80166666666668,106.85,104.75,2016/12/15,110.0,2350,110.0,422,107.5,108.0,154,71,1720,14
17,108.7,119.13000000000001,109.96833333333333,106.3,104.25,2016/12/14,109.5,2373,110.5,422,108.5,110.5,114,70,1726,15
18,107.3,119.32166666666667,110.09333333333333,105.85,103.8,2016/12/13,110.0,2384,110.0,456,108.0,108.5,102,70,1713,15
19,105.9,119.52583333333334,110.26,105.35,103.3,2016/12/12,109.0,2392,112.5,456,107.0,111.0,336,75,1713,14
20,105.0,119.69250000000001,110.46000000000001,104.85,102.85,2016/12/09,110.0,2382,112.5,458,105.0,105.0,675,65,1696,23
21,104.0,119.85083333333334,110.72666666666667,104.15,102.4,2016/12/08,105.0,2327,105.0,483,102.5,103.5,211,58,1675,21
22,103.9,120.0425,111.07666666666667,103.8,102.06,2016/12/07,102.5,2275,103.5,543,102.0,103.0,137,59,1649,21
23,104.4,120.28416666666666,111.49333333333334,103.65,101.4,2016/12/06,103.0,2244,104.5,594,103.0,104.5,83,58,1639,22
24,104.8,120.5175,111.91000000000001,103.45,101.17999999999999,2016/12/05,104.5,2235,105.0,629,103.5,105.0,140,58,1638,22
25,104.7,120.74666666666667,112.33500000000001,103.1,101.42999999999999,2016/12/02,105.0,2233,105.0,639,101.5,104.5,378,49,1636,25
