,avg_five,avg_hundred_twenty,avg_sixty,avg_ten,avg_twenty,date,finial_price,foreign_investment,highest_price,legal_person,lowest_price,opening_price,quantity,self_employed,short_buy,short_sell
0,13.325999999999999,13.72858333333332,13.637833333333335,13.335999999999999,13.401999999999997,2017/01/16,13.33,0,13.33,0,13.3,13.3,19,0,0,0
1,13.322,13.731916666666653,13.644000000000002,13.342999999999998,13.415499999999998,2017/01/13,13.3,0,13.33,0,13.29,13.33,29,0,0,0
2,13.338,13.735666666666653,13.652333333333335,13.351999999999999,13.430499999999999,2017/01/12,13.33,0,13.33,0,13.3,13.3,27,0,0,0
3,13.341999999999999,13.738666666666655,13.660166666666669,13.357999999999999,13.4415,2017/01/11,13.32,0,13.32,0,13.32,13.32,5,0,0,0
4,13.347999999999999,13.741499999999986,13.668166666666668,13.364999999999998,13.455499999999997,2017/01/10,13.35,0,13.35,0,13.34,13.34,31,0,0,0
5,13.346,13.743999999999987,13.675666666666668,13.369,13.467999999999998,2017/01/09,13.31,0,13.38,0,13.31,13.35,38,0,0,0
6,13.364,13.746749999999986,13.683833333333334,13.384,13.482499999999998,2017/01/06,13.38,0,13.38,0,13.38,13.38,2,0,0,0
7,13.366,13.748916666666652,13.690833333333334,13.386000000000001,13.497,2017/01/05,13.35,0,13.35,0,13.34,13.35,15,0,0,0
8,13.374,13.751249999999988,13.696666666666667,13.406,13.513499999999999,2017/01/04,13.35,0,13.35,0,13.31,13.34,20,0,0,0
9,13.382,13.753749999999988,13.7055,13.445000000000002,13.5285,2017/01/03,13.34,0,13.4,0,13.3,13.39,110,0,0,0
10,13.392000000000001,13.755833333333321,13.712833333333334,13.468,13.5435,2016/12/30,13.4,0,13.4,0,13.38,13.39,27,0,0,0
11,13.404000000000002,13.757416666666654,13.718833333333334,13.488,13.5595,2016/12/29,13.39,0,13.39,0,13.32,13.32,10,0,0,0
12,13.406,13.759083333333319,13.725000000000001,13.509,13.580000000000002,2016/12/28,13.39,0,13.39,0,13.39,13.39,9,0,0,0
13,13.437999999999999,13.760749999999986,13.731166666666669,13.525,13.600500000000002,2016/12/27,13.39,0,13.39,0,13.39,13.39,2,0,0,0
14,13.508,13.762499999999987,13.737666666666668,13.546000000000001,13.621000000000004,2016/12/26,13.39,0,13.45,0,13.24,13.45,125,0,0,0
15,13.544,13.764666666666653,13.7475,13.566999999999998,13.641500000000002,2016/12/23,13.46,0,13.46,0,13.2,13.38,104,0,0,0
16,13.572,13.765666666666654,13.753166666666667,13.581,13.658500000000004,2016/12/22,13.4,0,13.5,0,13.4,13.5,39,0,0,0
17,13.612,13.767249999999986,13.759833333333335,13.607999999999999,13.678500000000003,2016/12/21,13.55,0,13.64,0,13.51,13.64,22,0,0,0
18,13.612,13.767583333333322,13.764833333333335,13.621,13.691000000000003,2016/12/20,13.74,0,13.74,0,13.58,13.58,127,0,0,0
19,13.584,13.76608333333332,13.76666666666667,13.612,13.694000000000003,2016/12/19,13.57,0,13.58,0,13.5,13.55,108,0,0,0
20,13.59,13.765999999999988,13.771333333333335,13.619,13.706500000000002,2016/12/16,13.6,0,13.6,0,13.6,13.6,0,0,0,0
21,13.59,13.765916666666653,13.775500000000001,13.631,13.717500000000005,2016/12/15,13.6,0,13.6,0,13.59,13.59,14,0,0,0
22,13.604,13.765833333333319,13.781666666666668,13.651,13.728500000000002,2016/12/14,13.55,0,13.55,0,13.55,13.55,5,0,0,0
23,13.63,13.766083333333318,13.785833333333334,13.675999999999998,13.743000000000004,2016/12/13,13.6,0,13.6,0,13.6,13.6,27,0,0,0
24,13.64,13.765749999999986,13.790833333333333,13.695999999999998,13.752500000000003,2016/12/12,13.6,0,13.67,0,13.59,13.59,138,0,0,0
25,13.648000000000001,13.765499999999985,13.795833333333333,13.716000000000003,13.761500000000003,2016/12/09,13.6,0,13.67,0,13.51,13.65,183,0,0,0
26,13.672,13.765249999999986,13.800833333333333,13.736,13.770500000000004,2016/12/08,13.67,0,13.67,0,13.67,13.67,3,0,0,0
27,13.698000000000002,13.764499999999986,13.804333333333334,13.749,13.777000000000005,2016/12/07,13.68,0,13.68,0,13.65,13.65,16,0,0,0
28,13.722000000000003,13.763583333333319,13.8065,13.761000000000001,13.781000000000002,2016/12/06,13.65,0,13.65,0,13.64,13.64,29,0,0,0
29,13.752,13.762916666666651,13.809,13.776,13.789500000000004,2016/12/05,13.64,0,13.7,0,13.62,13.7,40,0,0,0
30,13.784,13.76241666666665,13.811666666666667,13.794,13.795500000000004,2016/12/02,13.72,0,13.72,0,13.71,13.71,12,0,0,0
31,13.8,13.761333333333317,13.813833333333333,13.803999999999998,13.799500000000004,2016/12/01,13.8,0,13.8,0,13.8,13.8,4,0,0,0
32,13.8,13.759583333333318,13.814666666666666,13.805999999999997,13.799500000000004,2016/11/30,13.8,0,13.8,0,13.8,13.8,0,0,0,0
33,13.8,13.757749999999984,13.816333333333334,13.809999999999999,13.799500000000004,2016/11/29,13.8,0,13.8,0,13.8,13.8,1,0,0,0
34,13.8,13.755749999999983,13.817166666666667,13.809000000000001,13.800500000000003,2016/11/28,13.8,0,13.8,0,13.8,13.8,0,0,0,0
35,13.804000000000002,13.753833333333317,13.818833333333334,13.806999999999999,13.802500000000004,2016/11/25,13.8,0,13.8,0,13.8,13.8,0,0,0,0
36,13.807999999999998,13.751999999999983,13.818833333333334,13.804999999999998,13.807000000000002,2016/11/24,13.8,0,13.8,0,13.8,13.8,0,0,0,0
37,13.812000000000001,13.750166666666649,13.818833333333334,13.804999999999998,13.8115,2016/11/23,13.8,0,13.8,0,13.8,13.8,81,0,0,0
38,13.819999999999999,13.748333333333317,13.819666666666667,13.800999999999998,13.810999999999998,2016/11/22,13.8,0,13.8,0,13.8,13.8,130,0,0,0
39,13.818000000000001,13.74666666666665,13.820500000000001,13.803,13.810999999999998,2016/11/21,13.82,0,13.82,0,13.82,13.82,0,0,0,0
40,13.809999999999999,13.744833333333316,13.819833333333332,13.797,13.804999999999998,2016/11/18,13.82,0,13.82,0,13.77,13.81,33,0,0,0
41,13.801999999999998,13.742333333333317,13.819166666666664,13.794999999999998,13.798999999999998,2016/11/17,13.82,0,13.82,0,13.82,13.82,10,0,0,0
42,13.797999999999998,13.739666666666649,13.818499999999997,13.792999999999997,13.797999999999998,2016/11/16,13.84,0,13.84,0,13.84,13.84,20,0,0,0
43,13.782,13.736833333333317,13.81783333333333,13.788999999999998,13.795999999999998,2016/11/15,13.79,0,13.81,0,13.78,13.78,95,0,0,0
44,13.788,13.734499999999985,13.817999999999994,13.791999999999998,13.796499999999998,2016/11/14,13.78,0,13.78,0,13.78,13.78,0,0,0,0
45,13.784,13.732249999999985,13.819166666666662,13.797999999999998,13.7975,2016/11/11,13.78,0,13.78,0,13.78,13.78,5,0,0,0
46,13.788,13.729833333333318,13.82033333333333,13.809000000000001,13.798499999999999,2016/11/10,13.8,0,13.8,0,13.8,13.8,63,0,0,0
47,13.788,13.72741666666665,13.82033333333333,13.818000000000001,13.798499999999999,2016/11/09,13.76,0,13.8,0,13.76,13.8,118,0,0,0
48,13.796000000000001,13.725083333333318,13.821499999999997,13.820999999999998,13.795499999999999,2016/11/08,13.82,0,13.82,0,13.76,13.76,86,0,0,0
49,13.796000000000001,13.722249999999983,13.821166666666663,13.818999999999999,13.798499999999999,2016/11/07,13.76,0,13.76,0,13.75,13.75,50,0,0,0
50,13.812000000000001,13.71991666666665,13.82033333333333,13.812999999999999,13.799499999999998,2016/11/04,13.8,0,13.8,0,13.8,13.8,158,0,0,0
51,13.830000000000002,13.717249999999986,13.819999999999997,13.803,13.797499999999996,2016/11/03,13.8,0,13.88,0,13.8,13.8,204,0,0,0
52,13.847999999999999,13.71458333333332,13.819999999999997,13.803,13.795499999999995,2016/11/02,13.8,0,13.8,0,13.8,13.8,75,0,0,0
53,13.846,13.711583333333321,13.819999999999997,13.803,13.793499999999995,2016/11/01,13.82,0,13.82,0,13.79,13.79,14,0,0,0
54,13.842000000000002,13.707916666666653,13.820666666666662,13.800999999999998,13.791499999999996,2016/10/31,13.84,0,13.84,0,13.84,13.84,10,0,0,0
55,13.814000000000002,13.70408333333332,13.821499999999995,13.797,13.798499999999995,2016/10/28,13.89,0,13.89,0,13.84,13.84,11,0,0,0
56,13.776,13.69983333333332,13.819999999999995,13.788,13.793999999999997,2016/10/27,13.89,0,13.89,0,13.79,13.79,81,0,0,0
57,13.758000000000001,13.696416666666654,13.818499999999995,13.779,13.789499999999999,2016/10/26,13.79,0,13.79,0,13.79,13.79,0,0,0,0
58,13.76,13.694166666666653,13.819499999999996,13.77,13.792499999999999,2016/10/25,13.8,0,13.8,0,13.8,13.8,1,0,0,0
59,13.76,13.691833333333319,13.818833333333329,13.777999999999997,13.794999999999998,2016/10/24,13.7,0,13.8,0,13.69,13.69,29,0,0,0
60,13.779999999999998,13.69008333333332,13.81933333333333,13.785999999999998,13.8025,2016/10/21,13.7,0,13.75,0,13.7,13.75,10,0,0,0
61,13.8,13.68833333333332,13.819833333333328,13.791999999999998,13.809999999999999,2016/10/20,13.8,0,13.8,0,13.8,13.8,0,0,0,0
62,13.8,13.685416666666653,13.818999999999996,13.788,13.8185,2016/10/19,13.8,0,13.8,0,13.8,13.8,0,0,0,0
63,13.779999999999998,13.681916666666655,13.817166666666662,13.783999999999997,13.8185,2016/10/18,13.8,0,13.8,0,13.75,13.75,27,0,0,0
64,13.796000000000001,13.678416666666655,13.814833333333329,13.782,13.823500000000001,2016/10/17,13.8,0,13.8,0,13.75,13.75,11,0,0,0
65,13.791999999999998,13.674999999999988,13.81233333333333,13.8,13.8285,2016/10/14,13.8,0,13.8,0,13.75,13.75,14,0,0,0
66,13.784,13.671583333333322,13.809666666666663,13.8,13.8335,2016/10/13,13.8,0,13.8,0,13.7,13.7,33,0,0,0
67,13.776,13.66824999999999,13.806999999999995,13.8,13.8375,2016/10/12,13.7,0,13.83,0,13.7,13.83,70,0,0,0
68,13.788,13.665999999999988,13.80583333333333,13.814999999999998,13.843,2016/10/11,13.88,0,13.88,0,13.75,13.75,22,0,0,0
69,13.768,13.66158333333332,13.801999999999996,13.811999999999998,13.839000000000002,2016/10/07,13.78,0,13.78,0,13.76,13.76,23,0,0,0
70,13.808000000000002,13.65758333333332,13.798833333333329,13.818999999999999,13.84,2016/10/06,13.76,0,13.76,0,13.76,13.76,11,0,0,0
71,13.815999999999999,13.653249999999987,13.795999999999996,13.827999999999998,13.844500000000002,2016/10/05,13.76,0,13.76,0,13.76,13.76,11,0,0,0
72,13.824000000000002,13.648249999999988,13.793166666666663,13.848999999999998,13.849,2016/10/04,13.76,0,13.8,0,13.76,13.8,20,0,0,0
73,13.842000000000002,13.643666666666656,13.790333333333331,13.853,13.856000000000003,2016/10/03,13.78,0,13.9,0,13.78,13.9,66,0,0,0
74,13.856,13.638916666666656,13.78733333333333,13.864999999999998,13.859500000000002,2016/09/30,13.98,0,13.98,0,13.98,13.98,3,0,0,0
