,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,7131739,2016/12,1.2,4700981,452497,58.3,716462,51.7
1,6413999,2016/11,2.2,4251663,471322,50.2,707769,50.9
2,5703691,2016/10,3.3,3780341,436008,58.9,692810,50.8
3,5007192,2016/09,10.8,3344333,419796,59.8,670863,49.6
4,4331811,2016/08,-0.2,2924537,394039,53.6,605325,47.9
5,3723677,2016/07,-0.2,2530498,380101,59.5,606343,46.9
6,3115619,2016/06,1.3,2150397,405288,50.0,607792,44.6
7,2506364,2016/05,2.5,1745109,431239,39.1,599807,43.3
8,1905373,2016/04,21.7,1313870,409917,42.8,585144,44.9
9,1317294,2016/03,58.0,903953,360491,33.4,480972,45.7
10,835319,2016/02,-42.8,543462,225285,35.1,304332,53.8
11,531586,2016/01,18.1,318177,318177,67.1,531586,67.1
12,4698435,2015/12,-4.5,3272732,321351,40.1,450173,43.6
13,4249920,2015/11,8.1,2952175,317084,48.6,471322,43.9
14,3780844,2015/10,4.0,2635425,310370,40.5,436008,43.4
15,3346358,2015/09,6.4,2325055,326223,28.5,419174,43.8
16,2928573,2015/08,3.7,1998832,312127,26.2,394039,46.4
17,2535093,2015/07,-6.3,1686705,275602,37.9,380101,50.2
18,2154951,2015/06,-5.9,1411103,289307,40.2,405619,52.6
19,1748778,2015/05,5.2,1121796,303405,42.1,431239,55.8
20,1315205,2015/04,13.7,818391,254176,61.3,409917,60.7
21,903921,2015/03,60.0,564215,212621,69.5,360461,60.2
22,543260,2015/02,-29.2,351594,168395,33.8,225285,54.5
23,318177,2015/01,-0.9,183199,183199,73.7,318177,73.7
24,3271836,2014/12,1.3,2087181,240417,33.6,321228,56.8
25,2952086,2014/11,2.2,1846870,221417,43.2,317084,59.8
26,2635789,2014/10,-4.8,1625146,208648,48.8,310370,62.2
27,2325836,2014/09,4.4,1417008,195325,66.8,325889,64.3
28,1999885,2014/08,13.3,1221683,182080,71.4,312127,63.8
29,1687375,2014/07,-4.6,1039603,161366,70.8,275602,62.5
30,1411449,2014/06,-4.8,878237,137946,109.5,288935,60.9
31,1122081,2014/05,19.4,740291,192063,58.0,303405,51.8
32,818339,2014/04,19.6,548228,173306,46.7,254176,49.4
33,564049,2014/03,26.2,374922,174009,22.1,212555,50.5
34,351641,2014/02,-8.1,200913,75692,122.5,168395,74.6
35,183199,2014/01,-24.0,125221,125221,46.3,183199,46.3
36,2087896,2013/12,8.9,1370549,162006,48.8,241134,52.3
37,1846870,2013/11,0.0,1208543,109509,102.2,221417,52.8
