,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,154965,2016/11,19.7,114345,12869,43.4,18453,35.5
1,136512,2016/10,-4.1,101476,10039,53.5,15410,34.5
2,121102,2016/09,11.0,91437,10126,58.7,16068,32.4
3,105034,2016/08,17.1,81311,12121,19.5,14478,29.2
4,90556,2016/07,-17.9,69190,11001,12.4,12362,30.9
5,78194,2016/06,-0.7,58189,11345,32.8,15062,34.4
6,63133,2016/05,1.5,46844,11165,35.8,15165,34.8
7,47968,2016/04,4.5,35679,11365,31.5,14944,34.4
8,33024,2016/03,47.3,24314,10184,40.4,14301,35.8
9,18723,2016/02,7.7,14130,6032,60.9,9708,32.5
10,9015,2016/01,-13.6,8098,8098,11.3,9015,11.3
11,124777,2015/12,-18.9,199828,8144,28.1,10432,-37.6
12,114345,2015/11,28.2,191684,10543,22.1,12869,-40.3
13,101476,2015/10,-0.9,181141,10419,-3.7,10039,-44.0
14,91437,2015/09,-16.5,170722,11184,-9.5,10126,-46.4
15,81311,2015/08,10.2,159538,18041,-32.8,12121,-49.0
16,69190,2015/07,-3.0,141497,20148,-45.4,11001,-51.1
17,58189,2015/06,1.6,121349,15132,-25.0,11345,-52.0
18,46844,2015/05,-1.8,106217,14538,-23.2,11165,-55.9
19,35679,2015/04,11.6,91679,27230,-58.3,11365,-61.1
20,24314,2015/03,68.8,64449,23340,-56.4,10184,-62.3
21,14130,2015/02,-25.5,41109,27547,-78.1,6032,-65.6
22,8098,2015/01,-0.6,13562,13562,-40.3,8098,-40.3
23,199828,2014/12,-22.8,554603,29131,-72.0,8144,-64.0
24,191684,2014/11,1.2,525472,25262,-58.3,10543,-63.5
25,181141,2014/10,-6.8,500209,35218,-70.4,10419,-63.8
26,170722,2014/09,-38.0,464992,31083,-64.0,11184,-63.3
27,159538,2014/08,-10.5,433909,32023,-43.7,18041,-63.2
28,141497,2014/07,33.2,401886,29211,-31.0,20148,-64.8
29,121349,2014/06,4.1,372675,31695,-52.3,15132,-67.4
30,106217,2014/05,-46.6,340980,39304,-63.0,14538,-68.8
31,91679,2014/04,16.7,301676,42463,-35.9,27230,-69.6
32,64449,2014/03,-15.3,259213,94167,-75.2,23340,-75.1
33,41109,2014/02,103.1,165046,76466,-64.0,27547,-75.1
34,13562,2014/01,-53.4,88580,88580,-84.7,13562,-84.7
35,554603,2013/12,15.3,826672,38803,-24.9,29131,-32.9
36,525472,2013/11,-28.3,787869,32030,-21.1,25262,-33.3
37,500209,2013/10,13.3,755839,41710,-15.6,35218,-33.8
38,464991,2013/09,-2.9,714129,63608,-51.1,31083,-34.9
39,433908,2013/08,9.6,650521,60086,-46.7,32023,-33.3
40,401885,2013/07,-7.8,590435,65301,-55.3,29211,-31.9
41,372674,2013/06,-19.4,525134,70873,-55.3,31695,-29.0
42,340979,2013/05,-7.4,454261,70773,-44.5,39304,-24.9
43,301676,2013/04,-54.9,383488,54897,-22.6,42463,-21.3
44,259213,2013/03,23.1,328591,128165,-26.5,94167,-21.1
45,165046,2013/02,-13.7,200426,102389,-25.3,76466,-17.6
46,88580,2013/01,0.0,98037,98037,-9.6,88580,-9.6
47,660204,2012/12,21.1,820256,34064,13.9,38803,-19.5
48,621401,2012/11,-23.2,786192,47670,-32.8,32030,-21.0
49,589371,2012/10,-34.4,738522,60353,-30.9,41710,-20.2
50,547661,2012/09,5.9,678169,52548,21.0,63608,-19.2
51,484053,2012/08,-8.0,636962,50756,18.4,60086,-24.0
52,423967,2012/07,-7.9,586206,71574,-8.8,65301,-27.7
53,358666,2012/06,0.1,514631,89637,-20.9,70873,-30.3
54,287793,2012/05,28.9,424994,90812,-22.1,70773,-32.3
55,217020,2012/04,-15.1,334183,95555,-42.5,54897,-35.0
56,162123,2012/03,28.8,238628,73958,-12.6,64633,-32.1
57,97490,2012/02,6.0,164670,76632,-34.5,50172,-40.8
58,47318,2012/01,38.9,88038,88038,-46.3,47318,-46.3
59,820256,2011/12,-28.5,1203981,90417,-62.3,34064,-31.9
60,786192,2011/11,-21.0,1113565,81512,-41.5,47670,-29.4
61,738522,2011/10,14.9,1032053,101246,-40.4,60353,-28.4
62,689510,2011/09,3.5,930807,106712,-50.8,52548,-25.9
63,636962,2011/08,-29.1,824095,90881,-44.2,50756,-22.7
64,586206,2011/07,-20.1,733214,108196,-33.8,71574,-20.0
65,514631,2011/06,-1.3,625018,104871,-14.5,89637,-17.7
66,424994,2011/05,-5.0,520147,110148,-17.5,90812,-18.3
67,334183,2011/04,29.2,410000,107214,-10.9,95555,-18.5
68,238628,2011/03,-3.5,302786,116251,-36.4,73958,-21.2
69,164670,2011/02,-12.9,186535,84427,-9.2,76632,-11.7
70,88038,2011/01,-2.6,102108,102108,-13.8,88038,-13.8
