,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1143240,2016/12,50.8,1089560,73683,48.5,109394,4.9
1,1033846,2016/11,-27.3,1015877,72808,-0.4,72519,1.8
2,961327,2016/10,5.8,943069,71032,40.4,99729,1.9
3,861598,2016/09,18.0,872037,88226,6.8,94229,-1.2
4,767369,2016/08,-6.8,783811,95669,-16.5,79833,-2.1
5,687536,2016/07,-5.1,688142,76816,11.5,85631,-0.1
6,601905,2016/06,-18.5,611326,107607,-16.2,90215,-1.5
7,511690,2016/05,12.2,503719,116263,-4.7,110762,1.6
8,400928,2016/04,-22.3,387456,122410,-19.3,98736,3.5
9,302192,2016/03,61.2,265046,125801,1.0,127114,14.0
10,175078,2016/02,-18.0,139245,63329,24.5,78878,25.7
11,96200,2016/01,30.6,75916,75916,26.7,96200,26.7
12,1089560,2015/12,1.2,1031565,99321,-25.8,73683,5.6
13,1015877,2015/11,2.5,932244,82163,-11.4,72808,9.0
14,943069,2015/10,-19.5,850081,90805,-21.8,71032,10.9
15,872037,2015/09,-7.8,759276,89974,-1.9,88226,14.9
16,783811,2015/08,24.5,669302,92386,3.5,95669,17.1
17,688142,2015/07,-28.6,576916,83239,-7.7,76816,19.3
18,611326,2015/06,-7.4,493677,92113,16.8,107607,23.8
19,503719,2015/05,-5.0,401564,80848,43.8,116263,25.4
20,387456,2015/04,-2.7,320716,84983,44.0,122410,20.8
21,265046,2015/03,98.7,235733,82972,51.6,125801,12.4
22,139245,2015/02,-16.6,152761,79245,-20.1,63329,-8.9
23,75916,2015/01,-23.6,73516,73516,3.3,75916,3.3
24,1031565,2014/12,20.9,828204,85293,16.5,99321,24.5
25,932244,2014/11,-9.5,742911,77362,6.2,82163,25.5
26,850081,2014/10,0.9,665549,76376,18.9,90805,27.7
27,759276,2014/09,-2.6,589173,76070,18.3,89974,28.9
28,669302,2014/08,11.0,513103,59399,55.5,92386,30.4
29,576916,2014/07,-9.6,453704,70652,17.8,83239,27.2
30,493677,2014/06,13.9,383052,59842,53.9,92113,28.9
31,401564,2014/05,-4.9,323210,54374,48.7,80848,24.2
32,320716,2014/04,2.4,268836,75292,12.9,84983,19.3
33,235733,2014/03,4.7,193544,79042,5.0,82972,21.8
34,152761,2014/02,7.8,114502,53868,47.1,79245,33.4
35,73516,2014/01,-13.8,60634,60634,21.3,73516,21.3
36,828204,2013/12,10.3,809801,53950,58.1,85293,2.3
37,742911,2013/11,1.3,755851,73072,5.9,77362,-1.7
38,665549,2013/10,0.4,682779,51901,47.2,76376,-2.5
39,589173,2013/09,28.1,630878,68891,10.4,76070,-6.6
40,513103,2013/08,-15.9,561987,66494,-10.7,59399,-8.7
41,453704,2013/07,18.1,495493,75016,-5.8,70652,-8.4
42,383052,2013/06,10.1,420477,68210,-12.3,59842,-8.9
43,323210,2013/05,-27.8,352267,73333,-25.9,54374,-8.2
44,268836,2013/04,-4.7,278934,76456,-1.5,75292,-3.6
45,193544,2013/03,46.7,202478,88327,-10.5,79042,-4.4
46,114502,2013/02,-11.1,114151,72761,-26.0,53868,0.3
47,60634,2013/01,0.0,41390,41390,46.5,60634,46.5
48,774011,2012/12,-16.8,813530,87116,-31.2,59912,-4.8
49,714099,2012/11,52.0,726414,76883,-6.4,71993,-1.7
50,642106,2012/10,-26.2,649531,53297,-11.1,47378,-1.1
51,594728,2012/09,6.7,596234,68801,-6.7,64194,-0.3
52,530534,2012/08,-16.7,527433,62777,-4.2,60142,0.6
53,470392,2012/07,9.4,464656,74886,-3.5,72236,1.2
54,398156,2012/06,-7.4,389770,82709,-20.1,66048,2.2
55,332108,2012/05,-2.1,307061,62880,13.5,71364,8.1
56,260744,2012/04,-17.9,244181,63796,14.3,72905,6.8
57,187839,2012/03,32.8,180385,85250,4.2,88821,4.1
58,99018,2012/02,108.2,95135,30411,119.9,66889,4.1
59,32129,2012/01,-63.1,64724,64724,-50.3,32129,-50.3
