,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,65504,2016/12,-33.0,74670,10990,-57.7,4652,-12.3
1,60852,2016/11,-1.8,63680,8131,-14.6,6948,-4.4
2,53904,2016/10,69.5,55549,5949,18.9,7075,-3.0
3,46830,2016/09,-3.5,49600,7617,-45.2,4173,-5.6
4,42657,2016/08,-0.4,41983,6824,-36.6,4325,1.6
5,38332,2016/07,-36.0,35159,5575,-22.1,4344,9.0
6,33989,2016/06,2.9,29584,3738,81.5,6785,14.9
7,27204,2016/05,31.8,25846,5870,12.3,6592,5.3
8,20612,2016/04,-10.7,19976,5725,-12.6,5003,3.2
9,15609,2016/03,17.2,14251,4641,20.7,5600,9.5
10,10009,2016/02,-8.7,9610,4082,17.0,4778,4.2
11,5231,2016/01,-52.4,5528,5528,-5.4,5231,-5.4
12,74670,2015/12,35.2,83257,9839,11.7,10990,-10.3
13,63680,2015/11,36.7,73418,12374,-34.3,8131,-13.3
14,55549,2015/10,-21.9,61044,13990,-57.5,5949,-9.0
15,49600,2015/09,11.6,47054,12538,-39.3,7617,5.4
16,41983,2015/08,22.4,34516,7813,-12.7,6824,21.6
17,35159,2015/07,49.1,26703,9206,-39.4,5575,31.7
18,29584,2015/06,-36.3,17497,7608,-50.9,3738,69.1
19,25846,2015/05,2.5,9889,4253,38.0,5870,161.3
20,19976,2015/04,23.4,5636,2433,135.3,5725,254.4
21,14251,2015/03,13.7,3203,1837,152.6,4641,344.9
22,9610,2015/02,-26.2,1366,709,475.7,4082,603.5
23,5528,2015/01,-43.8,657,657,741.4,5528,741.4
24,83335,2014/12,-19.9,9079,667,1386.8,9917,817.9
25,73418,2014/11,-11.6,8412,640,1833.4,12374,772.8
26,61044,2014/10,11.6,7771,1053,1228.6,13990,685.5
27,47054,2014/09,60.5,6718,695,1704.0,12538,600.3
28,34516,2014/08,-15.1,6023,701,1014.5,7813,473.0
29,26704,2014/07,21.0,5322,695,1224.6,9206,401.7
30,17497,2014/06,78.9,4627,396,1821.2,7608,278.1
31,9890,2014/05,74.8,4231,1425,198.5,4253,133.7
32,5637,2014/04,32.4,2806,871,179.3,2433,100.8
33,3203,2014/03,159.1,1935,645,184.8,1837,65.5
34,1366,2014/02,7.9,1290,645,9.9,709,5.9
35,657,2014/01,-1.5,645,645,1.9,657,1.9
36,9079,2013/12,4.2,6565,688,-3.0,667,38.3
37,8412,2013/11,-39.2,5877,645,-0.8,640,43.1
38,7771,2013/10,51.5,5232,645,63.3,1053,48.5
39,6719,2013/09,-0.9,4586,645,7.8,695,46.5
40,6024,2013/08,0.9,3941,645,8.7,701,52.8
41,5323,2013/07,75.5,3296,250,178.0,695,61.5
42,4628,2013/06,-72.2,3046,583,-32.1,396,51.9
43,4445,2013/05,45.7,2463,250,470.0,1425,80.5
44,3020,2013/04,30.0,2213,472,107.2,978,36.5
45,2042,2013/03,16.6,1741,242,210.7,752,17.3
46,1290,2013/02,0.0,1499,132,388.6,645,-13.9
47,645,2013/01,0.0,1367,1367,-52.8,645,-52.8
48,6565,2012/12,6.7,36141,1087,-36.7,688,-81.8
49,5877,2012/11,0.0,35054,679,-5.0,645,-83.2
50,5232,2012/10,0.0,34375,3661,-82.4,645,-84.8
51,4586,2012/09,0.0,30714,1832,-64.8,645,-85.1
52,3941,2012/08,158.0,28882,1880,-65.7,645,-86.3
53,3296,2012/07,-57.1,27001,899,-72.2,250,-87.8
54,3046,2012/06,133.2,26102,3790,-84.6,583,-88.3
55,2463,2012/05,-47.0,22311,2787,-91.0,250,-89.0
56,2213,2012/04,95.0,19524,3285,-85.6,472,-88.7
57,1741,2012/03,83.3,16239,4511,-94.6,242,-89.3
58,1499,2012/02,-90.3,11728,831,-84.1,132,-87.2
59,1367,2012/01,25.8,10897,10897,-87.4,1367,-87.4
