,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,763921,2016/12,32.8,641884,61296,35.7,83178,19.0
1,680743,2016/11,-25.7,580589,59433,5.4,62636,17.3
2,618107,2016/10,-21.7,521156,61465,37.1,84288,18.6
3,533819,2016/09,80.1,459691,49028,119.5,107603,16.1
4,426216,2016/08,16.9,410663,60208,-0.8,59736,3.8
5,366480,2016/07,-12.6,350455,55549,-8.0,51081,4.6
6,315399,2016/06,22.4,294906,47613,22.8,58454,6.9
7,256944,2016/05,0.5,247293,46996,1.6,47772,3.9
8,209172,2016/04,-5.6,200297,45056,5.5,47527,4.4
9,161645,2016/03,-11.9,155241,48480,3.8,50329,4.1
10,111316,2016/02,5.3,106761,57771,-1.1,57107,4.3
11,54209,2016/01,-11.6,48990,48990,10.6,54209,10.6
12,641884,2015/12,3.1,735677,61197,0.2,61296,-12.8
13,580588,2015/11,-3.3,674479,70897,-16.2,59433,-13.9
14,521156,2015/10,25.4,603582,54991,11.8,61465,-13.7
15,459691,2015/09,-18.6,548591,49973,-1.9,49028,-16.2
16,410663,2015/08,8.4,498618,70238,-14.3,60208,-17.6
17,350455,2015/07,16.7,428380,61638,-9.9,55549,-18.2
18,294905,2015/06,1.3,366742,61081,-22.0,47613,-19.6
19,247292,2015/05,4.3,305661,53179,-11.6,46996,-19.1
20,200296,2015/04,-7.1,252482,60222,-25.2,45056,-20.7
21,155240,2015/03,-16.1,192260,54376,-10.8,48480,-19.3
22,106760,2015/02,17.9,137884,48577,18.9,57771,-22.6
23,48990,2015/01,-20.0,89307,89307,-45.1,48990,-45.1
24,735677,2014/12,-13.7,793234,80589,-24.1,61197,-7.3
25,674480,2014/11,28.9,712645,58287,21.6,70897,-5.4
26,603583,2014/10,10.0,654357,55684,-1.2,54991,-7.8
27,548592,2014/09,-28.9,598672,67268,-25.7,49973,-8.4
28,498619,2014/08,13.9,531404,65005,8.1,70238,-6.2
29,428381,2014/07,0.9,466399,59108,4.3,61638,-8.1
30,366743,2014/06,14.9,407291,51722,18.1,61081,-10.0
31,305662,2014/05,-11.7,355569,63170,-15.8,53179,-14.0
32,252483,2014/04,10.8,292399,63887,-5.7,60222,-13.6
33,192261,2014/03,11.9,228512,65426,-16.9,54376,-15.9
34,137885,2014/02,-45.6,163086,85977,-43.5,48577,-15.4
35,89307,2014/01,10.8,77109,77109,15.8,89307,15.8
36,793234,2013/12,38.3,917538,94737,-14.9,80589,-13.5
37,712645,2013/11,4.7,822801,75666,-23.0,58287,-13.4
38,654357,2013/10,-17.2,747135,77133,-27.8,55684,-12.4
39,598674,2013/09,3.5,670002,57139,17.7,67268,-10.6
40,531405,2013/08,10.0,612863,61078,6.4,65005,-13.3
41,466400,2013/07,14.3,551785,63387,-6.8,59108,-15.5
42,407292,2013/06,-18.1,488398,55932,-7.5,51722,-16.6
43,355570,2013/05,-1.1,432466,71312,-11.4,63170,-17.8
44,292400,2013/04,-2.3,361153,79527,-19.7,63887,-19.0
45,228512,2013/03,-23.9,281627,78782,-17.0,65426,-18.9
46,163087,2013/02,11.5,202845,90858,-5.4,85977,-19.6
47,77109,2013/01,0.0,111988,111988,-31.1,77109,-31.1
48,635721,2012/12,39.9,675517,80711,-26.7,59178,-5.9
49,576543,2012/11,-2.6,594806,53058,-20.3,42307,-3.1
50,534236,2012/10,5.8,541748,51649,-15.9,43435,-1.4
51,490801,2012/09,-8.9,490099,53970,-23.9,41066,0.1
52,449735,2012/08,6.9,436129,57469,-21.6,45056,3.1
53,404679,2012/07,4.6,378660,52977,-20.4,42159,6.9
54,362520,2012/06,-19.0,325595,60656,-33.5,40323,11.3
55,322197,2012/05,-13.8,265027,48119,3.5,49815,21.6
56,272382,2012/04,2.6,216908,51605,12.0,57801,25.6
57,214581,2012/03,-18.3,165303,54696,3.0,56338,29.8
58,158243,2012/02,-22.8,110607,58880,17.1,68932,43.1
59,89311,2012/01,10.6,51727,51727,72.7,89311,72.7
