,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,19456376,2016/12,1.7,21523224,1612943,4.4,1683620,-9.6
1,17772760,2016/11,0.3,19910280,1671225,-0.9,1655614,-10.7
2,16117140,2016/10,-1.5,18239060,1567007,5.4,1650926,-11.6
3,14466220,2016/09,-13.9,16672050,1779656,-5.8,1675633,-13.2
4,12790580,2016/08,5.0,14892390,1760063,10.5,1945355,-14.1
5,10845230,2016/07,13.9,13132330,1887942,-1.9,1852871,-17.4
6,8992358,2016/06,-0.2,11244390,2044299,-20.5,1626286,-20.0
7,7366072,2016/05,6.1,9200089,2019562,-19.3,1629072,-19.9
8,5737000,2016/04,-12.3,7180527,1901271,-19.2,1535691,-20.1
9,4201309,2016/03,41.2,5279256,2040026,-14.2,1750254,-20.4
10,2451055,2016/02,2.3,3239230,1366800,-9.3,1239596,-24.3
11,1211459,2016/01,-24.9,1872430,1872430,-35.3,1211459,-35.3
12,21523224,2015/12,-3.5,20807804,1853424,-13.0,1612943,3.4
13,19910280,2015/11,6.7,18954380,1787812,-6.5,1671225,5.0
14,18239060,2015/10,-11.9,17166570,1884121,-16.8,1567007,6.3
15,16672050,2015/09,1.1,15282450,1678513,6.0,1779656,9.1
16,14892390,2015/08,-6.8,13603940,1879704,-6.4,1760063,9.5
17,13132330,2015/07,-7.7,11724230,1923041,-1.8,1887942,12.0
18,11244390,2015/06,1.2,9801190,1705251,19.9,2044299,14.7
19,9200089,2015/05,6.2,8095939,1738661,16.2,2019562,13.6
20,7180527,2015/04,-6.8,6357278,1795391,5.9,1901271,12.9
21,5279256,2015/03,49.3,4561887,1626697,25.4,2040026,15.7
22,3239230,2015/02,-27.0,2935190,1575697,-13.3,1366800,10.4
23,1872430,2015/01,1.0,1359493,1359493,37.7,1872430,37.7
24,20807804,2014/12,3.7,21549292,1638408,13.1,1853424,-3.4
25,18954380,2014/11,-5.1,19910884,1701143,5.1,1787812,-4.8
26,17166570,2014/10,12.2,18209740,1846262,2.0,1884121,-5.7
27,15282450,2014/09,-10.7,16363480,1796308,-6.6,1678513,-6.6
28,13603940,2014/08,-2.3,14567170,1952799,-3.7,1879704,-6.6
29,11724230,2014/07,12.8,12614370,1991106,-3.4,1923041,-7.1
30,9801190,2014/06,-1.9,10623270,1662233,2.6,1705251,-7.7
31,8095939,2014/05,-3.2,8961032,1964883,-11.5,1738661,-9.6
32,6357278,2014/04,10.4,6996149,1888705,-4.9,1795391,-9.1
33,4561887,2014/03,3.2,5107444,1714880,-5.1,1626697,-10.7
34,2935190,2014/02,15.9,3392564,1480009,6.5,1575697,-13.5
35,1359493,2014/01,-17.0,1912555,1912555,-28.9,1359493,-28.9
36,21549290,2013/12,-3.7,21838330,1811566,-9.6,1638408,-1.3
37,19910880,2013/11,-7.9,20026760,1813369,-6.2,1701143,-0.6
38,18209740,2013/10,2.8,18213400,1848270,-0.1,1846262,0.0
39,16363480,2013/09,-8.0,16365130,1808702,-0.7,1796308,0.0
40,14567170,2013/08,-1.9,14556420,1984705,-1.6,1952799,0.1
41,12614370,2013/07,19.8,12571720,1757467,13.3,1991106,0.3
42,10623270,2013/06,-15.4,10814250,1678850,-1.0,1662233,-1.8
43,8961032,2013/05,4.0,9135401,1914607,2.6,1964883,-1.9
44,6996149,2013/04,10.1,7220793,1851133,2.0,1888705,-3.1
45,5107444,2013/03,15.9,5369660,1909158,-10.2,1714880,-4.9
46,3392564,2013/02,-22.6,3460502,2055610,-28.0,1480009,-2.0
47,1912555,2013/01,0.0,1404892,1404892,36.1,1912555,36.1
48,15460850,2012/12,-13.9,17184780,1408016,-20.9,1113258,-10.0
49,14347590,2012/11,-1.9,15776760,1315410,-1.7,1293522,-9.1
50,13054070,2012/10,-1.0,14461350,1209213,9.0,1318332,-9.7
51,11735740,2012/09,-4.3,13252140,1669498,-20.2,1332397,-11.4
52,10403340,2012/08,18.9,11582640,1474403,-5.6,1392176,-10.2
53,9011163,2012/07,-9.4,10108240,1270217,-7.8,1170943,-10.9
54,7840220,2012/06,-4.7,8838019,1296824,-0.3,1292687,-11.3
55,6547533,2012/05,0.7,7541195,1173477,15.6,1356091,-13.2
56,5191442,2012/04,-6.1,6367718,1452648,-7.3,1347040,-18.5
57,3844402,2012/03,1.6,4915070,1744850,-17.8,1433859,-21.8
58,2410543,2012/02,41.3,3170220,1274069,10.8,1411551,-24.0
59,998992,2012/01,-29.0,1896151,1896151,-47.3,998992,-47.3
