,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,140531,2016/11,-2.8,318838,21602,14.8,24791,-55.9
1,115740,2016/10,11.1,288770,21827,16.9,25513,-61.1
2,90227,2016/09,34.6,266943,34171,-32.8,22969,-67.2
3,67258,2016/08,100.6,232772,16096,6.0,17068,-72.1
4,50190,2016/07,2.1,216676,24303,-65.0,8508,-77.7
5,41682,2016/06,-3.5,192373,16218,-48.6,8334,-79.3
6,33348,2016/05,-14.3,176155,26054,-66.8,8636,-81.9
7,24712,2016/04,-5.1,150101,59346,-83.0,10077,-84.4
8,14635,2016/03,344.2,90755,24345,-56.4,10617,-83.9
9,4018,2016/02,46.8,66410,23352,-89.8,2390,-93.9
10,1628,2016/01,-86.8,43058,43058,-96.2,1628,-96.2
11,331219,2015/12,-42.7,334793,6107,102.7,12381,-1.1
12,318838,2015/11,-1.0,328499,17512,23.4,21602,-3.0
13,297237,2015/10,-39.8,310987,25537,-14.5,21828,-4.5
14,277529,2015/09,125.5,285450,21230,70.9,36290,-2.8
15,241239,2015/08,-33.8,264220,17956,-10.4,16096,-8.8
16,225144,2015/07,-23.8,246264,36440,-33.3,24303,-8.6
17,216504,2015/06,22.4,209824,30770,3.6,31882,3.1
18,184622,2015/05,-56.1,179054,32660,-20.2,26054,3.0
19,158567,2015/04,143.8,146394,40157,47.8,59346,8.2
20,90754,2015/03,4.3,106237,41024,-40.7,24345,-14.7
21,66409,2015/02,-45.8,65213,31547,-26.0,23352,1.5
22,24152,2015/01,-3.4,33666,33666,-28.3,24152,-28.3
23,353699,2014/12,42.8,882703,43592,-42.6,25013,-59.9
24,328686,2014/11,-31.4,839111,56110,-68.8,17512,-60.8
25,311173,2014/10,20.3,783001,72546,-64.8,25537,-60.3
26,285636,2014/09,18.2,710456,73344,-71.1,21230,-59.8
27,264406,2014/08,-50.7,637112,65900,-72.8,17956,-58.5
28,246450,2014/07,18.4,571212,71753,-49.2,36440,-56.8
29,210009,2014/06,-5.8,499459,77601,-60.3,30770,-58.0
30,179239,2014/05,-18.7,421858,87471,-62.7,32660,-57.5
31,146579,2014/04,-2.1,334387,88299,-54.5,40157,-56.2
32,106422,2014/03,30.0,246088,85491,-52.0,41024,-56.8
33,65398,2014/02,-6.8,160597,79272,-60.2,31547,-59.3
34,33851,2014/01,-22.4,81325,81325,-58.4,33851,-58.4
35,882703,2013/12,-22.3,957761,70209,-37.9,43592,-7.8
36,839111,2013/11,-22.6,887552,87750,-36.0,56110,-5.4
37,783001,2013/10,-1.1,799802,39846,82.1,72546,-2.1
38,710455,2013/09,11.3,759956,37153,97.4,73344,-6.5
39,637111,2013/08,-8.1,722803,54249,21.5,65900,-11.9
40,571212,2013/07,-7.5,668554,52321,37.1,71753,-14.6
41,499459,2013/06,-11.3,616233,51724,50.0,77601,-18.9
42,421858,2013/05,-0.9,564509,94348,-7.3,87471,-25.3
43,334387,2013/04,3.3,470161,121590,-27.4,88299,-28.9
44,246087,2013/03,7.8,348572,100016,-14.5,85491,-29.4
45,160596,2013/02,-2.5,248556,121725,-34.9,79272,-35.4
46,81325,2013/01,0.0,126831,126831,-35.9,81325,-35.9
47,957761,2012/12,-20.0,2761615,201166,-65.1,70209,-65.3
48,887552,2012/11,120.2,2560449,234255,-62.5,87750,-65.3
49,799802,2012/10,7.2,2326194,216111,-81.6,39846,-65.6
50,759956,2012/09,-31.5,2110083,211371,-82.4,37153,-64.0
51,722803,2012/08,3.7,1898712,227047,-76.1,54249,-61.9
52,668554,2012/07,1.1,1671664,207728,-74.8,52321,-60.0
53,616233,2012/06,-45.2,1463937,205804,-74.9,51724,-57.9
54,564509,2012/05,-22.4,1258132,200744,-53.0,94348,-55.1
55,470161,2012/04,21.6,1057388,223782,-45.7,121590,-55.5
56,348572,2012/03,-17.8,833606,216491,-53.8,100016,-58.2
57,248556,2012/02,-4.0,617115,306049,-60.2,121725,-59.7
58,126831,2012/01,-37.0,311067,311067,-59.2,126831,-59.2
59,2761615,2011/12,-14.1,2716936,465486,-56.8,201166,1.6
60,2560449,2011/11,8.4,2251450,338635,-30.8,234255,13.7
61,2326194,2011/10,2.2,1912815,327563,-34.0,216111,21.6
