,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,9209305,2016/11,9.3,8838370,850053,7.7,915064,4.2
1,8294240,2016/10,-4.7,7984520,782909,6.9,837141,3.8
2,7450134,2016/09,5.8,7201611,793920,10.7,878652,3.4
3,6571483,2016/08,11.3,6407691,715476,16.1,830840,2.5
4,5739413,2016/07,-15.0,5692215,771404,-3.3,746254,0.8
5,4993159,2016/06,3.2,4920811,844687,3.9,877603,1.5
6,4115556,2016/05,2.0,4076124,745398,14.1,850622,1.0
7,3264934,2016/04,-2.6,3330726,871584,-4.3,833921,-2.0
8,2426610,2016/03,22.1,2459142,1047941,-18.3,856175,-1.3
9,1570435,2016/02,-19.3,1411201,605324,15.9,701339,11.3
10,869095,2016/01,3.7,805877,805877,7.8,869095,7.8
11,9676288,2015/12,-1.4,6838775,867827,-3.5,837918,41.5
12,8838370,2015/11,8.6,5970949,827698,2.7,850053,48.0
13,7988317,2015/10,-1.4,5143251,876667,-10.7,782909,55.3
14,7205408,2015/09,10.9,4266584,854630,-7.1,793600,68.9
15,6411808,2015/08,-7.2,3411954,757355,-5.5,715795,87.9
16,5696013,2015/07,-9.1,2654599,580764,32.8,771404,114.6
17,4924609,2015/06,13.8,2073835,335520,152.9,848485,137.5
18,4076124,2015/05,-14.5,1738315,340150,119.1,745398,134.5
19,3330726,2015/04,-16.8,1398165,372840,133.8,871584,138.2
20,2459142,2015/03,73.1,1025325,368693,184.2,1047941,139.8
21,1411201,2015/02,-24.9,656632,305877,97.9,605324,114.9
22,805877,2015/01,-7.1,350755,350755,129.8,805877,129.8
23,6838405,2014/12,4.8,3936945,386166,124.6,867458,73.7
24,5970947,2014/11,-5.6,3550782,318598,159.8,827698,68.2
25,5143249,2014/10,2.6,3232258,371748,135.8,876667,59.1
26,4266582,2014/09,12.8,2860510,322357,165.1,854630,49.2
27,3411952,2014/08,30.4,2538153,337232,124.6,757355,34.4
28,2654597,2014/07,73.1,2200921,378555,53.4,580764,20.6
29,2073833,2014/06,-1.4,1822366,322272,4.1,335520,13.8
30,1738314,2014/05,-8.8,1500094,331853,2.5,340150,15.9
31,1398165,2014/04,1.1,1168241,323543,15.2,372840,19.7
32,1025325,2014/03,20.5,844698,288859,27.6,368693,21.4
33,656632,2014/02,-12.8,555839,233493,31.0,305877,18.1
34,350755,2014/01,-9.2,322346,322346,8.8,350755,8.8
35,3936948,2013/12,21.2,3752121,317373,21.7,386166,4.9
36,3550782,2013/11,-14.3,3434748,275133,15.8,318598,3.4
37,3232258,2013/10,15.3,3159615,349407,6.4,371748,2.3
38,2860511,2013/09,-4.4,2810209,307970,4.7,322357,1.8
39,2538154,2013/08,-10.9,2502238,317184,6.3,337232,1.4
40,2200922,2013/07,17.5,2185054,313864,20.6,378555,0.7
41,1822367,2013/06,-2.9,1871190,315654,2.1,322272,-2.6
42,1500094,2013/05,2.6,1555535,345534,-4.0,331853,-3.6
43,1168241,2013/04,12.0,1210001,330818,-2.2,323543,-3.5
44,844698,2013/03,23.7,879183,310111,-6.8,288859,-3.9
45,555839,2013/02,-27.6,569072,308439,-24.3,233493,-2.3
46,322346,2013/01,0.0,260633,260633,23.7,322346,23.7
47,2262836,2012/12,26.5,2288627,205467,-1.5,202377,-1.1
48,2060459,2012/11,-14.8,2083160,199643,-19.9,159999,-1.1
49,1900461,2012/10,4.7,1883516,188513,-0.4,187823,0.9
50,1712637,2012/09,-5.3,1695003,200707,-10.6,179315,1.0
51,1533322,2012/08,0.9,1494296,204988,-7.6,189421,2.6
52,1343901,2012/07,-6.3,1289309,177566,5.8,187798,4.2
53,1156103,2012/06,-4.6,1111742,203877,-1.7,200347,4.0
54,955756,2012/05,-3.1,907866,202431,3.7,209950,5.3
55,745806,2012/04,16.5,705435,175123,23.7,216669,5.7
56,529136,2012/03,-4.6,530311,203802,-8.7,186050,-0.2
57,343086,2012/02,31.9,326509,133125,46.6,195117,5.1
58,147969,2012/01,-28.0,193384,193384,-23.5,147969,-23.5
59,2288627,2011/12,2.9,2206335,218713,-6.1,205467,3.7
60,2083160,2011/11,5.9,1987623,169522,17.8,199643,4.8
61,1883516,2011/10,-6.1,1818058,190270,-0.9,188513,3.6
62,1695003,2011/09,-2.1,1627788,193303,3.8,200707,4.1
63,1494296,2011/08,15.4,1434484,197711,3.7,204988,4.2
64,1289309,2011/07,-12.9,1236773,204278,-13.1,177566,4.2
65,1111742,2011/06,0.7,1032496,228537,-10.8,203877,7.7
66,907866,2011/05,15.6,803959,180930,11.9,202431,12.9
67,705435,2011/04,-14.1,623029,181665,-3.6,175123,13.2
68,530311,2011/03,53.1,441364,183136,11.3,203802,20.1
69,326509,2011/02,-31.2,258228,123208,8.0,133125,26.4
70,193384,2011/01,-11.6,135020,135020,43.2,193384,43.2
