,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,141047744,2016/12,8.4,145040432,11739349,6.2,12468642,-2.8
1,128579104,2016/11,-2.0,133301104,11359460,1.2,11498840,-3.5
2,117080304,2016/10,4.4,121941600,12104590,-3.1,11729460,-4.0
3,105350800,2016/09,-9.9,109837000,11073820,1.4,11232310,-4.1
4,94118488,2016/08,-3.0,98763216,12800440,-2.6,12463100,-4.7
5,81655392,2016/07,11.1,85962784,13183420,-2.5,12854000,-5.0
6,68801392,2016/06,5.6,72779360,11638760,-0.6,11566250,-5.5
7,57235152,2016/05,-3.1,61140600,11853270,-7.6,10948580,-6.4
8,46286568,2016/04,-2.3,49287328,12125780,-6.8,11295080,-6.1
9,34991488,2016/03,-2.7,37161552,12697300,-9.0,11557050,-5.8
10,23434440,2016/02,2.8,24464250,12852540,-7.6,11876000,-4.2
11,11558430,2016/01,-1.5,11611710,11611710,-0.5,11558430,-0.5
12,145040432,2015/12,3.3,149839408,12982141,-9.6,11739349,-3.2
13,133301104,2015/11,-6.2,136857296,12356560,-8.1,11359460,-2.6
14,121941600,2015/10,9.3,124500704,12642410,-4.3,12104590,-2.1
15,109837000,2015/09,-13.5,111858304,11926700,-7.2,11073820,-1.8
16,98763216,2015/08,-2.9,99931584,13704450,-6.6,12800440,-1.2
17,85962784,2015/07,13.3,86227136,13963320,-5.6,13183420,-0.3
18,72779360,2015/06,-1.8,72263824,12529390,-7.1,11638760,0.7
19,61140592,2015/05,-2.3,59734420,12402360,-4.4,11853270,2.3
20,49287328,2015/04,-4.5,47332060,12354430,-1.9,12125780,4.1
21,37161552,2015/03,-1.2,34977632,12362020,2.7,12697300,6.2
22,24464250,2015/02,10.7,22615610,10570970,21.6,12852540,8.2
23,11611710,2015/01,-10.6,12044640,12044640,-3.6,11611710,-3.6
24,149839408,2014/12,5.1,140251872,11980632,8.4,12982141,6.8
25,136857264,2014/11,-2.3,128271240,11858259,4.2,12356561,6.7
26,124500704,2014/10,6.0,116413000,11822550,6.9,12642410,6.9
27,111858304,2014/09,-13.0,104590400,11468530,4.0,11926700,6.9
28,99931592,2014/08,-1.9,93121904,13029530,5.2,13704450,7.3
29,86227136,2014/07,11.4,80092368,12870360,8.5,13963320,7.7
30,72263824,2014/06,1.0,67222016,11693250,7.2,12529390,7.5
31,59734420,2014/05,0.4,55528768,11059710,12.1,12402360,7.6
32,47332060,2014/04,-0.1,44469060,11446800,7.9,12354430,6.4
33,34977632,2014/03,16.9,33022260,11703370,5.6,12362020,5.9
34,22615610,2014/02,-12.2,21318890,10754360,-1.7,10570970,6.1
35,12044640,2014/01,0.5,10564530,10564530,14.0,12044640,14.0
36,140251904,2013/12,1.0,140585104,12401060,-3.4,11980630,-0.2
37,128271200,2013/11,0.3,128184000,11159670,6.3,11858260,0.1
38,116413000,2013/10,3.1,117024304,11042750,7.1,11822550,-0.5
39,104590400,2013/09,-12.0,105981600,11174320,2.6,11468530,-1.3
40,93121904,2013/08,1.2,94870256,12780610,1.9,13029530,-1.8
41,80092368,2013/07,10.1,82026648,13142170,-2.1,12870360,-2.3
42,67222016,2013/06,5.7,68884472,12055810,-3.0,11693250,-2.4
43,55528768,2013/05,-3.4,56828672,11612380,-4.8,11059710,-2.3
44,44469060,2013/04,-2.2,45216288,11663020,-1.9,11446800,-1.6
45,33022260,2013/03,8.8,33553270,11856910,-1.3,11703370,-1.6
46,21318890,2013/02,1.8,21696360,10186730,5.6,10754360,-1.7
47,10564530,2013/01,0.0,11509630,11509630,-8.2,10564530,-8.2
48,132608800,2012/12,8.1,132240496,11442690,-0.8,11352010,0.3
49,121256800,2012/11,1.3,120797800,10563230,-0.6,10500510,0.4
50,110756304,2012/10,-1.5,110234496,11454540,-9.5,10365600,0.5
51,100390704,2012/09,-12.7,98780008,10701450,-1.6,10526670,1.6
52,89864040,2012/08,-2.9,88078560,11787560,2.3,12064030,2.0
53,77800008,2012/07,8.4,76291000,12267230,1.2,12419630,2.0
54,65380380,2012/06,5.0,64023768,11036890,3.8,11455390,2.1
55,53924992,2012/05,-0.3,52986888,10639650,2.5,10906320,1.8
56,43018672,2012/04,-1.5,42347232,10797250,1.3,10935640,1.6
57,32083030,2012/03,15.4,31549980,11285170,-1.6,11098690,1.7
58,20984350,2012/02,-15.3,20264810,9223656,4.3,9620135,3.5
59,11364210,2012/01,-1.2,11041150,11041150,2.9,11364210,2.9
