,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,760674,2016/11,0.6,665335,63505,31.6,83552,14.3
1,677122,2016/10,7.2,601830,60868,36.4,83036,12.5
2,594086,2016/09,1.8,540962,64370,20.4,77486,9.8
3,516600,2016/08,8.8,476592,67067,13.6,76155,8.4
4,440445,2016/07,2.7,409525,66974,4.5,69971,7.6
5,370474,2016/06,5.2,342551,67153,1.5,68131,8.1
6,302343,2016/05,-4.3,275398,60494,7.1,64756,9.8
7,237587,2016/04,1.0,214904,59376,14.0,67688,10.6
8,169899,2016/03,36.7,155528,53151,26.1,67030,9.2
9,102869,2016/02,-8.9,102377,51939,-5.6,49036,0.5
10,53833,2016/01,-13.6,50438,50438,6.7,53833,6.7
11,727669,2015/12,-1.8,693402,61243,1.8,62334,4.9
12,665335,2015/11,4.3,632159,68286,-7.0,63505,5.3
13,601830,2015/10,-5.4,563873,78299,-22.3,60868,6.7
14,540962,2015/09,-4.0,485574,66355,-3.0,64370,11.4
15,476592,2015/08,0.1,419219,60162,11.5,67067,13.7
16,409525,2015/07,-0.3,359057,56844,17.8,66974,14.1
17,342551,2015/06,11.0,302213,56252,19.4,67153,13.4
18,275398,2015/05,1.9,245961,50021,20.9,60494,12.0
19,214904,2015/04,11.7,195940,50879,16.7,59376,9.7
20,155528,2015/03,2.3,145061,51022,4.2,53151,7.2
21,102377,2015/02,3.0,94039,42696,21.6,51939,8.9
22,50438,2015/01,-17.6,51343,51343,-1.8,50438,-1.8
23,693402,2014/12,-10.3,931722,51624,18.6,61243,-25.6
24,632159,2014/11,-12.8,880098,51074,33.7,68286,-28.2
25,563873,2014/10,18.0,829024,55132,42.0,78299,-32.0
26,485574,2014/09,10.3,773892,60527,9.6,66355,-37.3
27,419219,2014/08,5.8,713365,45574,32.0,60162,-41.2
28,359057,2014/07,1.0,667791,59287,-4.1,56844,-46.2
29,302213,2014/06,12.5,608504,80443,-30.1,56252,-50.3
30,245961,2014/05,-1.7,528061,106731,-53.1,50021,-53.4
31,195940,2014/04,-0.3,421330,125797,-59.5,50879,-53.5
32,145061,2014/03,19.5,295533,98330,-48.1,51022,-50.9
33,94039,2014/02,-16.8,197203,90655,-52.9,42696,-52.3
34,51343,2014/01,-0.5,106548,106548,-51.8,51343,-51.8
35,931722,2013/12,1.1,1286527,135416,-61.9,51624,-27.6
36,880098,2013/11,-7.4,1151111,186038,-72.5,51074,-23.5
37,829024,2013/10,-8.9,965073,176128,-68.7,55132,-14.1
38,773892,2013/09,32.8,788945,158263,-61.8,60527,-1.9
39,713365,2013/08,-23.1,630682,115795,-60.6,45574,13.1
40,667791,2013/07,-26.3,514887,82973,-28.5,59287,29.7
41,608504,2013/06,-24.6,431914,91958,-12.5,80443,40.9
42,528061,2013/05,-15.1,339956,93371,14.3,106731,55.3
43,421330,2013/04,27.9,246585,57785,117.7,125797,70.9
44,295533,2013/03,8.5,188800,57857,69.9,98330,56.5
45,197203,2013/02,-14.9,130943,60491,49.9,90655,50.6
46,106548,2013/01,0.0,70452,70452,51.2,106548,51.2
47,1286527,2012/12,-27.2,1659411,94059,44.0,135416,-22.5
48,1151111,2012/11,5.6,1565352,96569,92.6,186038,-26.5
49,965073,2012/10,11.3,1468783,151938,15.9,176128,-34.3
50,788945,2012/09,36.7,1316845,136680,15.8,158263,-40.1
51,630682,2012/08,39.5,1180165,138488,-16.4,115795,-46.5
52,514887,2012/07,-9.8,1041677,122500,-32.3,82973,-50.6
53,431915,2012/06,-1.5,919177,166985,-44.9,91959,-53.0
54,339956,2012/05,61.6,752192,175221,-46.7,93371,-54.8
55,246585,2012/04,-0.1,576971,161912,-64.3,57785,-57.3
56,188800,2012/03,-4.3,415059,183708,-68.5,57857,-54.5
57,130943,2012/02,-14.1,231351,112125,-46.0,60491,-43.4
58,70451,2012/01,-25.1,119226,119226,-40.9,70452,-40.9
59,1659411,2011/12,-2.6,932371,98706,-4.7,94059,78.0
60,1565352,2011/11,-36.4,833665,75693,27.6,96569,87.8
61,1468783,2011/10,11.2,757972,77229,96.7,151938,93.8
62,1316845,2011/09,-1.3,680743,76687,78.2,136680,93.4
63,1180165,2011/08,13.1,604056,87998,57.4,138488,95.4
64,1041677,2011/07,-26.6,516058,85350,43.5,122500,101.8
65,919177,2011/06,-4.7,430708,86972,92.0,166985,113.4
66,752192,2011/05,8.2,343736,118535,47.8,175221,118.8
67,576971,2011/04,-11.9,225201,76442,111.8,161912,156.2
68,415059,2011/03,63.8,148759,55672,230.0,183708,179.0
69,231351,2011/02,-5.9,93087,40239,178.6,112125,148.5
70,119226,2011/01,20.8,52848,52848,125.6,119226,125.6
