,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,3610837,2016/12,-6.7,3635117,331430,-13.5,286788,-0.7
1,3324049,2016/11,-5.8,3303687,315688,-2.6,307499,0.6
2,3016550,2016/10,5.0,2987999,322888,1.1,326482,1.0
3,2690069,2016/09,11.2,2665111,305492,1.8,310902,0.9
4,2379166,2016/08,-2.5,2359619,270812,3.3,279611,0.8
5,2099555,2016/07,1.9,2088807,289642,-1.0,286836,0.5
6,1812719,2016/06,-6.0,1799165,295310,-4.7,281555,0.8
7,1531164,2016/05,12.7,1503855,309572,-3.2,299670,1.8
8,1231494,2016/04,-13.5,1194283,263346,0.9,265854,3.1
9,965640,2016/03,-3.4,930937,307846,-0.2,307255,3.7
10,658385,2016/02,-6.6,623091,309449,2.8,318014,5.7
11,340370,2016/01,2.7,313642,313642,8.5,340370,8.5
12,3635117,2015/12,5.0,3479525,316334,4.8,331430,4.5
13,3303687,2015/11,-2.2,3163190,294808,7.1,315688,4.4
14,2988000,2015/10,5.7,2868382,287852,12.2,322888,4.2
15,2665112,2015/09,12.8,2580530,313691,-2.6,305492,3.3
16,2359620,2015/08,-6.5,2266839,262248,3.3,270812,4.1
17,2088807,2015/07,-1.9,2004591,274555,5.5,289642,4.2
18,1799165,2015/06,-4.6,1730036,291577,1.3,295310,4.0
19,1503855,2015/05,17.5,1438459,291925,6.1,309572,4.6
20,1194283,2015/04,-14.5,1146534,252183,4.4,263346,4.2
21,930937,2015/03,-0.5,894351,288124,6.8,307846,4.1
22,623091,2015/02,-1.3,606227,277574,11.5,309449,2.8
23,313642,2015/01,-0.9,328653,328653,-4.6,313642,-4.6
24,3479525,2014/12,7.3,3214810,304865,3.8,316334,8.2
25,3163191,2014/11,2.4,2909945,297274,-0.8,294808,8.7
26,2868383,2014/10,-8.2,2612671,271910,5.9,287852,9.8
27,2580531,2014/09,19.6,2340760,291947,7.4,313691,10.2
28,2266840,2014/08,-4.5,2048813,239659,9.4,262248,10.6
29,2004592,2014/07,-5.8,1809154,241331,13.8,274555,10.8
30,1730037,2014/06,-0.1,1567823,266093,9.6,291577,10.4
31,1438460,2014/05,15.8,1301730,239671,21.8,291925,10.5
32,1146535,2014/04,-12.5,1062059,237139,6.3,252183,7.9
33,894351,2014/03,3.8,824920,284907,1.1,288124,8.4
34,606228,2014/02,-15.5,540013,261868,6.0,277574,12.3
35,328653,2014/01,7.8,278145,278145,18.2,328653,18.2
36,3214810,2013/12,2.5,3050641,284912,7.0,304865,5.4
37,2909945,2013/11,9.3,2765730,267129,11.3,297274,5.2
38,2612671,2013/10,-6.9,2498601,259949,4.6,271910,4.6
39,2340761,2013/09,21.8,2238652,257349,13.4,291947,4.6
40,2048814,2013/08,-0.7,1981303,225557,6.3,239659,3.4
41,1809155,2013/07,-9.3,1755747,240931,0.2,241331,3.0
42,1567824,2013/06,11.0,1514816,263779,0.9,266093,3.5
43,1301730,2013/05,1.1,1251037,237496,0.9,239671,4.1
44,1062059,2013/04,-16.8,1013541,230138,3.0,237139,4.8
45,824920,2013/03,8.8,783404,266158,7.0,284907,5.3
46,540013,2013/02,-5.8,517245,238856,9.6,261868,4.4
47,278145,2013/01,0.0,278389,278389,-0.1,278145,-0.1
48,2887901,2012/12,6.0,2823856,259395,2.3,265245,2.3
49,2622655,2012/11,3.7,2564462,251827,-0.6,250278,2.3
50,2372378,2012/10,-0.9,2312635,260257,-7.2,241397,2.6
51,2130980,2012/09,16.3,2052378,251912,-3.3,243573,3.8
52,1887518,2012/08,-7.5,1800466,191081,9.6,209451,4.8
53,1678067,2012/07,-8.2,1609384,213544,6.1,226514,4.3
54,1451554,2012/06,9.7,1395840,232362,6.2,246692,4.0
55,1204862,2012/05,4.0,1163478,224980,0.0,224907,3.5
56,979956,2012/04,-14.4,938498,213028,1.5,216301,4.4
57,763655,2012/03,7.8,725470,222898,13.3,252592,5.3
58,511062,2012/02,-15.3,502572,236577,-0.9,234316,1.7
59,276746,2012/01,6.7,265994,265994,4.0,276746,4.0
