,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,8952278,2016/12,4.8,8786162,915834,11.2,1018577,1.9
1,7933701,2016/11,22.3,7870328,934470,4.0,971655,0.8
2,6962046,2016/10,45.0,6935858,813556,-2.3,794700,0.4
3,6167346,2016/09,-15.6,6122302,725449,-24.5,548085,0.7
4,5619261,2016/08,-6.2,5396853,696124,-6.7,649590,4.1
5,4969671,2016/07,53.8,4700729,551652,25.5,692194,5.7
6,4277477,2016/06,-17.1,4149077,388365,15.9,450093,3.1
7,3827384,2016/05,-38.9,3760712,471313,15.3,543231,1.8
8,3284153,2016/04,31.3,3289399,772840,15.1,889116,-0.2
9,2395037,2016/03,7.8,2516559,633244,6.9,677263,-4.8
10,1717774,2016/02,-42.3,1883315,627336,0.2,628549,-8.8
11,1089225,2016/01,18.9,1255979,1255979,-13.3,1089225,-13.3
12,8786162,2015/12,-2.0,9532747,907131,1.0,915834,-7.8
13,7870328,2015/11,14.9,8625616,868887,7.6,934470,-8.8
14,6935858,2015/10,12.1,7756729,860739,-5.5,813556,-10.6
15,6122302,2015/09,4.2,6895990,589675,23.0,725449,-11.2
16,5396853,2015/08,26.2,6306315,473803,46.9,696124,-14.4
17,4700729,2015/07,42.0,5832512,564218,-2.2,551652,-19.4
18,4149077,2015/06,-17.6,5268294,421556,-7.9,388365,-21.2
19,3760712,2015/05,-39.0,4846738,688091,-31.5,471313,-22.4
20,3289399,2015/04,22.0,4158647,972159,-20.5,772840,-20.9
21,2516559,2015/03,0.9,3186488,854310,-25.9,633244,-21.0
22,1883315,2015/02,-50.0,2332178,897012,-30.1,627336,-19.3
23,1255979,2015/01,38.5,1435166,1435166,-12.5,1255979,-12.5
24,9532747,2014/12,4.4,11477861,1121027,-19.1,907131,-17.0
25,8625616,2014/11,0.9,10356834,1221937,-28.9,868887,-16.7
26,7756729,2014/10,46.0,9134897,863616,-0.3,860739,-15.1
27,6895990,2014/09,24.5,8271281,677317,-12.9,589675,-16.6
28,6306315,2014/08,-16.0,7593964,689333,-31.3,473803,-17.0
29,5832512,2014/07,33.8,6904631,634574,-11.1,564218,-15.5
30,5268294,2014/06,-38.7,6270057,499337,-15.6,421556,-16.0
31,4846738,2014/05,-29.2,5770720,691525,-0.5,688091,-16.0
32,4158647,2014/04,13.8,5079195,1298333,-25.1,972159,-18.1
33,3186488,2014/03,-4.8,3780862,943753,-9.5,854310,-15.7
34,2332178,2014/02,-37.5,2837109,919678,-2.5,897012,-17.8
35,1435166,2014/01,28.0,1917431,1917431,-25.1,1435166,-25.1
36,11477860,2013/12,-8.3,12242030,1111123,0.9,1121027,-6.2
37,10356830,2013/11,41.5,11130910,1225240,-0.3,1221937,-6.9
38,9134897,2013/10,27.5,9905670,801361,7.8,863616,-7.8
39,8271281,2013/09,-1.7,9104309,607412,11.5,677317,-9.1
40,7593964,2013/08,8.6,8496897,700703,-1.6,689333,-10.6
41,6904631,2013/07,27.1,7796194,621182,2.2,634574,-11.4
42,6270057,2013/06,-27.8,7175012,747523,-33.2,499337,-12.6
43,5770720,2013/05,-46.7,6427489,1017616,-32.0,691525,-10.2
44,5079195,2013/04,37.6,5409873,1438654,-9.8,1298333,-6.1
45,3780862,2013/03,2.6,3971219,1314297,-28.2,943753,-4.8
46,2837109,2013/02,-52.0,2656922,1416959,-35.1,919678,6.8
47,1917431,2013/01,0.0,1239963,1239963,54.6,1917431,54.6
48,9908447,2012/12,-12.5,8593906,947887,-5.7,894287,15.3
49,9014160,2012/11,55.2,7646019,661103,54.7,1022516,17.9
50,7991644,2012/10,31.5,6984916,476648,38.2,658839,14.4
51,7332805,2012/09,-9.3,6508268,513611,-2.4,501176,12.7
52,6831629,2012/08,7.7,5994657,405734,36.2,552736,14.0
53,6278893,2012/07,-22.0,5588923,458174,12.0,513142,12.3
54,5765751,2012/06,-24.0,5130749,476993,38.0,658243,12.4
55,5107508,2012/05,-25.1,4653756,850318,1.9,866401,9.8
56,4241107,2012/04,8.9,3803438,1096692,5.4,1156149,11.5
57,3084958,2012/03,-7.1,2706746,1111032,-4.5,1061232,14.0
58,2023726,2012/02,29.6,1595714,750919,52.1,1142413,26.8
59,881313,2012/01,-7.0,844795,844795,4.3,881313,4.3
