,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1920129,2016/12,31.0,1227672,121956,90.7,232611,56.4
1,1687518,2016/11,2.0,1105716,95934,85.1,177559,52.6
2,1509959,2016/10,-12.3,1009782,99372,75.1,174045,49.5
3,1335914,2016/09,79.2,910410,116502,70.3,198436,46.7
4,1137478,2016/08,-28.3,793908,92516,19.7,110712,43.3
5,1026766,2016/07,-0.8,701392,90227,71.2,154477,46.4
6,872289,2016/06,-9.3,611165,72428,115.0,155731,42.7
7,716558,2016/05,19.7,538737,83267,106.3,171751,33.0
8,544807,2016/04,-2.8,455470,80599,78.1,143533,19.6
9,401274,2016/03,35.9,374871,236457,-37.5,147681,7.0
10,253593,2016/02,-25.0,138414,65212,66.6,108661,83.2
11,144932,2016/01,18.8,73202,73202,98.0,144932,98.0
12,1227672,2015/12,27.1,964678,83353,46.3,121956,27.3
13,1105716,2015/11,-3.5,881326,69999,37.0,95934,25.5
14,1009782,2015/10,-14.7,811327,74443,33.5,99372,24.5
15,910410,2015/09,25.9,736884,176786,-34.1,116502,23.5
16,793908,2015/08,2.5,560098,72338,27.9,92516,41.7
17,701392,2015/07,24.6,487760,79838,13.0,90227,43.8
18,611165,2015/06,-13.0,407922,67468,7.3,72428,49.8
19,538737,2015/05,3.3,340454,68149,22.2,83267,58.2
20,455470,2015/04,-65.9,272305,63954,26.0,80599,67.3
21,374871,2015/03,262.6,208351,73914,219.9,236457,79.9
22,138414,2015/02,-10.9,134437,69055,-5.6,65212,3.0
23,73202,2015/01,-12.2,65382,65382,12.0,73202,12.0
24,964678,2014/12,19.1,794098,101381,-17.8,83353,21.5
25,881325,2014/11,-6.0,692716,69271,1.0,69999,27.2
26,811326,2014/10,-57.9,623446,62368,19.4,74443,30.1
27,736883,2014/09,144.4,561077,68754,157.1,176786,31.3
28,560097,2014/08,-9.4,492323,72197,0.2,72338,13.8
29,487759,2014/07,18.3,420126,66971,19.2,79838,16.1
30,407921,2014/06,-1.0,353155,69782,-3.3,67468,15.5
31,340453,2014/05,6.6,283373,63073,8.1,68149,20.1
32,272305,2014/04,-13.5,220300,59650,7.2,63954,23.6
33,208351,2014/03,7.0,160650,51304,44.1,73914,29.7
34,134438,2014/02,5.6,109346,56508,22.2,69055,23.0
35,65382,2014/01,-35.5,52838,52838,23.7,65382,23.7
36,794098,2013/12,46.3,876132,80029,26.7,101381,-9.4
37,692716,2013/11,11.1,796103,89082,-22.2,69271,-13.0
38,623446,2013/10,-9.3,707022,123279,-49.4,62368,-11.8
39,561077,2013/09,-4.8,583742,98738,-30.4,68754,-3.9
40,492324,2013/08,7.8,485005,66636,8.3,72197,1.5
41,420127,2013/07,-4.0,418369,57519,16.4,66971,0.4
42,353155,2013/06,10.6,360850,57453,21.5,69782,-2.1
43,283373,2013/05,5.7,303396,68748,-8.3,63073,-6.6
44,220300,2013/04,16.3,234649,63507,-6.1,59650,-6.1
45,160650,2013/03,-9.2,171142,65845,-22.1,51304,-6.1
46,109345,2013/02,6.9,105297,57096,-1.0,56508,3.8
47,52838,2013/01,0.0,48201,48201,9.6,52838,9.6
48,666138,2012/12,-11.2,504513,43976,35.1,59396,32.0
49,606741,2012/11,-27.1,460536,47957,39.4,66873,31.7
50,539868,2012/10,18.5,412579,67138,36.7,91774,30.9
51,448094,2012/09,70.4,345441,48487,59.7,77433,29.7
52,370661,2012/08,15.0,296954,64628,-29.7,45452,24.8
53,325209,2012/07,-13.6,232327,45502,-13.1,39533,40.0
54,285676,2012/06,-12.1,186825,29608,54.5,45748,52.9
55,239928,2012/05,55.2,157216,46642,11.6,52056,52.6
56,187872,2012/04,-31.7,110574,25597,31.0,33537,69.9
57,154335,2012/03,14.8,84977,36601,34.1,49090,81.6
58,105245,2012/02,-31.5,48376,32026,33.6,42774,117.6
59,62471,2012/01,42.0,16350,16350,282.1,62471,282.1
