,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,13281769,2016/12,1.4,11271198,1626371,-44.8,898522,17.8
1,12383250,2016/11,23.4,9644828,1065675,-16.8,886218,28.4
2,11497030,2016/10,-20.1,8579153,948348,-24.3,718118,34.0
3,10778910,2016/09,-14.4,7630805,923455,-2.7,898503,41.3
4,9880408,2016/08,1.0,6707350,899894,16.6,1049749,47.3
5,8830659,2016/07,14.2,5807456,1003321,3.6,1039111,52.1
6,7791548,2016/06,-27.8,4804135,799449,13.8,909692,62.2
7,6881856,2016/05,-14.8,4004686,820559,53.6,1260049,71.8
8,5621807,2016/04,-13.7,3184127,885287,67.0,1478228,76.6
9,4143579,2016/03,113.8,2298840,814679,110.4,1713741,80.3
10,2429838,2016/02,-50.8,1484161,671836,19.3,801706,63.7
11,1628132,2016/01,0.1,812325,812325,100.4,1628132,100.4
12,11271198,2015/12,52.6,7724609,816941,99.1,1626371,45.9
13,9644827,2015/11,12.4,6907668,772491,38.0,1065675,39.6
14,8579152,2015/10,2.7,6135177,742244,27.8,948348,39.8
15,7630804,2015/09,2.6,5392933,739151,24.9,923455,41.5
16,6707349,2015/08,-10.3,4653782,560438,60.6,899894,44.1
17,5807455,2015/07,25.5,4093344,644179,55.8,1003321,41.9
18,4804134,2015/06,-2.6,3449165,542347,47.4,799449,39.3
19,4004685,2015/05,-7.3,2906818,548103,49.7,820559,37.8
20,3184126,2015/04,8.7,2358715,556872,59.0,885287,35.0
21,2298839,2015/03,21.3,1801843,610476,33.5,814679,27.6
22,1484160,2015/02,-17.3,1191367,537434,25.0,671836,24.6
23,812325,2015/01,-0.6,653933,653933,24.2,812325,24.2
24,7724609,2014/12,5.8,8373594,762087,7.2,816941,-7.8
25,6907668,2014/11,4.1,7611508,688823,12.1,772491,-9.3
26,6135177,2014/10,0.4,6922685,748052,-0.8,742244,-11.4
27,5392933,2014/09,31.9,6174631,857613,-13.8,739151,-12.7
28,4653782,2014/08,-13.0,5317018,873252,-35.8,560438,-12.5
29,4093345,2014/07,18.8,4443766,677696,-4.9,644179,-7.9
30,3449166,2014/06,-1.0,3766070,669415,-19.0,542347,-8.4
31,2906819,2014/05,-1.6,3096655,765450,-28.4,548103,-6.1
32,2358716,2014/04,-8.8,2331205,728434,-23.5,556872,1.2
33,1801843,2014/03,13.6,1602771,721694,-15.4,610476,12.4
34,1191367,2014/02,-17.8,881077,412266,30.4,537434,35.2
35,653933,2014/01,-14.2,468811,468811,39.5,653933,39.5
36,8373594,2013/12,10.6,7854501,433573,75.8,762087,6.6
37,7611508,2013/11,-7.9,7420928,472173,45.9,688823,2.6
38,6922685,2013/10,-12.8,6948755,597264,25.2,748052,-0.4
39,6174632,2013/09,-1.8,6351490,720224,19.1,857613,-2.8
40,5317019,2013/08,28.9,5631266,706323,23.6,873252,-5.6
41,4443767,2013/07,1.2,4924943,737839,-8.1,677696,-9.8
42,3766071,2013/06,-12.5,4187104,756418,-11.5,669415,-10.1
43,3096655,2013/05,5.1,3430686,663455,15.4,765450,-9.7
44,2331205,2013/04,0.9,2767231,711524,2.4,728434,-15.8
45,1602771,2013/03,75.1,2055707,738640,-2.3,721694,-22.0
46,881077,2013/02,-12.1,1317067,573932,-28.2,412266,-33.1
47,468811,2013/01,0.0,743136,743136,-36.9,468811,-36.9
48,7758466,2012/12,-8.6,10617960,968437,-56.7,419805,-26.9
49,7338661,2012/11,-21.6,9649519,840627,-45.3,459601,-23.9
50,6879060,2012/10,-16.4,8808892,1044314,-43.9,586052,-21.9
51,6293007,2012/09,-0.7,7764578,950869,-26.3,701105,-19.0
52,5591903,2012/08,-3.2,6813709,819997,-13.9,706323,-17.9
53,4885580,2012/07,-2.6,5993712,811138,-10.0,729978,-18.5
54,4155602,2012/06,14.0,5182574,881322,-14.9,749484,-19.8
55,3406118,2012/05,-6.8,4301252,806409,-18.5,657389,-20.8
56,2748729,2012/04,-4.0,3494843,859235,-17.9,705367,-21.3
57,2043362,2012/03,28.8,2635608,1000065,-26.5,734766,-22.5
58,1308596,2012/02,-22.7,1635543,775383,-26.4,570688,-20.0
59,737908,2012/01,-23.8,860160,860160,-14.2,737908,-14.2
