,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,620749,2016/11,8.8,696769,44211,35.6,59947,-10.9
1,560802,2016/10,35.3,652558,60380,-8.7,55118,-14.1
2,505684,2016/09,-37.5,592178,52390,-22.3,40730,-14.6
3,464954,2016/08,-3.6,539788,50373,29.5,65223,-13.9
4,399731,2016/07,13.1,489415,66114,2.3,67638,-18.3
5,332093,2016/06,-4.4,423301,96780,-38.2,59811,-21.5
6,272282,2016/05,32.5,326521,77367,-19.1,62571,-16.6
7,209711,2016/04,-12.0,249154,63147,-25.2,47209,-15.8
8,162502,2016/03,30.5,186007,75394,-28.9,53635,-12.6
9,108867,2016/02,-39.3,110613,44361,-7.3,41115,-1.6
10,67752,2016/01,18.1,66252,66252,2.3,67752,2.3
11,754124,2015/12,29.7,860919,67802,-15.4,57355,-12.4
12,696769,2015/11,-26.8,793117,63426,-30.3,44211,-12.1
13,652558,2015/10,15.3,729691,72487,-16.7,60380,-10.6
14,592178,2015/09,4.0,657204,72660,-27.9,52390,-9.9
15,539788,2015/08,-23.8,584544,73448,-31.4,50373,-7.7
16,489415,2015/07,-31.7,511096,83319,-20.6,66114,-4.2
17,423301,2015/06,25.1,427777,63643,52.1,96780,-1.0
18,326521,2015/05,22.5,364134,84673,-8.6,77367,-10.3
19,249154,2015/04,-16.2,279461,74864,-15.6,63147,-10.8
20,186007,2015/03,70.0,204597,85058,-11.4,75394,-9.1
21,110613,2015/02,-33.0,119539,39137,13.4,44361,-7.5
22,66252,2015/01,-2.3,80402,80402,-17.6,66252,-17.6
23,860919,2014/12,6.9,775456,81219,-16.5,67802,11.0
24,793117,2014/11,-12.5,694237,49891,27.1,63426,14.2
25,729691,2014/10,-0.2,644346,49868,45.3,72487,13.2
26,657204,2014/09,-1.1,594478,76037,-4.4,72660,10.6
27,584544,2014/08,-11.9,518441,74382,-1.3,73448,12.8
28,511096,2014/07,30.9,444059,76765,8.5,83319,15.1
29,427777,2014/06,-24.8,367294,62952,1.1,63643,16.5
30,364134,2014/05,13.1,304342,74705,13.3,84673,19.6
31,279461,2014/04,-12.0,229637,68658,9.0,74864,21.7
32,204597,2014/03,117.3,160979,62201,36.8,85058,27.1
33,119539,2014/02,-51.3,98778,41541,-5.8,39137,21.0
34,80402,2014/01,-1.0,57237,57237,40.5,80402,40.5
35,775456,2013/12,62.8,775273,62575,29.8,81219,0.0
36,694236,2013/11,0.0,712698,57340,-13.0,49891,-2.6
37,644356,2013/10,-34.4,655358,53157,-6.2,49868,-1.7
38,594478,2013/09,2.2,602201,60113,26.5,76037,-1.3
39,518441,2013/08,-3.1,542088,49724,49.6,74382,-4.4
40,444059,2013/07,21.9,492364,68301,12.4,76765,-9.8
41,367294,2013/06,-15.7,424063,67176,-6.3,62952,-13.4
42,304342,2013/05,8.8,356887,77666,-3.8,74705,-14.7
43,229637,2013/04,10.4,279221,84851,-19.1,68658,-17.8
44,160979,2013/03,49.7,194370,71177,-12.6,62201,-17.2
45,98778,2013/02,-27.4,123193,61658,-32.6,41541,-19.8
46,57237,2013/01,0.0,61535,61535,-7.0,57237,-7.0
47,760627,2012/12,-6.1,940886,75282,-22.3,58531,-19.1
48,702097,2012/11,20.7,865604,69400,-10.2,62320,-18.9
49,639777,2012/10,-12.6,796204,71263,-27.5,51643,-19.6
50,588134,2012/09,15.0,724941,83578,-29.3,59087,-18.9
51,529047,2012/08,-20.2,641363,70329,-27.0,51368,-17.5
52,477679,2012/07,-0.1,571034,83292,-22.7,64354,-16.3
53,413325,2012/06,-14.3,487742,72225,-10.8,64398,-15.3
54,348926,2012/05,-10.0,415517,86624,-13.3,75143,-16.0
55,273783,2012/04,24.4,328894,87459,-4.5,83523,-16.8
56,190259,2012/03,10.9,241435,89918,-25.3,67165,-21.2
57,123094,2012/02,-3.1,151517,75541,-19.8,60571,-18.8
58,62523,2012/01,-16.9,75976,75976,-17.7,62523,-17.7
59,940886,2011/12,8.5,1144305,81589,-7.7,75282,-17.8
60,865604,2011/11,-2.6,1062716,91376,-24.0,69400,-18.5
61,796204,2011/10,-14.7,971340,92656,-23.1,71263,-18.0
62,724941,2011/09,18.8,878683,82225,1.6,83578,-17.5
63,641363,2011/08,-15.6,796458,96342,-27.0,70329,-19.5
64,571034,2011/07,15.3,700116,89935,-7.4,83292,-18.4
65,487742,2011/06,-16.6,610181,112290,-35.7,72225,-20.1
66,415517,2011/05,-0.9,497891,93727,-7.6,86624,-16.5
67,328894,2011/04,-2.7,404164,127318,-31.3,87459,-18.6
68,241435,2011/03,19.0,276846,105218,-14.5,89918,-12.8
69,151517,2011/02,-0.6,171629,79072,-4.5,75541,-11.7
70,75976,2011/01,-6.9,92557,92557,-17.9,75976,-17.9
