,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,445891,2016/11,12.9,471638,37020,19.7,44320,-5.5
1,401571,2016/10,7.9,434617,45635,-13.9,39269,-7.6
2,362301,2016/09,-7.8,388982,37614,-3.3,36377,-6.9
3,325924,2016/08,44.2,351368,41512,-5.0,39452,-7.2
4,286473,2016/07,-46.2,309856,42171,-35.1,27361,-7.6
5,259112,2016/06,31.5,267685,47931,6.0,50811,-3.2
6,208301,2016/05,-19.8,219754,41332,-6.5,38646,-5.2
7,169655,2016/04,26.7,178422,49503,-2.7,48157,-4.9
8,121498,2016/03,22.9,128919,39189,-3.0,38020,-5.8
9,83478,2016/02,-41.1,89730,37665,-17.8,30944,-7.0
10,52534,2016/01,25.0,52065,52065,0.9,52534,0.9
11,513651,2015/12,13.5,561714,46852,-10.3,42013,-8.6
12,471638,2015/11,-18.9,514862,46244,-20.0,37020,-8.4
13,434618,2015/10,21.3,468618,48710,-6.3,45635,-7.3
14,388983,2015/09,-9.4,419908,43235,-13.0,37614,-7.4
15,351369,2015/08,-1.6,376673,45831,-9.4,41512,-6.7
16,309857,2015/07,-12.0,330842,47035,-10.3,42171,-6.3
17,267686,2015/06,16.0,283807,48575,-1.3,47931,-5.7
18,219755,2015/05,-16.5,235232,52595,-21.4,41332,-6.6
19,178423,2015/04,26.3,182637,45530,8.7,49503,-2.3
20,128919,2015/03,4.1,137107,42274,-7.3,39189,-6.0
21,89730,2015/02,-27.7,94833,36288,3.8,37665,-5.4
22,52065,2015/01,11.1,58545,58545,-11.1,52065,-11.1
23,561714,2014/12,1.3,597102,47302,-0.9,46852,-5.9
24,514863,2014/11,-5.1,549801,47917,-3.5,46244,-6.3
25,468618,2014/10,12.7,501884,49901,-2.4,48710,-6.6
26,419907,2014/09,-5.7,451983,53248,-18.8,43235,-7.1
27,376672,2014/08,-2.6,398735,49305,-7.1,45831,-7.0
28,330842,2014/07,-3.2,349430,50870,-7.5,47035,-5.3
29,283807,2014/06,-7.6,298560,47880,1.5,48575,-4.9
30,235232,2014/05,15.5,250680,52777,-0.3,52595,-6.2
31,182637,2014/04,7.7,197903,48483,-6.1,45530,-7.7
32,137107,2014/03,16.5,149420,47268,-10.6,42274,-8.2
33,94833,2014/02,-38.0,102152,34206,6.1,36288,-7.2
34,58545,2014/01,23.8,67946,67946,-13.8,58545,-13.8
35,597102,2013/12,-1.3,597429,45766,3.3,47302,-0.1
36,549801,2013/11,-4.0,551662,49162,-2.5,47917,-0.3
37,501884,2013/10,-6.3,502501,50192,-0.6,49900,-0.1
38,451983,2013/09,8.0,452309,47451,12.2,53248,-0.1
39,398735,2013/08,-3.1,404858,50248,-1.9,49305,-1.5
40,349431,2013/07,6.2,386725,51623,-1.5,50870,-9.6
41,298560,2013/06,-9.3,335102,51693,-7.4,47880,-10.9
42,250680,2013/05,8.9,283409,57606,-8.4,52777,-11.5
43,197904,2013/04,2.6,225802,54658,-11.3,48483,-12.4
44,149421,2013/03,38.2,171145,57163,-17.3,47268,-12.7
45,102152,2013/02,-49.7,113981,49278,-30.6,34206,-10.4
46,67946,2013/01,48.5,64703,64703,5.0,67946,5.0
47,597429,2012/12,-6.9,659950,59356,-22.9,45766,-9.5
48,551662,2012/11,-2.0,600594,55036,-10.7,49162,-8.1
49,502501,2012/10,5.8,545558,48812,2.8,50191,-7.9
50,452309,2012/09,-5.6,496746,58667,-19.1,47450,-8.9
51,404858,2012/08,-2.7,438078,57075,-12.0,50248,-7.6
52,386725,2012/07,-0.1,381004,50455,2.3,51623,1.5
53,335102,2012/06,-10.3,330548,53658,-3.7,51693,1.4
54,283409,2012/05,5.4,276890,49738,15.8,57606,2.3
55,225802,2012/04,-4.4,227152,54709,-0.1,54658,-0.6
56,171145,2012/03,16.0,172442,63158,-9.5,57163,-0.8
57,113981,2012/02,-23.8,109284,36375,35.5,49278,4.3
58,64703,2012/01,9.0,72909,72909,-11.3,64703,-11.3
