,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,571170,2016/12,106.3,540130,52217,-24.5,39406,5.8
1,531764,2016/11,-65.3,501242,45011,-57.6,19100,9.0
2,512664,2016/10,-12.3,456231,50395,9.1,54985,15.8
3,457679,2016/09,62.9,405836,46177,35.7,62672,16.6
4,395007,2016/08,-32.6,359659,46717,-17.7,38464,23.3
5,356543,2016/07,22.5,312942,49574,15.2,57094,16.2
6,299449,2016/06,-18.1,263368,37247,25.2,46628,20.1
7,252821,2016/05,14.4,226121,33434,70.3,56933,19.2
8,195888,2016/04,0.1,192687,48245,3.2,49771,1.7
9,146117,2016/03,54.4,144442,47928,3.7,49704,1.2
10,96413,2016/02,-49.9,96514,43968,-26.8,32189,-0.1
11,64224,2016/01,23.0,52546,52546,22.2,64224,22.2
12,540130,2015/12,16.0,769628,46615,12.0,52217,-29.8
13,487912,2015/11,-10.7,723013,62511,-28.0,45011,-32.5
14,442890,2015/10,9.1,660502,53828,-6.4,50395,-34.2
15,392494,2015/09,-1.2,606674,49556,-6.8,46177,-34.2
16,320432,2015/08,-5.8,557118,45876,1.8,46717,-41.4
17,306771,2015/07,33.1,511242,53287,-7.0,49574,-41.3
18,249327,2015/06,11.4,457955,60233,-38.2,37247,-46.9
19,212080,2015/05,-30.7,397722,80230,-58.3,33434,-46.7
20,192688,2015/04,0.7,317492,88215,-45.3,48245,-39.3
21,144442,2015/03,9.0,229277,78931,-39.3,47928,-37.0
22,96514,2015/02,-16.3,150346,60302,-27.1,43968,-35.8
23,52546,2015/01,12.7,90044,90044,-41.6,52546,-41.6
24,769628,2014/12,-25.4,760621,91349,-49.0,46615,1.2
25,723028,2014/11,16.1,669272,64495,-3.1,62511,8.0
26,672574,2014/10,8.6,604777,73582,-26.8,53828,11.2
27,596105,2014/09,8.0,531194,73743,-32.8,49556,12.2
28,546549,2014/08,-13.9,457451,60287,-23.9,45876,19.5
29,522911,2014/07,-11.5,397164,70341,-24.2,53287,31.7
30,469624,2014/06,-24.9,326823,59020,2.1,60233,43.7
31,409390,2014/05,-9.1,267803,61908,29.6,80230,52.9
32,329161,2014/04,11.8,205895,53989,63.4,88230,59.9
33,229277,2014/03,30.9,151906,40698,93.9,78931,50.9
34,150346,2014/02,-33.0,111208,49508,21.8,60302,35.2
35,90044,2014/01,-1.4,61700,61700,45.9,90044,45.9
36,760621,2013/12,41.6,769470,52386,74.4,91349,-1.1
37,669182,2013/11,-12.2,717084,69711,-7.5,64495,-6.7
38,604268,2013/10,5.8,647373,59992,22.5,73463,-6.7
39,526476,2013/09,15.4,587380,63076,10.0,69414,-10.4
40,457062,2013/08,-14.4,524304,58837,2.3,60167,-12.8
41,397045,2013/07,19.4,465467,64575,8.9,70328,-14.7
42,326717,2013/06,-4.8,400892,70667,-16.6,58914,-18.5
43,267803,2013/05,14.7,330225,88701,-30.2,61908,-18.9
44,205895,2013/04,32.7,241524,71720,-24.7,53989,-14.8
45,151906,2013/03,-17.8,169804,63048,-35.4,40698,-10.5
46,111207,2013/02,-19.8,106756,56631,-12.6,49508,4.2
47,61700,2013/01,0.0,50125,50125,23.1,61700,23.1
48,616613,2012/12,-36.1,691389,62193,-33.5,41343,-10.8
49,575270,2012/11,76.0,629196,64498,0.4,64746,-8.6
50,510524,2012/10,-23.1,564698,68360,-46.2,36789,-9.6
51,473735,2012/09,22.0,496338,46054,3.8,47829,-4.6
52,425906,2012/08,-6.0,450284,47263,-17.0,39208,-5.4
53,386698,2012/07,-18.8,403021,46401,-10.1,41719,-4.1
54,344979,2012/06,-23.5,356620,50035,2.7,51401,-3.3
55,293578,2012/05,-11.1,306585,59395,13.1,67161,-4.2
56,226417,2012/04,22.5,247190,63360,19.2,75523,-8.4
57,150894,2012/03,15.2,183830,64374,-4.2,61661,-17.9
58,89233,2012/02,49.8,119456,51386,4.1,53505,-25.3
59,35728,2012/01,-42.5,68070,68070,-47.5,35728,-47.5
