,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,6101824,2016/12,69.0,5439556,673593,20.5,811529,12.2
1,5290295,2016/11,21.4,4765963,513070,-6.4,480244,11.0
2,4810052,2016/10,-32.3,4252893,415200,-4.7,395601,13.1
3,4414451,2016/09,34.3,3837693,507444,15.1,584111,15.0
4,3830340,2016/08,1.3,3330249,363637,19.6,434825,15.0
5,3395514,2016/07,-30.7,2966612,490855,-12.6,429214,14.5
6,2966300,2016/06,44.3,2475757,562915,10.0,619181,19.8
7,2347120,2016/05,-19.2,1912842,407568,5.3,428966,22.4
8,1918154,2016/04,-13.4,1505274,333639,59.2,531084,27.0
9,1403892,2016/03,74.2,1171635,453599,35.2,613163,19.3
10,790729,2016/02,-19.8,718036,284522,23.7,351993,10.1
11,438736,2016/01,-34.9,433514,433514,1.2,438736,1.2
12,5439556,2015/12,31.3,4535864,591000,14.0,673593,19.9
13,4765964,2015/11,23.6,3948816,420676,22.0,513070,20.7
14,4252893,2015/10,-18.2,3528140,359510,15.5,415200,20.6
15,3837694,2015/09,39.5,3168630,504603,0.6,507444,21.1
16,3330250,2015/08,-25.9,2664027,313007,16.2,363637,25.0
17,2966612,2015/07,-12.8,2351020,287213,70.9,490855,26.2
18,2475758,2015/06,38.1,2063807,448890,25.4,562915,20.0
19,1918027,2015/05,22.2,1614917,298165,36.7,407568,18.7
20,1510459,2015/04,-26.5,1316752,307318,8.6,333639,14.7
21,1171636,2015/03,59.4,1009434,369695,22.7,453599,16.0
22,718037,2015/02,-34.4,639739,310776,-8.4,284522,12.2
23,433514,2015/01,-26.6,328963,328963,31.8,433514,31.8
24,4539395,2014/12,40.5,3904749,448691,31.7,591000,16.3
25,3948395,2014/11,17.0,3457469,365986,14.9,420676,14.2
26,3527720,2014/10,-28.8,3091484,333262,7.9,359510,14.1
27,3168612,2014/09,61.2,2761182,407286,23.9,504603,14.9
28,2664009,2014/08,9.0,2353896,314217,-0.4,313007,13.2
29,2351002,2014/07,-36.0,2039679,305009,-5.8,287213,15.3
30,2064271,2014/06,50.5,1734670,393055,14.2,448890,19.0
31,1615381,2014/05,-3.0,1341615,272958,9.2,298165,20.4
32,1317216,2014/04,-16.9,1068657,250223,22.8,307318,23.3
33,1009434,2014/03,19.0,818434,333146,11.0,369695,23.3
34,639740,2014/02,-5.5,485288,190979,62.7,310776,31.8
35,328963,2014/01,-26.7,294309,294309,11.8,328963,11.8
36,3906160,2013/12,22.6,3254016,355550,26.2,448691,20.0
37,3457469,2013/11,9.8,2898466,315702,15.9,365986,19.3
38,3094445,2013/10,-18.2,2582764,278067,19.8,333262,19.8
39,2761182,2013/09,29.6,2304697,279521,45.7,407286,19.8
40,2353897,2013/08,3.0,2025176,287137,9.4,314217,16.2
41,2039679,2013/07,-22.0,1738039,233411,30.7,305009,17.4
42,1732869,2013/06,43.3,1504628,273080,43.3,391254,15.2
43,1341615,2013/05,9.1,1231548,231361,18.0,272958,8.9
44,1071595,2013/04,-25.5,1000188,229739,8.9,250223,7.1
45,821372,2013/03,76.0,770448,292369,14.9,336084,6.6
46,485288,2013/02,-35.1,478080,246231,-22.4,190979,1.5
47,294309,2013/01,0.0,231849,231849,26.9,294309,26.9
48,2770035,2012/12,7.6,2269998,208367,42.5,296941,22.0
49,2473095,2012/11,8.8,2061632,203599,35.5,275975,20.0
50,2197120,2012/10,2.9,1858032,181919,39.4,253555,18.2
51,1943565,2012/09,10.9,1676114,188713,30.6,246394,15.9
52,1697172,2012/08,5.3,1487401,183138,21.3,222176,14.1
53,1474996,2012/07,4.5,1304263,189530,11.3,210974,13.1
54,1264022,2012/06,0.8,1114732,213286,-5.4,201827,13.4
55,1062195,2012/05,-10.5,901446,187746,6.6,200219,17.8
56,861977,2012/04,-4.4,713701,181589,23.1,223640,20.8
57,640683,2012/03,11.3,532112,190836,22.5,233846,20.4
58,406838,2012/02,6.8,341275,135710,54.8,210083,19.2
59,196755,2012/01,-5.6,205565,205565,-4.3,196755,-4.3
