,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1394594,2016/12,-0.6,1367222,147636,-3.3,142822,2.0
1,1251976,2016/11,19.6,1219586,130112,10.5,143756,2.7
2,1094159,2016/10,17.2,1089474,122398,-1.8,120191,0.4
3,974262,2016/09,-11.6,967076,103550,-1.0,102540,0.7
4,887010,2016/08,7.2,863526,102576,13.1,116039,2.7
5,770762,2016/07,-20.0,760950,109147,-0.8,108247,1.3
6,662682,2016/06,18.9,651803,131927,2.6,135373,1.7
7,527547,2016/05,4.5,519876,106901,6.5,113885,1.5
8,413693,2016/04,-5.6,412975,109507,-0.5,108982,0.2
9,304735,2016/03,77.0,303468,112499,2.6,115471,0.4
10,189275,2016/02,-47.4,190969,77401,-15.7,65248,-0.9
11,124021,2016/01,-16.0,113568,113568,9.2,124021,9.2
12,1367233,2015/12,13.5,1420441,134770,9.6,147636,-3.8
13,1219663,2015/11,6.3,1285628,152627,-14.8,130112,-5.1
14,1089489,2015/10,18.2,1133001,150929,-18.9,122398,-3.8
15,967078,2015/09,0.9,982072,117993,-12.2,103550,-1.5
16,863520,2015/08,-6.0,864079,112066,-8.5,102576,-0.1
17,760942,2015/07,-17.3,752013,107690,1.4,109147,1.2
18,651795,2015/06,23.4,644323,115367,14.4,131927,1.2
19,519869,2015/05,-2.4,528956,120161,-11.0,106901,-1.7
20,412973,2015/04,-2.7,408795,115753,-5.4,109507,1.0
21,303467,2015/03,45.3,293042,110555,1.8,112499,3.6
22,190966,2015/02,-31.9,182487,82106,-5.7,77401,4.7
23,113568,2015/01,-15.7,100381,100381,13.1,113568,13.1
24,1420441,2014/12,-11.7,1339880,143083,-5.8,134770,6.0
25,1285661,2014/11,1.1,1196797,124727,22.4,152627,7.4
26,1133171,2014/10,27.9,1072070,113145,33.4,150929,5.7
27,982023,2014/09,5.3,958708,97155,21.5,117993,8.3
28,864030,2014/08,4.1,861553,97248,15.2,112066,-0.9
29,751970,2014/07,-6.7,764305,99146,8.6,107690,-2.9
30,644277,2014/06,-4.0,665159,120958,-4.6,115367,-4.6
31,528917,2014/05,3.8,544201,109375,9.9,120161,-3.0
32,408758,2014/04,4.7,434826,108334,6.8,115753,-6.2
33,293042,2014/03,34.7,326492,124864,-11.5,110555,-10.2
34,182487,2014/02,-18.2,201628,71461,14.9,82106,-9.5
35,100381,2014/01,-23.4,130167,130167,-22.9,100381,-22.9
36,1328687,2013/12,5.1,1568624,146940,-10.8,131081,-15.3
37,1197606,2013/11,10.2,1421684,144537,-13.7,124727,-15.8
38,1072879,2013/10,16.5,1277148,127781,-11.4,113145,-16.0
39,959734,2013/09,-0.1,1149367,127747,-23.9,97155,-16.5
40,862579,2013/08,-1.9,1021620,125926,-22.8,97248,-15.6
41,765331,2013/07,-18.0,895694,117876,-15.9,99146,-14.6
42,666186,2013/06,10.6,777817,150088,-19.4,120952,-14.4
43,545234,2013/05,0.0,627729,145571,-24.9,109375,-13.1
44,435858,2013/04,-12.6,482159,132926,-17.7,109367,-9.6
45,326727,2013/03,75.1,349232,147199,-15.0,125099,-6.4
46,201627,2013/02,-45.1,202033,116485,-38.7,71461,-0.2
47,130167,2013/01,0.0,85549,85549,52.2,130167,52.2
48,1231346,2012/12,3.6,1228630,138873,-12.0,122178,0.2
49,1109167,2012/11,11.6,1089757,118506,-0.5,117888,1.8
50,991280,2012/10,7.0,971251,103384,2.1,105599,2.1
51,885680,2012/09,1.6,867867,96530,2.2,98698,2.0
52,786982,2012/08,4.7,771337,98250,-1.1,97168,2.0
53,689814,2012/07,-23.7,673087,94653,-2.0,92769,2.5
54,597044,2012/06,8.2,578434,114266,6.5,121660,3.2
55,475385,2012/05,14.7,464168,105153,6.9,112466,2.4
56,362918,2012/04,-8.6,359015,101274,-3.2,98010,1.1
57,264908,2012/03,29.3,257741,103378,3.7,107249,2.8
58,157659,2012/02,10.9,154363,59912,38.4,82919,2.1
59,74740,2012/01,-46.2,94452,94452,-20.9,74740,-20.9
