,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,22077620,2016/12,-5.1,20869450,1646626,16.9,1924402,5.8
1,20153220,2016/11,5.0,19222820,1559396,30.1,2028694,4.8
2,18124520,2016/10,-7.8,17663430,1819818,6.2,1932178,2.6
3,16192350,2016/09,-1.5,15843610,2100558,-0.2,2096305,2.2
4,14096040,2016/08,13.3,13743050,2017145,5.5,2127988,2.6
5,11968050,2016/07,10.4,11725910,1890243,-0.6,1878718,2.1
6,10089340,2016/06,-4.9,9835665,1586245,7.3,1702388,2.6
7,8386948,2016/05,0.8,8249420,1617205,10.7,1790294,1.7
8,6596654,2016/04,2.4,6632215,1669619,6.3,1775575,-0.5
9,4821079,2016/03,27.3,4962596,1692045,2.5,1733810,-2.8
10,3087269,2016/02,-21.1,3270551,1476119,-7.7,1361804,-5.6
11,1725465,2016/01,4.8,1794432,1794432,-3.8,1725465,-3.8
12,20869452,2015/12,5.6,18884768,1783967,-7.7,1646626,10.5
13,19222820,2015/11,-14.3,17100800,1694258,-8.0,1559396,12.4
14,17663430,2015/10,-13.4,15406540,1762733,3.2,1819818,14.6
15,15843610,2015/09,4.1,13643810,1786953,17.5,2100558,16.1
16,13743050,2015/08,6.7,11856860,1646292,22.5,2017145,15.9
17,11725910,2015/07,19.2,10210560,1662268,13.7,1890243,14.8
18,9835665,2015/06,-1.9,8548296,1419160,11.8,1586245,15.1
19,8249420,2015/05,-3.1,7129136,1459767,10.8,1617205,15.7
20,6632214,2015/04,-1.3,5669369,1479782,12.8,1669619,17.0
21,4962596,2015/03,14.6,4189587,1464741,15.5,1692045,18.5
22,3270551,2015/02,-17.7,2724846,1245119,18.5,1476119,20.0
23,1794432,2015/01,0.6,1479727,1479727,21.3,1794432,21.3
24,18884768,2014/12,5.3,16873200,1437436,24.1,1783967,11.9
25,17100800,2014/11,-3.9,15435766,1250107,35.5,1694258,10.8
26,15406540,2014/10,-1.4,14185660,1418859,24.2,1762733,8.6
27,13643810,2014/09,8.5,12766800,1526528,17.1,1786953,6.9
28,11856860,2014/08,-1.0,11240270,1544876,6.6,1646292,5.5
29,10210560,2014/07,17.1,9695395,1434752,15.9,1662268,5.3
30,8548295,2014/06,-2.8,8260643,1335587,6.3,1419160,3.5
31,7129135,2014/05,-1.4,6925056,1341371,8.8,1459767,3.0
32,5669368,2014/04,1.0,5583685,1442536,2.6,1479782,1.5
33,4189587,2014/03,17.6,4141149,1510498,-3.0,1464741,1.2
34,2724846,2014/02,-15.9,2630651,1233338,1.0,1245119,3.6
35,1479727,2014/01,2.9,1397313,1397313,5.9,1479727,5.9
36,16873200,2013/12,15.0,15959900,1324457,8.5,1437436,5.7
37,15435770,2013/11,-11.9,14635440,1288596,-3.0,1250107,5.5
38,14185660,2013/10,-7.1,13346840,1500282,-5.4,1418859,6.3
39,12766800,2013/09,-1.2,11846560,1576122,-3.1,1526528,7.8
40,11240270,2013/08,7.7,10270440,1490481,3.6,1544876,9.4
41,9695396,2013/07,7.4,8779958,1293676,10.9,1434752,10.4
42,8260644,2013/06,-0.4,7486282,1249659,6.9,1335587,10.3
43,6925056,2013/05,-7.0,6236622,1318395,1.7,1341371,11.0
44,5583685,2013/04,-4.5,4918227,1393574,3.5,1442536,13.5
45,4141149,2013/03,22.5,3524654,1325310,14.0,1510498,17.5
46,2630651,2013/02,-11.7,2199344,1147544,7.5,1233338,19.6
47,1397313,2013/01,0.0,1051800,1051800,32.8,1397313,32.8
48,5024069,2012/12,-3.3,4703075,314102,20.4,378054,6.8
49,4646015,2012/11,-20.5,4388973,287429,36.0,391069,5.8
50,4254946,2012/10,-2.3,4101543,329155,49.4,491833,3.7
51,3763113,2012/09,-2.1,3772388,419684,19.9,503160,-0.2
52,3259953,2012/08,22.9,3352704,458185,12.2,514058,-2.8
53,2745895,2012/07,-1.3,2894519,431687,-3.1,418438,-5.1
54,2327457,2012/06,-1.3,2462832,394454,7.4,423815,-5.5
55,1903643,2012/05,2.1,2068378,405976,5.8,429609,-8.0
56,1474034,2012/04,3.4,1662402,405439,3.7,420608,-11.3
57,1053426,2012/03,17.6,1256963,440451,-7.7,406616,-16.2
58,646810,2012/02,14.8,816512,372339,-7.2,345689,-20.8
59,301121,2012/01,-4.1,444173,444173,-32.2,301121,-32.2
