,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1464421,2016/12,-13.6,1248979,110064,13.1,124511,17.3
1,1339910,2016/11,22.7,1138694,117430,22.7,144118,17.7
2,1195792,2016/10,-25.9,1021264,100084,17.4,117482,17.1
3,1078310,2016/09,3.6,921180,139380,13.7,158457,17.1
4,919853,2016/08,20.8,781800,119260,28.3,152956,17.7
5,766897,2016/07,8.4,662540,103773,22.1,126674,15.8
6,640222,2016/06,-4.5,558767,96257,21.3,116799,14.6
7,523424,2016/05,32.7,462510,85942,42.3,122316,13.2
8,401108,2016/04,-22.6,376568,88276,4.4,92159,6.5
9,308948,2016/03,40.3,288292,104223,14.2,119061,7.2
10,189887,2016/02,-19.2,184069,78778,7.7,84854,3.2
11,105033,2016/01,-4.6,105291,105291,-0.3,105033,-0.3
12,1248758,2015/12,-6.3,1284582,105984,3.8,110064,-2.8
13,1138694,2015/11,17.3,1178598,122815,-4.4,117430,-3.4
14,1021264,2015/10,-28.2,1055783,93642,6.9,100084,-3.3
15,921180,2015/09,16.9,962141,119077,17.0,139380,-4.3
16,781800,2015/08,14.9,843064,122194,-2.4,119260,-7.3
17,662540,2015/07,7.8,720870,107085,-3.1,103773,-8.1
18,558767,2015/06,12.0,613785,110372,-12.8,96257,-9.0
19,462510,2015/05,-2.6,503413,127051,-32.4,85942,-8.1
20,376568,2015/04,-15.3,376362,93606,-5.7,88276,0.1
21,288292,2015/03,32.3,282756,96966,7.5,104223,2.0
22,184069,2015/02,-25.2,185790,72999,7.9,78778,-0.9
23,105291,2015/01,-0.6,112791,112791,-6.7,105291,-6.7
24,1284582,2014/12,-13.7,1513229,97758,8.4,105984,-15.1
25,1178598,2014/11,31.2,1415471,128259,-4.2,122815,-16.7
26,1055783,2014/10,-21.4,1287212,71745,30.5,93642,-18.0
27,962141,2014/09,-2.5,1215467,141055,-15.6,119077,-20.8
28,843064,2014/08,14.1,1074412,123242,-0.9,122194,-21.5
29,720870,2014/07,-3.0,951170,110387,-3.0,107085,-24.2
30,613785,2014/06,-13.1,840783,130650,-15.5,110372,-27.0
31,503413,2014/05,35.7,710133,137146,-7.4,127051,-29.1
32,376362,2014/04,-3.5,572987,120100,-22.1,93606,-34.3
33,282756,2014/03,32.8,452887,132345,-26.7,96966,-37.6
34,185790,2014/02,-35.3,320542,81219,-10.1,72999,-42.0
35,112791,2014/01,15.4,239323,239323,-52.9,112791,-52.9
36,1513229,2013/12,-23.8,1945977,208619,-53.1,97758,-22.2
37,1415471,2013/11,78.8,1737358,207023,-38.0,128259,-18.5
38,1287212,2013/10,-49.1,1530335,205733,-65.1,71745,-15.9
39,1215467,2013/09,14.4,1324602,257041,-45.1,141055,-8.2
40,1074412,2013/08,11.6,1067561,153843,-19.9,123242,0.6
41,951170,2013/07,-15.5,913718,125640,-12.1,110387,4.1
42,840783,2013/06,-4.7,788078,134374,-2.8,130650,6.7
43,710133,2013/05,14.2,653703,142839,-4.0,137146,8.6
44,572987,2013/04,-9.3,510865,140849,-14.7,120100,12.2
45,452887,2013/03,62.9,370016,159573,-17.1,132345,22.4
46,320542,2013/02,-66.1,210443,91762,-11.5,81219,52.3
47,239323,2013/01,0.0,118681,118681,101.7,239323,101.7
48,1492707,2012/12,-3.3,1963600,120257,-6.4,112506,-24.0
49,1380201,2012/11,-3.1,1843343,132806,-12.4,116296,-25.1
50,1263905,2012/10,-39.6,1710537,120044,0.0,120007,-26.1
51,1143898,2012/09,44.9,1590493,153324,29.5,198566,-28.1
52,945332,2012/08,14.0,1437169,162839,-15.8,137046,-34.2
53,808286,2012/07,5.6,1274330,166800,-27.9,120239,-36.6
54,688046,2012/06,-8.9,1107530,164999,-31.0,113814,-37.9
55,574232,2012/05,1.8,942531,176395,-29.1,124977,-39.1
56,449255,2012/04,1.9,766136,202946,-39.5,122755,-41.4
57,326500,2012/03,41.3,563190,175405,-31.3,120469,-42.0
58,206031,2012/02,-29.4,387785,144388,-40.9,85265,-46.9
59,120766,2012/01,0.4,243397,243397,-50.4,120766,-50.4
