,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1883329,2016/12,-10.2,1766311,161094,13.3,182456,6.6
1,1700873,2016/11,22.5,1605216,171642,18.4,203150,6.0
2,1497723,2016/10,-6.0,1433574,182608,-9.1,165897,4.5
3,1331825,2016/09,-3.9,1250966,155316,13.6,176481,6.5
4,1155345,2016/08,9.8,1095650,156323,17.5,183692,5.4
5,971653,2016/07,18.2,939327,151265,10.6,167320,3.4
6,804333,2016/06,-7.4,788062,143867,-1.6,141568,2.1
7,662765,2016/05,0.1,644195,132639,15.2,152809,2.9
8,509956,2016/04,23.3,511556,125645,21.5,152645,-0.3
9,357311,2016/03,76.0,385911,152875,-19.0,123846,-7.4
10,233465,2016/02,-56.8,233036,99966,-29.6,70377,0.2
11,163088,2016/01,1.2,133070,133070,22.6,163088,22.6
12,1766311,2015/12,-6.1,1428480,139493,15.5,161094,23.6
13,1605216,2015/11,-6.0,1288987,139544,23.0,171642,24.5
14,1433574,2015/10,17.6,1149443,130950,39.5,182608,24.7
15,1250965,2015/09,-0.6,1018493,135538,14.6,155316,22.8
16,1095650,2015/08,3.3,882955,140974,10.9,156323,24.1
17,939327,2015/07,5.1,741981,129970,16.4,151265,26.6
18,788062,2015/06,8.5,612011,115921,24.1,143867,28.8
19,644195,2015/05,5.6,496090,110220,20.3,132639,29.9
20,511556,2015/04,-17.8,385870,141402,-11.1,125645,32.6
21,385912,2015/03,52.9,244468,96198,58.9,152875,57.9
22,233037,2015/02,-24.9,148270,76515,30.6,99966,57.2
23,133070,2015/01,-4.6,71755,71755,85.4,133070,85.4
24,1428480,2014/12,0.0,1079149,102085,36.6,139493,32.4
25,1288987,2014/11,6.6,977064,99351,40.5,139544,31.9
26,1149443,2014/10,-3.4,877713,88297,48.3,130950,31.0
27,1018494,2014/09,-3.9,789417,106036,27.8,135538,29.0
28,882955,2014/08,8.5,683381,85464,64.9,140974,29.2
29,741982,2014/07,12.1,597917,85961,51.2,129970,24.1
30,612012,2014/06,5.2,511956,80885,43.3,115921,19.5
31,496090,2014/05,-22.0,431071,76168,44.7,110220,15.1
32,385870,2014/04,47.0,354903,74775,89.1,141402,8.7
33,244468,2014/03,25.7,280128,74029,30.0,96198,-12.7
34,148271,2014/02,6.6,206099,76211,0.4,76515,-28.1
35,71755,2014/01,-29.7,129888,129888,-44.8,71755,-44.8
36,1079149,2013/12,2.8,1194889,95615,6.8,102085,-9.7
37,977064,2013/11,12.5,1099274,112469,-11.7,99351,-11.1
38,877713,2013/10,-16.7,986805,122236,-27.8,88297,-11.1
39,789416,2013/09,24.1,864569,140344,-24.4,106036,-8.7
40,683380,2013/08,-0.6,724224,106840,-20.0,85464,-5.6
41,597916,2013/07,6.3,617384,84611,1.6,85961,-3.2
42,511955,2013/06,6.2,532773,102972,-21.4,80885,-3.9
43,431070,2013/05,1.9,429801,103734,-26.6,76168,0.3
44,354902,2013/04,1.0,326067,105778,-29.3,74775,8.8
45,280127,2013/03,-2.9,220289,85637,-13.6,74029,27.2
46,206098,2013/02,-41.3,134652,72331,5.4,76211,53.0
47,129888,2013/01,0.0,62321,62321,108.4,129888,108.4
48,889051,2012/12,-8.3,881326,69154,4.3,72164,0.9
49,816887,2012/11,-15.4,812172,56805,38.5,78680,0.6
50,738207,2012/10,1.4,755367,79573,16.9,92984,-2.3
51,645223,2012/09,32.5,675794,88997,3.0,91719,-4.5
52,553504,2012/08,2.0,586797,103702,-33.3,69209,-5.7
53,484295,2012/07,-11.3,483096,68673,-1.2,67816,0.2
54,416479,2012/06,-8.2,414422,63642,20.2,76498,0.5
55,339981,2012/05,-0.2,350780,87663,-4.9,83350,-3.1
56,256631,2012/04,29.7,263117,66840,24.9,83514,-2.5
57,173117,2012/03,10.9,196277,93573,-31.2,64386,-11.8
58,108731,2012/02,14.5,102704,49126,18.1,58038,5.9
59,50693,2012/01,-26.7,53578,53578,-5.4,50693,-5.4
