,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,5122406,2016/11,16.1,4580576,417270,27.5,532108,11.8
1,4590297,2016/10,2.7,4163307,484334,-5.4,458338,10.3
2,4131959,2016/09,-8.4,3678973,398893,11.9,446230,12.3
3,3685729,2016/08,-7.7,3280080,328199,48.4,486969,12.4
4,3198760,2016/07,10.1,2951881,401530,31.4,527602,8.4
5,2671158,2016/06,1.1,2550351,344816,38.9,479037,4.7
6,2192121,2016/05,7.1,2205535,440793,7.5,473837,-0.6
7,1718284,2016/04,-15.2,1764742,535183,-17.3,442519,-2.6
8,1275765,2016/03,13.1,1229559,435394,19.9,521985,3.8
9,753780,2016/02,57.8,794165,419775,9.9,461364,-5.1
10,292415,2016/01,-40.3,374390,374390,-21.9,292415,-21.9
11,5070356,2015/12,17.4,4926632,469903,4.2,489780,2.9
12,4580576,2015/11,-13.9,4456730,434263,-3.9,417270,2.8
13,4163306,2015/10,21.4,4022467,382911,26.5,484334,3.5
14,3678972,2015/09,21.5,3639556,410937,-2.9,398893,1.1
15,3280079,2015/08,-18.3,3228619,440374,-25.5,328199,1.6
16,2951880,2015/07,16.5,2788245,503920,-20.3,401530,5.9
17,2550350,2015/06,-21.8,2284325,425691,-19.0,344816,11.6
18,2205535,2015/05,-17.6,1858634,428103,3.0,440793,18.7
19,1764742,2015/04,22.9,1430531,280002,91.1,535183,23.4
20,1229559,2015/03,3.7,1150529,372016,17.0,435394,6.9
21,794165,2015/02,12.1,778513,405722,3.5,419775,2.0
22,374390,2015/01,-20.3,372791,372791,0.4,374390,0.4
23,4926632,2014/12,8.2,4958812,422590,11.2,469903,-0.6
24,4456729,2014/11,13.4,4536222,388068,11.9,434263,-1.8
25,4022466,2014/10,-6.8,4148154,403017,-5.0,382911,-3.0
26,3639555,2014/09,-6.7,3736138,373884,9.9,410937,-2.8
27,3228619,2014/08,-12.6,3362254,411312,7.1,440374,-4.2
28,2788245,2014/07,18.4,2950942,495619,1.7,503920,-5.8
29,2284325,2014/06,-0.6,2455323,345057,23.4,425691,-7.3
30,1858634,2014/05,52.9,2110266,411593,4.0,428103,-11.9
31,1430531,2014/04,-24.7,1698673,364700,-23.2,280002,-15.8
32,1150529,2014/03,-8.3,1333973,402529,-7.6,372016,-13.8
33,778513,2014/02,8.8,931444,504642,-19.6,405722,-16.4
34,372791,2014/01,-11.8,426802,426802,-12.6,372791,-12.6
35,4958812,2013/12,8.9,4738588,393545,7.4,422590,4.6
36,4536222,2013/11,-3.7,4345043,406148,-4.4,388068,4.4
37,4148154,2013/10,7.8,3938895,353823,13.9,403017,5.3
38,3745137,2013/09,-9.1,3585072,417363,-10.4,373884,4.5
39,3371253,2013/08,-17.0,3167709,426366,-3.5,411312,6.4
40,2959941,2013/07,43.6,2741343,426414,16.2,495619,8.0
41,2464323,2013/06,-16.2,2314929,408336,-15.5,345057,6.4
42,2110265,2013/05,12.9,1906593,397786,3.5,411593,10.7
43,1698672,2013/04,-9.4,1508807,404391,-9.8,364700,12.6
44,1333973,2013/03,-20.2,1104416,376198,7.0,402529,20.8
45,931444,2013/02,18.2,728218,344310,46.6,504642,27.9
46,426802,2013/01,0.0,383908,383908,11.2,426802,11.2
47,4738588,2012/12,-3.1,4293950,423270,-7.0,393545,10.4
48,4345043,2012/11,14.8,3870680,333781,21.7,406148,12.3
49,3938895,2012/10,-15.2,3536899,441226,-19.8,353823,11.4
50,3585072,2012/09,-2.1,3095673,145345,187.1,417363,15.8
51,3167709,2012/08,0.0,2950328,271893,56.8,426366,7.4
52,2741343,2012/07,4.4,2678436,442513,-3.6,426414,2.3
53,2314929,2012/06,2.7,2235923,376840,8.4,408336,3.5
54,1906593,2012/05,-1.6,1859083,387081,2.8,397786,2.5
55,1508807,2012/04,7.5,1472002,381126,6.1,404391,2.5
56,1104416,2012/03,9.3,1090876,445409,-15.5,376198,1.2
57,728218,2012/02,-10.3,645467,267824,28.5,344310,12.8
58,383908,2012/01,-9.3,377643,377643,1.6,383908,1.6
59,4293950,2011/12,26.8,9820435,688918,-38.6,423270,-56.3
60,3870680,2011/11,-24.4,9131517,666317,-49.9,333781,-57.6
61,3536899,2011/10,203.6,8465200,608054,-27.4,441226,-58.2
62,3095673,2011/09,-46.5,7857146,724453,-79.9,145345,-60.6
63,2950328,2011/08,-38.5,7132693,824116,-67.0,271893,-58.6
64,2678436,2011/07,17.4,6308577,919494,-51.9,442513,-57.5
65,2235923,2011/06,-2.6,5389083,971166,-61.2,376840,-58.5
66,1859083,2011/05,1.6,4417916,758994,-49.0,387081,-57.9
67,1472002,2011/04,-14.4,3658922,716566,-46.8,381126,-59.8
68,1090876,2011/03,66.3,2942357,830248,-46.3,445409,-62.9
69,645467,2011/02,-29.1,2112109,656845,-59.2,267824,-69.4
70,377643,2011/01,-45.2,1455264,1455264,-74.0,377643,-74.0
