,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,3243968,2016/12,8.5,3502011,356999,-14.6,304842,-7.4
1,2939126,2016/11,12.9,3145012,262042,7.2,280993,-6.6
2,2658133,2016/10,3.9,2882970,294942,-15.6,248889,-7.8
3,2409244,2016/09,-5.2,2588028,272562,-12.1,239544,-6.9
4,2169700,2016/08,-2.2,2315466,281152,-10.1,252794,-6.3
5,1916906,2016/07,-4.6,2034314,289989,-10.9,258367,-5.8
6,1658539,2016/06,5.1,1744325,279964,-3.3,270753,-4.9
7,1387786,2016/05,-8.7,1464361,304299,-15.4,257527,-5.2
8,1130259,2016/04,-15.0,1160062,316224,-10.8,282056,-2.6
9,848203,2016/03,48.9,843838,308359,7.7,331942,0.5
10,516261,2016/02,-24.0,535479,195331,14.1,222918,-3.6
11,293343,2016/01,-17.8,340148,340148,-13.8,293343,-13.8
12,3502011,2015/12,36.2,3533648,357165,-0.1,356999,-0.9
13,3145012,2015/11,-11.1,3176483,317283,-17.4,262042,-1.0
14,2882970,2015/10,8.2,2859200,301863,-2.3,294942,0.8
15,2588028,2015/09,-3.1,2557337,317374,-14.1,272562,1.2
16,2315466,2015/08,-3.0,2239963,284933,-1.3,281152,3.4
17,2034314,2015/07,3.6,1955030,292032,-0.7,289989,4.1
18,1744325,2015/06,-8.0,1662998,223034,25.5,279964,4.9
19,1464361,2015/05,-3.8,1439964,279801,8.8,304299,1.7
20,1160062,2015/04,2.5,1160163,290413,8.9,316224,0.0
21,843838,2015/03,57.9,869750,322155,-4.3,308359,-3.0
22,535479,2015/02,-42.6,547595,244281,-20.0,195331,-2.2
23,340148,2015/01,-4.8,303314,303314,12.1,340148,12.1
24,3533648,2014/12,12.6,3599559,284419,25.6,357165,-1.8
25,3176483,2014/11,5.1,3315139,317411,0.0,317283,-4.2
26,2859200,2014/10,-4.9,2997728,325235,-7.2,301863,-4.6
27,2557336,2014/09,11.4,2672494,302397,4.9,317374,-4.3
28,2239962,2014/08,-2.4,2370097,247563,15.1,284933,-5.5
29,1955029,2014/07,30.9,2122534,276068,5.8,292032,-7.9
30,1662998,2014/06,-20.3,1846466,275287,-19.0,223034,-9.9
31,1439964,2014/05,-3.7,1571179,330368,-15.3,279801,-8.4
32,1160163,2014/04,-9.9,1240811,296978,-2.2,290413,-6.5
33,869750,2014/03,31.9,943833,394039,-18.2,322155,-7.8
34,547595,2014/02,-19.5,549794,228959,6.7,244281,-0.4
35,303314,2014/01,6.6,320835,320835,-5.5,303314,-5.5
36,3599558,2013/12,-10.4,3401129,287757,-1.2,284419,5.8
37,3315139,2013/11,-2.4,3113372,324613,-2.2,317411,6.5
38,2997728,2013/10,7.6,2788759,293902,10.7,325235,7.5
39,2672493,2013/09,22.1,2494857,266665,13.4,302397,7.1
40,2370096,2013/08,-10.3,2228192,280474,-11.7,247563,6.4
41,2122533,2013/07,0.3,1947718,304035,-9.2,276068,9.0
42,1846465,2013/06,-16.7,1643683,312848,-12.0,275287,12.3
43,1571178,2013/05,11.2,1330835,276648,19.4,330368,18.0
44,1240810,2013/04,-24.6,1054187,268026,10.8,296978,17.7
45,943833,2013/03,72.1,786161,243595,61.8,394039,20.0
46,549794,2013/02,-28.6,542566,302395,-24.3,228959,1.3
47,320835,2013/01,0.0,240171,240171,33.6,320835,33.6
48,3083897,2012/12,-10.4,3675328,273532,-3.4,264226,-16.1
49,2819671,2012/11,6.9,3401796,290290,1.5,294764,-17.1
50,2524907,2012/10,15.0,3111506,247329,11.5,275836,-18.9
51,2249071,2012/09,0.0,2864177,300049,-20.1,239770,-21.5
52,2009301,2012/08,-10.6,2564128,305006,-21.4,239690,-21.6
53,1769611,2012/07,4.5,2259122,277337,-3.4,267997,-21.7
54,1501615,2012/06,-1.0,1981785,295409,-13.2,256463,-24.2
55,1245151,2012/05,8.2,1686375,305086,-15.1,259151,-26.2
56,986000,2012/04,0.3,1381290,408891,-41.4,239448,-28.6
57,746552,2012/03,-12.7,972399,414474,-42.4,238647,-23.2
58,507905,2012/02,16.5,557925,243516,12.3,273361,-9.0
59,234544,2012/01,-14.3,314409,314409,-25.4,234544,-25.4
