,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,4000386,2016/12,1.6,3905992,315269,17.1,369094,2.4
1,3631292,2016/11,27.3,3590723,340162,6.8,363324,1.1
2,3267968,2016/10,-15.1,3250561,358894,-20.4,285522,0.5
3,2982446,2016/09,-11.5,2891667,330605,1.7,336107,3.1
4,2646339,2016/08,18.1,2561062,331006,14.7,379767,3.3
5,2266572,2016/07,3.0,2230056,306392,5.0,321644,1.6
6,1944928,2016/06,-9.6,1923664,318088,-1.8,312359,1.1
7,1632569,2016/05,12.0,1605576,322963,7.0,345542,1.7
8,1287027,2016/04,-14.4,1282613,333912,-7.6,308533,0.3
9,978494,2016/03,42.1,948701,355000,1.5,360403,3.1
10,618091,2016/02,-30.4,593701,283865,-10.7,253590,4.1
11,364501,2016/01,15.6,309836,309836,17.6,364501,17.6
12,3905992,2015/12,-7.3,2956358,277046,13.8,315269,32.1
13,3590723,2015/11,-5.2,2679312,248899,36.7,340162,34.0
14,3250561,2015/10,8.6,2430413,277259,29.4,358894,33.8
15,2891667,2015/09,-0.1,2153154,305921,8.1,330605,34.3
16,2561062,2015/08,8.0,1847233,262693,26.0,331006,38.6
17,2230056,2015/07,-3.7,1584540,264425,15.9,306392,40.7
18,1923664,2015/06,-1.5,1320115,196846,61.6,318088,45.7
19,1605576,2015/05,-3.3,1123269,226028,42.9,322963,42.9
20,1282613,2015/04,-5.9,897241,237674,40.5,333912,43.0
21,948701,2015/03,25.1,659567,239273,48.4,355000,43.8
22,593701,2015/02,-8.4,420294,192840,47.2,283865,41.3
23,309836,2015/01,11.8,227454,227454,36.2,309836,36.2
24,2956358,2014/12,11.3,2400875,155955,77.6,277046,23.1
25,2679312,2014/11,-10.2,2244920,163481,52.3,248899,19.4
26,2430413,2014/10,-9.4,2081439,199706,38.8,277259,16.8
27,2153154,2014/09,16.5,1881733,206444,48.2,305921,14.4
28,1847233,2014/08,-0.7,1675289,253069,3.8,262693,10.3
29,1584540,2014/07,34.3,1422220,203673,29.8,264425,11.4
30,1320115,2014/06,-12.9,1218547,161287,22.0,196846,8.3
31,1123269,2014/05,-4.9,1057260,206645,9.4,226028,6.2
32,897241,2014/04,-0.7,850615,203130,17.0,237674,5.5
33,659567,2014/03,24.1,647485,232834,2.8,239273,1.9
34,420294,2014/02,-15.2,414651,205119,-6.0,192840,1.4
35,227454,2014/01,45.8,209532,209532,8.6,227454,8.6
36,2400875,2013/12,-4.6,2569583,173286,-10.0,155955,-6.6
37,2244920,2013/11,-18.1,2396297,177071,-7.7,163481,-6.3
38,2081439,2013/10,-3.3,2219226,205448,-2.8,199706,-6.2
39,1881733,2013/09,-18.4,2013778,213205,-3.2,206444,-6.6
40,1675289,2013/08,24.3,1800573,241742,4.7,253069,-6.9
41,1422220,2013/07,26.3,1558831,207882,-2.0,203673,-8.8
42,1218547,2013/06,-21.9,1350949,218349,-26.1,161287,-9.8
43,1057260,2013/05,1.7,1132600,208871,-1.1,206645,-6.7
44,850615,2013/04,-12.8,923729,224003,-9.3,203130,-7.9
45,647485,2013/03,13.5,699726,201991,15.3,232834,-7.5
46,414651,2013/02,-2.1,497735,263037,-22.0,205119,-16.7
47,209532,2013/01,0.0,234698,234698,-10.7,209532,-10.7
48,1214884,2012/12,-10.0,1688730,117453,-28.0,84618,-28.0
49,1130266,2012/11,-0.6,1571277,119929,-21.6,94001,-28.1
50,1036265,2012/10,2.8,1451348,117207,-19.3,94623,-28.6
51,941642,2012/09,-22.7,1334141,157133,-41.4,92071,-29.4
52,849571,2012/08,41.4,1177008,143098,-16.8,119070,-27.8
53,730501,2012/07,-11.4,1033910,165768,-49.2,84218,-29.3
54,646283,2012/06,-19.0,868142,166600,-42.9,95050,-25.5
55,551233,2012/05,1.5,701542,142024,-17.4,117367,-21.4
56,433866,2012/04,6.5,560791,178663,-35.3,115568,-22.6
57,318298,2012/03,-5.1,382128,125979,-13.8,108549,-16.7
58,209749,2012/02,20.0,256149,120920,-5.4,114400,-18.1
59,95349,2012/01,-18.8,135229,135229,-29.5,95349,-29.5
