,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,3905581,2016/12,66.5,3903721,557334,13.0,629778,0.1
1,3275803,2016/11,-5.1,3346387,436663,-13.4,378143,-2.1
2,2897660,2016/10,27.9,2909724,376700,5.7,398255,-0.4
3,2499405,2016/09,6.1,2533024,432408,-28.0,311401,-1.3
4,2188004,2016/08,33.2,2100616,272899,7.6,293589,4.2
5,1894415,2016/07,-7.9,1827717,286668,-23.1,220360,3.7
6,1674055,2016/06,-40.2,1541049,262497,-8.9,239154,8.6
7,1434901,2016/05,79.7,1278552,247061,61.9,399898,12.2
8,1035003,2016/04,-34.5,1031491,277908,-19.9,222594,0.3
9,812409,2016/03,67.7,753583,279614,21.5,339775,7.8
10,472634,2016/02,-24.9,473969,223217,-9.2,202669,-0.3
11,269965,2016/01,-51.6,250752,250752,7.7,269965,7.7
12,3903721,2015/12,27.6,4629303,715604,-22.1,557334,-15.7
13,3346387,2015/11,15.9,3913699,352260,24.0,436663,-14.5
14,2909724,2015/10,-12.9,3561439,372080,1.2,376700,-18.3
15,2533024,2015/09,58.5,3189359,386875,11.8,432408,-20.6
16,2100616,2015/08,-4.8,2802484,360756,-24.4,272899,-25.0
17,1827717,2015/07,9.2,2441728,267841,7.0,286668,-25.1
18,1541049,2015/06,6.3,2173887,437294,-40.0,262497,-29.1
19,1278552,2015/05,-11.1,1736593,511009,-51.7,247061,-26.4
20,1031491,2015/04,-0.6,1225584,324785,-14.4,277908,-15.8
21,753583,2015/03,25.3,900799,248058,12.7,279614,-16.3
22,473969,2015/02,-11.0,652741,326002,-31.5,223217,-27.4
23,250752,2015/01,-65.0,326739,326739,-23.3,250752,-23.3
24,4629303,2014/12,103.1,4868450,432075,65.6,715604,-4.9
25,3913699,2014/11,-5.3,4436375,444336,-20.7,352260,-11.8
26,3561439,2014/10,-3.8,3992039,710785,-47.7,372080,-10.8
27,3189359,2014/09,7.2,3281254,440987,-12.3,386875,-2.8
28,2802484,2014/08,34.7,2840267,269904,33.7,360756,-1.3
29,2441728,2014/07,-38.8,2570363,367092,-27.0,267841,-5.0
30,2173887,2014/06,-14.4,2203271,428586,2.0,437294,-1.3
31,1736593,2014/05,57.3,1774685,498681,2.5,511009,-2.2
32,1225584,2014/04,30.9,1276004,299227,8.5,324785,-4.0
33,900799,2014/03,-23.9,976777,490704,-49.5,248058,-7.8
34,652741,2014/02,-0.2,486073,158212,106.1,326002,34.3
35,326739,2014/01,-24.4,327861,327861,-0.3,326739,-0.3
36,4868450,2013/12,-2.8,5287342,577143,-25.1,432075,-7.9
37,4436375,2013/11,-37.5,4710199,414830,7.1,444336,-5.8
38,3992039,2013/10,61.2,4295369,449707,58.0,710785,-7.1
39,3281254,2013/09,63.4,3845662,237259,85.9,440987,-14.7
40,2840267,2013/08,-26.5,3608403,366384,-26.3,269904,-21.3
41,2570363,2013/07,-14.3,3242019,631295,-41.8,367092,-20.7
42,2203271,2013/06,-14.1,2610724,458130,-6.4,428586,-15.6
43,1774685,2013/05,66.7,2152594,379298,31.5,498681,-17.5
44,1276004,2013/04,-39.0,1773296,703379,-57.5,299227,-28.0
45,976777,2013/03,210.1,1069917,512968,-4.3,490704,-8.7
46,486073,2013/02,-51.7,556949,198436,-20.3,158212,-12.7
47,327861,2013/01,0.0,358513,358513,-8.5,327861,-8.5
48,3809154,2012/12,36.2,3372644,510571,5.3,537929,12.9
49,3271225,2012/11,25.0,2862073,315446,25.2,395081,14.3
50,2876144,2012/10,9.1,2546627,281587,12.3,316156,12.9
51,2559988,2012/09,12.8,2265040,299564,-3.2,289916,13.0
52,2270072,2012/08,-50.5,1965476,255187,0.7,256969,15.5
53,2013103,2012/07,13.4,1710289,145523,256.5,518866,17.7
54,1494237,2012/06,85.2,1564766,418371,9.4,457630,-4.5
55,1036607,2012/05,46.8,1146395,311336,-20.6,247040,-9.6
56,789567,2012/04,-40.0,835059,133829,25.7,168222,-5.4
57,621345,2012/03,71.8,701230,348045,-19.5,280145,-11.4
58,341200,2012/02,-8.4,353185,196349,-16.9,163101,-3.4
59,178099,2012/01,-65.1,156836,156836,13.6,178099,13.6
