,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,3579301,2016/12,-9.4,1432395,109258,143.7,266223,149.9
1,3313078,2016/11,11.5,1323138,128001,129.5,293710,150.4
2,3019368,2016/10,-7.0,1195137,123488,113.3,263460,152.6
3,2755909,2016/09,8.1,1071649,103971,172.3,283155,157.2
4,2472754,2016/08,-3.5,967678,108878,140.6,261972,155.5
5,2210782,2016/07,6.4,858800,115472,135.2,271623,157.4
6,1939159,2016/06,-22.2,743328,114488,123.0,255335,160.9
7,1683824,2016/05,5.9,628840,110311,197.4,328075,167.8
8,1355748,2016/04,-63.4,518529,179028,73.0,309740,161.5
9,1046008,2016/03,1380.7,339501,150673,461.5,846104,208.1
10,199904,2016/02,-60.0,188828,76130,-24.9,57143,5.9
11,142761,2016/01,30.7,112698,112698,26.7,142761,26.7
12,1432395,2015/12,-14.6,1578255,127255,-14.1,109258,-9.2
13,1323137,2015/11,3.7,1450999,125120,2.3,128001,-8.8
14,1195137,2015/10,18.8,1325879,140363,-12.0,123488,-9.9
15,1071649,2015/09,-4.5,1185516,107412,-3.2,103971,-9.6
16,967678,2015/08,-5.7,1078104,111431,-2.3,108878,-10.2
17,858800,2015/07,0.9,966673,151585,-23.8,115472,-11.2
18,743328,2015/06,3.8,815088,110132,4.0,114488,-8.8
19,628840,2015/05,-38.4,704956,127871,-13.7,110311,-10.8
20,518528,2015/04,18.8,577085,131547,36.1,179028,-10.1
21,339500,2015/03,97.9,445538,167886,-10.3,150673,-23.8
22,188827,2015/02,-32.5,277652,114953,-33.8,76130,-32.0
23,112698,2015/01,-11.4,162699,162699,-30.7,112698,-30.7
24,1578255,2014/12,1.7,1713936,129429,-1.7,127255,-7.9
25,1451000,2014/11,-10.9,1584507,148282,-15.6,125120,-8.4
26,1325880,2014/10,30.7,1436225,143369,-2.1,140363,-7.7
27,1185517,2014/09,-3.6,1292855,132919,-19.2,107412,-8.3
28,1078105,2014/08,-26.5,1159936,149595,-25.5,111431,-7.1
29,966674,2014/07,37.6,1010341,148561,2.0,151585,-4.3
30,815089,2014/06,-13.9,861780,123886,-11.1,110132,-5.4
31,704957,2014/05,-2.8,737894,160658,-20.4,127871,-4.5
32,577086,2014/04,-21.6,577236,173409,-24.1,131547,0.0
33,445539,2014/03,46.0,403827,173963,-3.5,167886,10.3
34,277652,2014/02,-29.4,229864,84963,35.3,114953,20.8
35,162699,2014/01,25.7,144901,144901,12.3,162699,12.3
36,1713936,2013/12,-12.7,1563936,139925,-7.5,129429,9.6
37,1584507,2013/11,3.4,1424011,134284,10.4,148282,11.3
38,1436225,2013/10,7.9,1289727,140823,1.8,143369,11.4
39,1292856,2013/09,-11.1,1148905,139868,-5.0,132919,12.5
40,1159937,2013/08,0.7,1009036,140366,6.6,149595,14.9
41,1010342,2013/07,19.9,868670,133461,11.3,148561,16.3
42,861781,2013/06,-22.9,735209,112589,10.0,123886,17.2
43,737895,2013/05,-7.3,622620,114953,39.8,160658,18.5
44,577236,2013/04,-0.3,507667,159726,8.6,173409,13.7
45,403827,2013/03,104.8,347941,160494,8.4,173963,16.1
46,229864,2013/02,-41.4,187446,114955,-26.1,84963,22.6
47,144901,2013/01,0.0,72492,72492,99.9,144901,99.9
48,1550680,2012/12,-4.5,1699264,125262,2.7,128630,-8.7
49,1422049,2012/11,-3.8,1574003,135572,-0.6,134699,-9.6
50,1287351,2012/10,6.9,1438431,144849,-3.3,140043,-10.5
51,1147307,2012/09,-3.7,1293583,136161,-3.8,131026,-11.3
52,1016281,2012/08,-0.1,1157421,146895,-7.4,136071,-12.2
53,880211,2012/07,9.9,1010526,146421,-6.9,136249,-12.9
54,743962,2012/06,7.9,864105,138730,-10.7,123921,-13.9
55,620040,2012/05,-28.5,725375,118446,-3.1,114820,-14.5
56,505220,2012/04,2.0,606930,146778,9.4,160637,-16.8
57,344583,2012/03,36.8,460151,190048,-17.2,157403,-25.1
58,187180,2012/02,59.7,270103,129411,-11.1,115101,-30.7
59,72080,2012/01,-42.5,140693,140693,-48.8,72080,-48.8
