,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,3127191,2016/12,-15.8,3084420,245809,-6.6,229550,1.4
1,2897640,2016/11,7.4,2838610,275958,-1.2,272726,2.1
2,2624914,2016/10,-19.0,2562652,265622,-4.4,253947,2.4
3,2370968,2016/09,4.7,2297030,303841,3.3,313724,3.2
4,2057244,2016/08,14.8,1993189,268500,11.6,299648,3.2
5,1757596,2016/07,-8.0,1724689,238351,9.5,260995,1.9
6,1496601,2016/06,17.9,1486338,201680,40.7,283827,0.7
7,1212774,2016/05,0.7,1284658,239182,0.7,240827,-5.6
8,971947,2016/04,0.2,1045476,252921,-5.4,239160,-7.0
9,732787,2016/03,27.2,792555,262048,-8.9,238644,-7.5
10,494143,2016/02,-38.8,530507,207479,-9.6,187632,-6.8
11,306512,2016/01,24.7,323028,323028,-5.1,306512,-5.1
12,3084420,2015/12,-10.9,3440965,239991,2.4,245809,-10.4
13,2838611,2015/11,3.9,3200973,244936,12.7,275958,-11.3
14,2562653,2015/10,-12.6,2956037,245762,8.1,265622,-13.3
15,2297031,2015/09,13.2,2710275,291653,4.2,303841,-15.3
16,1993190,2015/08,12.6,2418622,305289,-12.1,268500,-17.6
17,1724690,2015/07,18.2,2113333,344538,-30.8,238351,-18.4
18,1486339,2015/06,-15.7,1768795,310501,-35.0,201680,-16.0
19,1284659,2015/05,-5.4,1458294,301867,-20.8,239182,-11.9
20,1045476,2015/04,-3.5,1156427,315716,-19.9,252921,-9.6
21,792555,2015/03,26.3,840711,281547,-6.9,262048,-5.7
22,530507,2015/02,-35.8,559164,231355,-10.3,207479,-5.1
23,323028,2015/01,34.6,327809,327809,-1.5,323028,-1.5
24,3440965,2014/12,-2.0,3561112,285059,-15.8,239991,-3.4
25,3200974,2014/11,-0.3,3276053,312116,-21.5,244936,-2.3
26,2956038,2014/10,-15.7,2963937,308118,-20.2,245762,-0.3
27,2710276,2014/09,-4.5,2655818,345492,-15.6,291653,2.0
28,2418623,2014/08,-11.4,2310326,314775,-3.0,305289,4.7
29,2113333,2014/07,11.0,1995551,288415,19.5,344538,5.9
30,1768795,2014/06,2.9,1707136,261936,18.5,310501,3.6
31,1458294,2014/05,-4.4,1445200,313191,-3.6,301867,0.9
32,1156427,2014/04,12.1,1132009,318207,-0.8,315716,2.2
33,840711,2014/03,21.7,813802,291131,-3.3,281547,3.3
34,559164,2014/02,-29.4,522671,209761,10.3,231355,7.0
35,327809,2014/01,15.0,312910,312910,4.8,327809,4.8
36,3561112,2013/12,-8.7,3656802,271537,5.0,285059,-2.6
37,3276053,2013/11,1.3,3385265,260516,19.8,312116,-3.2
38,2963937,2013/10,-10.8,3124748,276400,11.5,308118,-5.1
39,2655819,2013/09,9.8,2848349,334684,3.2,345492,-6.8
40,2310327,2013/08,9.1,2513664,320563,-1.8,314775,-8.1
41,1995552,2013/07,10.1,2193102,303508,-5.0,288415,-9.0
42,1707137,2013/06,-16.4,1889594,302696,-13.5,261936,-9.6
43,1445201,2013/05,-1.6,1586898,333899,-6.2,313191,-8.9
44,1132010,2013/04,9.3,1252999,339628,-6.3,318207,-9.6
45,813803,2013/03,38.8,913371,348519,-16.5,291131,-10.9
46,522671,2013/02,-33.0,564852,305100,-31.2,209761,-7.5
47,312910,2013/01,0.0,259752,259752,20.5,312910,20.5
48,3656802,2012/12,4.2,3920157,274802,-1.2,271537,-6.7
49,3385265,2012/11,-5.7,3645356,331420,-21.4,260516,-7.1
50,3124748,2012/10,-17.4,3313936,305313,-9.5,276400,-5.7
51,2848349,2012/09,4.4,3008623,298766,12.0,334684,-5.3
52,2513664,2012/08,5.6,2709857,316802,1.2,320563,-7.2
53,2193102,2012/07,0.3,2393055,313655,-3.2,303508,-8.4
54,1889594,2012/06,-9.3,2079400,331612,-8.7,302696,-9.1
55,1586898,2012/05,-1.7,1747788,366072,-8.8,333899,-9.2
56,1252999,2012/04,-2.5,1381716,355559,-4.5,339628,-9.3
57,913371,2012/03,14.2,1026157,382866,-9.0,348519,-11.0
58,564852,2012/02,17.5,643291,273066,11.7,305100,-12.2
59,259752,2012/01,-5.5,370225,370225,-29.8,259752,-29.8
