,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,2704513,2016/11,1.5,3289718,354965,-40.9,209895,-17.8
1,2494618,2016/10,3.7,2934753,299409,-30.9,206863,-15.0
2,2287755,2016/09,-19.6,2635344,294642,-32.3,199434,-13.2
3,2088321,2016/08,-5.8,2340702,269977,-8.1,248005,-10.8
4,1840316,2016/07,13.5,2070725,323965,-18.7,263407,-11.1
5,1576909,2016/06,1.2,1746760,342095,-32.1,232136,-9.7
6,1344773,2016/05,3.1,1404665,224894,2.0,229310,-4.3
7,1115463,2016/04,-6.7,1179771,241295,-7.8,222427,-5.4
8,893036,2016/03,-27.8,938476,296597,-19.6,238446,-4.8
9,654590,2016/02,1.7,641879,314335,5.0,330009,2.0
10,324581,2016/01,23.5,327544,327544,-0.9,324581,-0.9
11,3552426,2015/12,-26.0,3286766,324289,-19.0,262708,8.1
12,3289718,2015/11,18.6,2962477,265236,33.8,354965,11.1
13,2934753,2015/10,1.6,2697241,304716,-1.7,299409,8.8
14,2635344,2015/09,9.1,2392525,260367,13.2,294642,10.1
15,2340702,2015/08,-16.7,2132158,242741,11.2,269977,9.8
16,2070725,2015/07,-5.3,1889417,269975,20.0,323965,9.6
17,1746760,2015/06,52.1,1619442,271094,26.2,342095,7.9
18,1404665,2015/05,-6.8,1348348,233997,-3.9,224894,4.2
19,1179771,2015/04,-18.6,1114351,234264,3.0,241295,5.9
20,938476,2015/03,-5.6,880087,270914,9.5,296597,6.6
21,641879,2015/02,-4.0,609173,292436,7.5,314335,5.4
22,327544,2015/01,1.0,316737,316737,3.4,327544,3.4
23,3286766,2014/12,22.3,3315882,305622,6.1,324289,-0.9
24,2962477,2014/11,-13.0,3010260,311867,-14.9,265236,-1.6
25,2697241,2014/10,17.0,2698393,307695,-1.0,304716,0.0
26,2392525,2014/09,7.3,2390698,199888,30.3,260367,0.1
27,2132158,2014/08,-10.1,2190810,248706,-2.4,242741,-2.7
28,1889417,2014/07,-0.4,1942104,278386,-3.0,269975,-2.7
29,1619442,2014/06,15.9,1663718,256567,5.7,271094,-2.7
30,1348348,2014/05,-0.1,1407151,293999,-20.4,233997,-4.2
31,1114351,2014/04,-13.5,1113152,282241,-17.0,234264,0.1
32,880087,2014/03,-7.4,830911,261900,3.4,270914,5.9
33,609173,2014/02,-7.7,569011,270449,8.1,292436,7.1
34,316737,2014/01,3.6,298562,298562,6.1,316737,6.1
35,3315882,2013/12,-2.0,3235309,333014,-8.2,305622,2.5
36,3010260,2013/11,1.4,2902295,242216,28.8,311867,3.7
37,2698393,2013/10,53.9,2660079,280472,9.7,307695,1.4
38,2390698,2013/09,-19.6,2379607,241738,-17.3,199888,0.5
39,2190810,2013/08,-10.7,2137869,224660,10.7,248706,2.5
40,1942104,2013/07,8.5,1913209,313473,-11.2,278386,1.5
41,1663718,2013/06,-12.7,1599736,261949,-2.0,256567,4.0
42,1407151,2013/05,4.2,1337787,267346,10.0,293999,5.2
43,1113152,2013/04,7.8,1070441,234118,20.5,282241,4.0
44,830911,2013/03,-3.2,836323,232596,12.6,261900,-0.6
45,569011,2013/02,-9.4,603727,278037,-2.7,270449,-5.8
46,298562,2013/01,0.0,325690,325690,-8.3,298562,-8.3
47,2008738,2012/12,76.1,1371002,168604,29.3,218040,46.5
48,1790698,2012/11,-26.5,1202398,165600,-25.2,123816,48.9
49,1666882,2012/10,11.7,1036798,128187,31.5,168548,60.8
50,1498334,2012/09,2.6,908611,81838,84.3,150876,64.9
51,1347458,2012/08,-32.4,826773,117565,25.1,147037,63.0
52,1200421,2012/07,32.8,709208,112217,93.7,217396,69.3
53,983025,2012/06,-1.7,596991,106787,53.3,163704,64.7
54,819321,2012/05,12.1,490204,87206,90.9,166475,67.1
55,652846,2012/04,-7.8,402998,84219,76.3,148461,62.0
56,504385,2012/03,7.2,318779,89255,80.4,161018,58.2
57,343367,2012/02,-22.2,229554,89832,67.2,150230,49.6
58,193137,2012/01,14.6,139731,139731,38.2,193137,38.2
59,1371002,2011/12,1.8,1228112,124428,35.5,168604,11.6
60,1202398,2011/11,29.2,1103684,122309,35.4,165600,8.9
61,1036797,2011/10,56.6,981375,119199,7.5,128187,5.6
62,908611,2011/09,-30.4,862176,83832,-2.4,81838,5.4
63,826773,2011/08,4.8,778344,104218,12.8,117565,6.2
64,709208,2011/07,5.1,674126,105405,6.5,112217,5.2
65,596991,2011/06,22.5,568721,84551,26.3,106787,5.0
66,490204,2011/05,3.5,484170,72230,20.7,87206,1.2
67,402998,2011/04,-5.6,411940,95026,-11.4,84219,-2.2
68,318779,2011/03,-0.7,316914,87889,1.5,89225,0.6
69,229554,2011/02,-35.7,229025,106538,-15.7,89823,0.2
70,139731,2011/01,12.3,122487,122487,14.1,139731,14.1
