,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,718435,2016/11,14.5,705763,54588,65.0,90092,1.8
1,628343,2016/10,-3.0,651175,62070,26.8,78671,-3.5
2,549672,2016/09,3.7,589105,61412,32.1,81142,-6.7
3,468530,2016/08,-0.5,527693,73433,6.6,78285,-11.2
4,390245,2016/07,22.2,454260,64584,21.9,78695,-14.1
5,311550,2016/06,27.5,389676,59317,8.6,64421,-20.0
6,247129,2016/05,-14.0,330359,64852,-22.1,50527,-25.2
7,196602,2016/04,-7.0,265507,79178,-25.8,58739,-26.0
8,137863,2016/03,71.7,186329,68950,-8.4,63170,-26.0
9,74693,2016/02,-3.0,117379,52650,-30.1,36783,-36.4
10,37910,2016/01,-18.1,64729,64729,-41.4,37910,-41.4
11,752040,2015/12,-15.2,981494,56894,-18.7,46277,-23.4
12,705763,2015/11,-12.1,924600,50106,8.9,54588,-23.7
13,651175,2015/10,1.1,874494,95445,-35.0,62070,-25.5
14,589105,2015/09,-16.4,779049,109459,-43.9,61412,-24.4
15,527693,2015/08,13.7,669590,95485,-23.1,73433,-21.2
16,454260,2015/07,8.9,574105,91329,-29.3,64584,-20.9
17,389676,2015/06,-8.5,482776,80061,-25.9,59317,-19.3
18,330359,2015/05,-18.1,402715,109288,-40.7,64852,-18.0
19,265507,2015/04,14.8,293427,75946,4.3,79178,-9.5
20,186329,2015/03,31.0,217481,77271,-10.8,68950,-14.3
21,117379,2015/02,-18.7,140210,71553,-26.4,52650,-16.3
22,64729,2015/01,13.8,68657,68657,-5.7,64729,-5.7
23,981494,2014/12,13.5,882207,70132,-18.9,56894,11.3
24,924600,2014/11,-47.5,812075,85163,-41.2,50106,13.9
25,874494,2014/10,-12.8,726912,75695,26.1,95445,20.3
26,779049,2014/09,14.6,651217,74681,46.6,109459,19.6
27,669590,2014/08,4.6,576536,76713,24.5,95485,16.1
28,574105,2014/07,14.1,499823,79565,14.8,91329,14.9
29,482776,2014/06,-26.7,420258,65082,23.0,80061,14.9
30,402715,2014/05,43.9,355176,83391,31.0,109288,13.4
31,293427,2014/04,-1.7,271785,66169,14.8,75946,8.0
32,217481,2014/03,8.0,205616,65149,18.6,77271,5.8
33,140210,2014/02,4.2,140467,51435,39.1,71553,-0.2
34,68657,2014/01,-2.1,89032,89032,-22.9,68657,-22.9
35,882207,2013/12,-17.6,862347,71138,-1.4,70132,2.3
36,812075,2013/11,12.5,791209,69879,21.9,85163,2.6
37,726912,2013/10,1.4,721330,69856,8.4,75695,0.8
38,651217,2013/09,-2.6,651474,86859,-14.0,74681,0.0
39,576536,2013/08,-3.6,564615,93970,-18.4,76713,2.1
40,499823,2013/07,22.3,470645,73121,8.8,79565,6.2
41,420258,2013/06,-22.0,397524,67338,-3.3,65082,5.7
42,355176,2013/05,26.0,330186,46539,79.2,83391,7.6
43,288575,2013/04,1.6,283647,53686,23.3,66169,1.7
44,222406,2013/03,22.5,229961,66314,4.7,69445,-3.3
45,152961,2013/02,-41.1,163647,63366,-10.5,56711,-6.5
46,96250,2013/01,0.0,100281,100281,-4.0,96250,-4.0
47,742030,2012/12,-7.3,1177177,57472,16.9,67184,-37.0
48,674846,2012/11,0.4,1119705,48351,49.9,72474,-39.7
49,602372,2012/10,-17.5,1071354,56877,26.9,72159,-43.8
50,530213,2012/09,-1.2,1014477,103913,-15.9,87435,-47.7
51,442778,2012/08,27.0,910563,98249,-9.9,88468,-51.4
52,354310,2012/07,3.4,812315,103758,-32.9,69635,-56.4
53,284675,2012/06,84.6,708557,119850,-43.8,67363,-59.8
54,217312,2012/05,0.9,588707,112525,-67.6,36496,-63.1
55,180816,2012/04,-16.0,476181,133345,-72.9,36164,-62.0
56,144652,2012/03,34.0,342837,126142,-65.9,43050,-57.8
57,101602,2012/02,-53.7,216695,101390,-68.3,32136,-53.1
58,69466,2012/01,20.9,115305,115305,-39.8,69466,-39.8
59,1177177,2011/12,18.9,922384,117611,-51.1,57472,27.6
60,1119705,2011/11,-15.0,804775,86538,-44.1,48351,39.1
61,1071354,2011/10,-45.3,718237,88519,-35.7,56877,49.2
62,1014477,2011/09,5.8,629718,77605,33.9,103913,61.1
63,910563,2011/08,-5.3,552112,78164,25.7,98249,64.9
64,812315,2011/07,-13.4,473948,68731,51.0,103758,71.4
65,708557,2011/06,6.5,405217,82368,45.5,119850,74.8
66,588707,2011/05,-15.6,322849,70364,59.9,112525,82.3
67,476181,2011/04,5.7,252485,70973,87.9,133345,88.6
68,342837,2011/03,24.4,181512,84479,49.3,126142,88.9
69,216695,2011/02,-12.1,97033,48335,109.8,101390,123.3
70,115305,2011/01,-2.0,48698,48698,136.8,115305,136.8
