,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,3512207,2016/12,10.4,4131098,349787,-12.3,306853,-15.0
1,3205354,2016/11,13.9,3781311,303896,-8.6,277888,-15.2
2,2927466,2016/10,-3.7,3477415,305970,-20.3,244014,-15.8
3,2683452,2016/09,-1.1,3171445,284948,-11.1,253309,-15.4
4,2430143,2016/08,-3.5,2886497,292536,-12.4,256122,-15.8
5,2174021,2016/07,1.2,2593961,307469,-13.7,265396,-16.2
6,1908625,2016/06,-12.4,2286492,296049,-11.4,262151,-16.5
7,1646474,2016/05,-1.1,1990443,359181,-16.7,299113,-17.3
8,1347361,2016/04,-13.6,1631262,383499,-21.2,302305,-17.4
9,1045056,2016/03,5.5,1247763,415668,-15.9,349728,-16.3
10,695328,2016/02,-8.9,832095,388551,-14.7,331377,-16.4
11,363951,2016/01,4.1,443544,443544,-17.9,363951,-17.9
12,4131098,2015/12,15.1,5517465,544756,-35.8,349787,-25.1
13,3781311,2015/11,-0.7,4972709,462069,-34.2,303896,-24.0
14,3477415,2015/10,7.4,4510640,433144,-29.4,305970,-22.9
15,3171445,2015/09,-2.6,4077496,372829,-23.6,284948,-22.2
16,2886497,2015/08,-4.9,3704667,389976,-25.0,292536,-22.1
17,2593961,2015/07,3.9,3314691,417973,-26.4,307469,-21.7
18,2286492,2015/06,-17.6,2896718,404414,-26.8,296049,-21.1
19,1990443,2015/05,-6.3,2492304,467191,-23.1,359181,-20.1
20,1631262,2015/04,-7.7,2025113,471585,-18.7,383499,-19.5
21,1247763,2015/03,7.0,1553528,534227,-22.2,415668,-19.7
22,832095,2015/02,-12.4,1019301,493951,-21.3,388551,-18.4
23,443544,2015/01,-18.6,525350,525350,-15.6,443544,-15.6
24,5517465,2014/12,17.9,5364460,564974,-3.6,544756,2.8
25,4972709,2014/11,6.7,4799486,468649,-1.4,462069,3.6
26,4510640,2014/10,16.2,4330837,413318,4.8,433144,4.2
27,4077496,2014/09,-4.4,3917519,368519,1.2,372829,4.1
28,3704667,2014/08,-6.7,3549000,372046,4.8,389976,4.4
29,3314691,2014/07,3.3,3176954,380278,9.9,417973,4.3
30,2896718,2014/06,-13.4,2796676,367164,10.1,404414,3.6
31,2492304,2014/05,-0.9,2429512,454990,2.7,467191,2.6
32,2025113,2014/04,-11.7,1974522,502474,-6.2,471585,2.6
33,1553528,2014/03,8.1,1472048,489163,9.2,534227,5.5
34,1019301,2014/02,-6.0,982885,449762,9.8,493951,3.7
35,525350,2014/01,-7.0,533123,533123,-1.5,525350,-1.5
36,5364460,2013/12,20.5,5467392,549297,2.8,564974,-1.9
37,4799486,2013/11,13.4,4918095,473238,-1.0,468649,-2.4
38,4330837,2013/10,12.1,4444857,449966,-8.1,413318,-2.6
39,3917519,2013/09,-0.9,3994891,401549,-8.2,368519,-1.9
40,3549000,2013/08,-2.2,3593342,381981,-2.6,372046,-1.2
41,3176954,2013/07,3.6,3211361,383536,-0.8,380278,-1.1
42,2796676,2013/06,-19.3,2827825,421054,-12.8,367164,-1.1
43,2429512,2013/05,-9.4,2406771,434217,4.8,454990,0.9
44,1974522,2013/04,2.7,1972554,455760,10.2,502474,0.1
45,1472048,2013/03,8.8,1516794,499249,-2.0,489163,-3.0
46,982885,2013/02,-15.6,1017545,508141,-11.5,449762,-3.4
47,533123,2013/01,0.0,509404,509404,4.7,533123,4.7
48,5189062,2012/12,16.9,4826880,483113,7.9,521173,7.5
49,4667890,2012/11,5.4,4343768,408120,9.2,445677,7.5
50,4222213,2012/10,11.3,3935649,399378,5.8,422637,7.3
51,3799576,2012/09,5.5,3536271,379043,0.2,379763,7.4
52,3419813,2012/08,-0.3,3157230,348145,3.4,360001,8.3
53,3059812,2012/07,-9.7,2809085,349538,3.3,361269,8.9
54,2698543,2012/06,-3.1,2459546,351717,13.8,400132,9.7
55,2298411,2012/05,-4.9,2107830,398671,3.6,412880,9.0
56,1885531,2012/04,-9.1,1709159,416696,4.2,434128,10.3
57,1451403,2012/03,-1.7,1292463,434044,10.1,477765,12.3
58,973637,2012/02,-0.3,858420,385673,26.1,486181,13.4
59,487457,2012/01,0.9,472747,472747,3.1,487457,3.1
