,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,9214483,2016/12,7.2,8420479,850832,3.6,881756,9.4
1,8332727,2016/11,2.8,7569647,752123,9.4,822779,10.1
2,7509948,2016/10,-3.2,6817524,707701,13.1,800025,10.2
3,6709923,2016/09,3.3,6109823,810331,2.0,826819,9.8
4,5883104,2016/08,7.4,5299492,662874,20.7,800355,11.0
5,5082749,2016/07,-9.7,4636618,688669,8.2,745376,9.6
6,4337373,2016/06,12.5,3947949,712479,15.9,825685,9.9
7,3511688,2016/05,1.0,3235470,649857,12.9,734017,8.5
8,2777671,2016/04,3.4,2585613,682032,6.5,726428,7.4
9,2051243,2016/03,7.8,1903581,645641,8.8,702564,7.8
10,1348679,2016/02,-6.6,1257940,571491,14.0,651436,7.2
11,697243,2016/01,-18.0,686449,686449,1.6,697243,1.6
12,8420479,2015/12,13.1,7475598,676647,25.7,850832,12.6
13,7569647,2015/11,6.3,6798952,607502,23.8,752123,11.3
14,6817524,2015/10,-12.7,6191450,637680,11.0,707701,10.1
15,6109823,2015/09,22.3,5553770,672510,20.5,810331,10.0
16,5299492,2015/08,-3.8,4881260,620800,6.8,662874,8.6
17,4636618,2015/07,-3.3,4260460,651184,5.8,688669,8.8
18,3947949,2015/06,9.6,3609276,626173,13.8,712479,9.4
19,3235470,2015/05,-4.7,2983103,592811,9.6,649857,8.5
20,2585613,2015/04,5.6,2390292,661233,3.2,682032,8.2
21,1903581,2015/03,13.0,1729059,614983,5.0,645641,10.1
22,1257940,2015/02,-16.8,1114076,483728,18.1,571491,12.9
23,686449,2015/01,1.5,630348,630348,8.9,686449,8.9
24,7475598,2014/12,11.4,7104806,679508,-0.4,676647,5.2
25,6798951,2014/11,-4.7,6425298,602315,0.9,607502,5.8
26,6191449,2014/10,-5.2,5822983,637165,0.1,637680,6.3
27,5553769,2014/09,8.3,5186737,646786,4.0,672510,7.1
28,4881259,2014/08,-4.7,4539951,507650,22.3,620800,7.5
29,4260459,2014/07,4.0,4032301,669941,-2.8,651184,5.7
30,3609275,2014/06,5.6,3362360,598928,4.6,626173,7.4
31,2983102,2014/05,-10.4,2763432,639767,-7.3,592811,8.0
32,2390292,2014/04,7.5,2123665,613023,7.9,661233,12.6
33,1729059,2014/03,27.1,1510642,527903,16.5,614983,14.5
34,1114076,2014/02,-23.3,982739,478521,1.1,483728,13.4
35,630348,2014/01,-7.2,504218,504218,25.0,630348,25.0
36,7104806,2013/12,12.8,5794089,497889,36.5,679508,22.6
37,6425298,2013/11,-5.5,5296201,469446,28.3,602315,21.3
38,5822983,2013/10,-1.5,4826754,542554,17.4,637165,20.6
39,5185818,2013/09,27.4,4284201,486345,33.0,646786,21.0
40,4539032,2013/08,-24.2,3797856,556098,-8.7,507650,19.5
41,4031382,2013/07,11.9,3241758,442940,51.2,669941,24.4
42,3361442,2013/06,-6.4,2798818,484878,23.5,598928,20.1
43,2762513,2013/05,4.4,2313940,518910,23.3,639767,19.4
44,2122746,2013/04,16.3,1795030,448405,36.7,613023,18.3
45,1509723,2013/03,10.1,1346625,520419,1.3,526984,12.1
46,982739,2013/02,-5.1,826206,401683,19.1,478521,18.9
47,504218,2013/01,0.0,424522,424522,18.8,504218,18.8
48,5794089,2012/12,6.1,5423012,468745,6.2,497889,6.8
49,5296201,2012/11,-13.5,4954267,469350,0.0,469446,6.9
50,4826754,2012/10,11.6,4484917,524381,3.5,542554,7.6
51,4284201,2012/09,-12.5,3960536,505977,-3.9,486345,8.2
52,3797856,2012/08,25.5,3454559,438871,26.7,556098,9.9
53,3241758,2012/07,-8.6,3015689,458106,-3.3,442940,7.5
54,2798818,2012/06,-6.6,2557582,395633,22.5,484878,9.4
55,2313940,2012/05,15.7,2161949,430702,20.5,518910,7.0
56,1795030,2012/04,-13.8,1731247,446426,0.4,448405,3.7
57,1346625,2012/03,29.5,1284821,483828,7.6,520419,4.8
58,826206,2012/02,-5.4,800993,412804,-2.7,401683,3.1
59,424522,2012/01,-9.4,388189,388189,9.4,424522,9.4
