,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,1134782,2016/12,-93.1,507244,1298,-3.6,1251,123.7
1,1133531,2016/11,-97.7,505947,43,41893.0,18057,124.0
2,1115473,2016/10,113410.1,505904,134,0.0,786625,120.5
3,328848,2016/09,-50.3,505770,558,24.2,693,-35.0
4,328155,2016/08,100.4,505212,649,114.9,1395,-35.0
5,326760,2016/07,-3.2,504563,1506,-53.8,696,-35.2
6,326065,2016/06,-99.8,503057,343019,-99.8,719,-35.2
7,325346,2016/05,752727.9,160038,638,50639.2,323716,103.3
8,1629,2016/04,-18.9,159400,153008,-100.0,43,-99.0
9,1586,2016/03,-96.3,6392,2198,-97.6,53,-75.2
10,1533,2016/02,1156.6,4194,3934,-63.9,1420,-63.5
11,113,2016/01,-91.3,260,260,-56.5,113,-56.5
12,507244,2015/12,2918.6,228986,2521,-48.5,1298,121.5
13,505946,2015/11,-67.9,226465,64,-32.8,43,123.4
14,505903,2015/10,-76.0,226402,3093,-95.7,134,123.4
15,505769,2015/09,-14.0,223309,212064,-99.7,558,126.5
16,505211,2015/08,-56.9,11245,594,9.3,649,4393.2
17,504562,2015/07,-99.6,10651,2138,-29.6,1506,4637.7
18,503057,2015/06,53664.7,8513,350,97905.4,343019,5810.0
19,160038,2015/05,-99.6,8163,1046,-39.0,638,1860.8
20,159400,2015/04,6861.2,7117,2708,5550.2,153008,2140.0
21,6392,2015/03,-44.1,4409,1269,73.2,2198,45.0
22,4194,2015/02,1413.1,3140,1697,131.8,3934,33.6
23,260,2015/01,-89.7,1443,1443,-82.0,260,-82.0
24,228986,2014/12,3839.1,37400,5847,-56.9,2521,512.3
25,226466,2014/11,-97.9,31553,4118,-98.4,64,617.7
26,226402,2014/10,-98.5,27435,532,481.4,3093,725.2
27,223308,2014/09,35601.0,26902,4450,4665.5,212064,730.0
28,11244,2014/08,-72.2,22452,2130,-72.1,594,-49.9
29,10650,2014/07,510.9,20322,2509,-14.8,2138,-47.6
30,8512,2014/06,-66.5,17813,3575,-90.2,350,-52.2
31,8162,2014/05,-61.4,14238,3917,-73.3,1046,1.3
32,7116,2014/04,113.4,10321,2266,19.5,2708,-31.0
33,4408,2014/03,-25.2,8055,4309,-70.6,1269,-45.3
34,3139,2014/02,17.5,3746,1454,16.6,1696,-16.2
35,1443,2014/01,-75.3,2292,2292,-37.0,1443,-37.0
36,37400,2013/12,42.0,184025,9999,-41.5,5847,-79.7
37,31553,2013/11,674.1,174026,0,0.0,4118,-81.9
38,27435,2013/10,-88.0,174026,0,0.0,532,-84.2
39,26904,2013/09,109.0,174026,8050,-44.7,4451,-84.5
40,22453,2013/08,-15.1,165977,0,0.0,2130,-86.5
41,20323,2013/07,-29.8,165977,0,0.0,2509,-87.8
42,17813,2013/06,-8.7,165976,8798,-59.4,3575,-89.3
43,8055,2013/05,0.0,157178,0,0.0,0,-94.9
44,8055,2013/04,-100.0,157178,0,0.0,0,-94.9
45,8055,2013/03,0.0,157178,7528,7.0,8055,-94.9
46,0,2013/02,0.0,149650,0,0.0,0,-100.0
47,0,2013/01,0.0,0,0,0.0,0,0.0
48,184025,2012/12,0.0,320053,8487,17.8,9999,-42.5
49,174026,2012/11,0.0,311565,0,0.0,0,-44.1
50,174026,2012/10,-100.0,311565,10661,-100.0,0,-44.1
51,174026,2012/09,0.0,300904,0,0.0,8050,-42.2
52,165977,2012/08,0.0,300904,15204,-100.0,0,-44.8
53,165977,2012/07,-100.0,285700,0,0.0,0,-41.9
54,165977,2012/06,0.0,285700,0,0.0,8798,-41.9
55,157178,2012/05,0.0,285700,285700,-100.0,0,-45.0
56,157178,2012/04,-100.0,0,0,0.0,0,0.0
57,157178,2012/03,-95.0,0,0,0.0,7528,0.0
58,149650,2012/02,0.0,0,0,0.0,149650,0.0
59,0,2012/01,-100.0,0,0,0.0,0,0.0
