,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,80633912,2016/12,-35.6,100026688,6243600,-13.6,5395113,-19.4
1,75238800,2016/11,9.1,93783088,9566495,-12.5,8374385,-19.8
2,66864408,2016/10,-2.0,84216592,9674110,-20.7,7672824,-20.6
3,59191592,2016/09,2.0,74542480,10281740,-23.8,7832318,-20.6
4,51359272,2016/08,11.9,64260740,7908905,-3.0,7675435,-20.1
5,43683840,2016/07,13.0,56351840,7244989,-5.3,6860005,-22.5
6,36823832,2016/06,-6.3,49106848,5756016,5.4,6069692,-25.0
7,30754140,2016/05,-3.1,43350832,8148521,-20.5,6479870,-29.1
8,24274270,2016/04,3.3,35202312,10239210,-34.7,6687187,-31.0
9,17587080,2016/03,42.1,24963100,7819919,-17.2,6475008,-29.5
10,11112070,2016/02,-30.5,17143180,7190360,-36.6,4555762,-35.2
11,6556312,2016/01,5.0,9952823,9952823,-34.1,6556312,-34.1
12,100026688,2015/12,-34.7,83671984,11389988,-45.2,6243600,19.5
13,93783088,2015/11,-1.1,72282000,15267690,-37.3,9566495,29.8
14,84216592,2015/10,-5.9,57014320,12757950,-24.2,9674110,47.7
15,74542480,2015/09,30.0,44256368,8723530,17.9,10281740,68.4
16,64260740,2015/08,9.2,35532840,6026572,31.2,7908905,80.8
17,56351840,2015/07,25.9,29506260,4995984,45.0,7244989,91.0
18,49106848,2015/06,-29.4,24510280,5342991,7.7,5756016,100.3
19,43350832,2015/05,-20.4,19167290,4000354,103.7,8148521,126.2
20,35202312,2015/04,30.9,15166930,4097544,149.9,10239210,132.1
21,24963100,2015/03,8.8,11069390,4167132,87.7,7819919,125.5
22,17143180,2015/02,-27.8,6902257,2434096,195.4,7190360,148.4
23,9952823,2015/01,-12.6,4468161,4468161,122.8,9952823,122.8
24,83671984,2014/12,-25.4,94325712,8456298,34.7,11389988,-11.3
25,72282000,2014/11,19.7,85869416,11827931,29.1,15267687,-15.8
26,57014312,2014/10,46.2,74041480,9808564,30.1,12757950,-23.0
27,44256360,2014/09,44.8,64232920,9878201,-11.7,8723530,-31.1
28,35532832,2014/08,20.6,54354720,9780342,-38.4,6026572,-34.6
29,29506260,2014/07,-6.5,44574380,7237275,-31.0,4995984,-33.8
30,24510280,2014/06,33.6,37337100,5428365,-1.6,5342991,-34.3
31,19167290,2014/05,-2.4,31908730,5069358,-21.1,4000354,-39.9
32,15166930,2014/04,-1.7,26839380,4584824,-10.6,4097544,-43.5
33,11069390,2014/03,71.2,22254550,4726645,-11.8,4167132,-50.3
34,6902257,2014/02,-45.5,17527910,5849249,-58.4,2434096,-60.6
35,4468161,2014/01,-47.2,11678660,11678660,-61.7,4468161,-61.7
36,94325712,2013/12,-28.5,133600896,18995480,-55.5,8456298,-29.4
37,85869424,2013/11,20.6,114605400,17159500,-31.1,11827930,-25.1
38,74041480,2013/10,-0.7,97445904,19228440,-49.0,9808564,-24.0
39,64232920,2013/09,1.0,78217472,16824700,-41.3,9878201,-17.9
40,54354720,2013/08,35.1,61392768,12157630,-19.5,9780342,-11.5
41,44574380,2013/07,33.3,49235140,9548893,-24.2,7237275,-9.5
42,37337100,2013/06,7.1,39686248,8174422,-33.6,5428365,-5.9
43,31908740,2013/05,10.6,31511820,5584642,-9.2,5069358,1.3
44,26839380,2013/04,-3.0,25927180,4963254,-7.6,4584824,3.5
45,22254550,2013/03,-19.2,20963930,6378825,-25.9,4726645,6.2
46,17527910,2013/02,-49.9,14585100,7574649,-22.8,5849249,20.2
47,11678660,2013/01,0.0,7010455,7010455,66.6,11678660,66.6
48,84886368,2012/12,16.9,84702088,8728958,54.8,13513480,0.2
49,71372888,2012/11,-18.1,75973128,10124660,14.2,11562580,-6.1
50,59810312,2012/10,24.6,65848472,10356950,36.3,14120780,-9.2
51,45689540,2012/09,40.1,55491520,9695624,16.9,11335530,-17.7
52,34354008,2012/08,34.9,45795888,3759574,115.2,8089216,-25.0
53,26264790,2012/07,15.2,42036320,3041871,97.1,5994313,-37.5
54,20270480,2012/06,85.8,38994440,3076608,69.1,5201674,-48.0
55,15068800,2012/05,22.9,35917840,3854841,-27.4,2799716,-58.0
56,12269090,2012/04,-9.2,32063000,6831982,-66.7,2277779,-61.7
57,9991308,2012/03,-37.2,25231010,9859952,-74.6,2507480,-60.4
58,7483828,2012/02,14.3,15371060,8868723,-55.0,3991016,-51.3
59,3492812,2012/01,-60.0,6502339,6502339,-46.3,3492812,-46.3
