,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,696598,2016/11,39.8,1030561,44989,38.2,62194,-32.4
1,634404,2016/10,-17.2,985572,39936,11.4,44492,-35.6
2,589912,2016/09,-36.4,945636,77604,-30.8,53724,-37.6
3,536188,2016/08,82.8,868032,94081,-10.2,84503,-38.2
4,451685,2016/07,-12.2,773951,80045,-42.3,46229,-41.6
5,405456,2016/06,-26.5,693906,104261,-49.5,52674,-41.6
6,352782,2016/05,-7.4,589645,110379,-35.1,71679,-40.2
7,281103,2016/04,-16.2,479266,129188,-40.1,77402,-41.3
8,203701,2016/03,68.1,350078,173420,-46.8,92343,-41.8
9,111358,2016/02,-2.6,176658,102813,-46.6,54938,-37.0
10,56420,2016/01,0.1,73845,73845,-23.6,56420,-23.6
11,1086910,2015/12,25.3,1322461,72589,-22.4,56349,-17.8
12,1030561,2015/11,12.6,1249872,79801,-43.6,44989,-17.5
13,985572,2015/10,-48.5,1170071,74202,-46.2,39936,-15.8
14,945636,2015/09,-17.5,1095869,122207,-36.5,77604,-13.7
15,868032,2015/08,17.5,973662,104233,-9.7,94081,-10.9
16,773951,2015/07,-23.2,869429,76175,5.1,80045,-11.0
17,693906,2015/06,-5.5,793254,144385,-27.8,104261,-12.5
18,589645,2015/05,-14.6,648869,140451,-21.4,110379,-9.1
19,479266,2015/04,-25.5,508418,172750,-25.2,129188,-5.7
20,350078,2015/03,68.7,335668,181122,-4.3,173420,4.3
21,176658,2015/02,39.2,154546,86603,18.7,102813,14.3
22,73845,2015/01,1.7,67943,67943,8.7,73845,8.7
23,1322461,2014/12,-9.0,1150850,64193,13.1,72589,14.9
24,1249872,2014/11,7.5,1086657,47474,68.1,79801,15.0
25,1170071,2014/10,-39.3,1039183,54360,36.5,74202,12.6
26,1095869,2014/09,17.2,984823,70276,73.9,122207,11.3
27,973662,2014/08,36.8,914547,94435,10.4,104233,6.5
28,869429,2014/07,-47.2,820112,137517,-44.6,76175,6.0
29,793254,2014/06,2.8,682595,178080,-18.9,144385,16.2
30,648869,2014/05,-18.7,504515,121027,16.0,140451,28.6
31,508418,2014/04,-4.6,383488,104195,65.8,172750,32.6
32,335668,2014/03,109.1,279293,101026,79.3,181122,20.2
33,154546,2014/02,27.5,178267,91299,-5.1,86603,-13.3
34,67943,2014/01,5.8,86968,86968,-21.9,67943,-21.9
35,1150850,2013/12,35.2,1256862,64194,0.0,64193,-8.4
36,1086657,2013/11,-12.7,1192668,66661,-28.8,47474,-8.9
37,1039183,2013/10,-22.6,1126007,103281,-47.4,54360,-7.7
38,984823,2013/09,-25.6,1022726,155812,-54.9,70276,-3.7
39,914547,2013/08,-31.3,866914,159140,-40.7,94435,5.5
40,820112,2013/07,-22.8,707774,124814,10.2,137517,15.9
41,682595,2013/06,47.1,582960,159006,12.0,178080,17.1
42,504515,2013/05,16.1,423954,105454,14.8,121027,19.0
43,383488,2013/04,3.1,318500,92341,12.8,104195,20.4
44,279293,2013/03,10.6,226159,82767,22.1,101026,23.5
45,178267,2013/02,5.0,143392,73571,24.1,91299,24.3
46,86968,2013/01,0.0,69821,69821,24.5,86968,24.5
47,1113955,2012/12,-0.9,1156040,58511,-14.0,50321,-3.6
48,1063634,2012/11,-45.7,1097529,64911,-21.7,50806,-3.1
49,1012828,2012/10,-34.1,1032618,113060,-17.2,93578,-1.9
50,919250,2012/09,-3.0,919557,142909,-0.6,142032,0.0
51,777218,2012/08,31.0,776649,135816,7.9,146506,0.1
52,630712,2012/07,-25.0,640833,83774,33.5,111800,-1.6
53,518912,2012/06,56.7,557059,168977,-11.7,149134,-6.8
54,369778,2012/05,18.6,388082,81780,16.4,95191,-4.7
55,274587,2012/04,14.5,306302,102228,-21.5,80238,-10.4
56,194349,2012/03,12.1,204073,97668,-28.3,70065,-4.8
57,124284,2012/02,1.2,106406,66830,-6.4,62516,16.8
58,61768,2012/01,5.6,39576,39576,56.1,61768,56.1
59,1156040,2011/12,-9.9,1037126,35938,62.8,58511,11.5
60,1097529,2011/11,-42.6,1001188,32422,100.2,64911,9.6
61,1032618,2011/10,-20.9,968765,83090,36.1,113060,6.6
62,919557,2011/09,5.2,885675,93528,52.8,142909,3.8
63,776649,2011/08,62.1,792147,75991,78.7,135816,-2.0
64,640833,2011/07,-50.4,716157,155274,-46.0,83774,-10.5
65,557059,2011/06,106.6,560882,167259,1.0,168977,-0.7
66,388082,2011/05,-20.0,393623,51353,59.3,81780,-1.4
67,306302,2011/04,4.7,342270,146838,-30.4,102228,-10.5
68,204073,2011/03,46.1,195432,110761,-11.8,97668,4.4
69,106406,2011/02,68.9,84671,32184,107.6,66830,25.7
70,39576,2011/01,10.1,52487,52487,-24.6,39576,-24.6
