,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,12067820,2016/12,34.4,16169010,5906226,-55.7,2616947,-25.4
1,9450872,2016/11,106.8,10262790,1207314,61.2,1946630,-7.9
2,7504242,2016/10,-1.9,9055473,1016042,-7.3,941438,-17.1
3,6562804,2016/09,36.3,8039431,821696,16.8,959342,-18.4
4,5603462,2016/08,-12.2,7217735,674808,4.3,703922,-22.4
5,4899540,2016/07,-5.0,6542927,785433,2.0,801470,-25.1
6,4098070,2016/06,15.2,5757494,946784,-10.9,843639,-28.8
7,3254431,2016/05,2.5,4810710,1221740,-40.1,732200,-32.3
8,2522231,2016/04,-1.8,3588970,862509,-17.2,714053,-29.7
9,1808178,2016/03,19.1,2726461,1370436,-46.9,727325,-33.7
10,1080853,2016/02,29.8,1356025,709944,-14.0,610463,-20.3
11,470390,2016/01,-92.0,646081,646081,-27.2,470390,-27.2
12,16169013,2015/12,389.2,19316748,7446804,-20.7,5906226,-16.3
13,10262790,2015/11,18.8,11869940,998597,20.9,1207314,-13.5
14,9055473,2015/10,23.6,10871350,1191503,-14.7,1016042,-16.7
15,8039431,2015/09,21.8,9679843,1118567,-26.5,821696,-17.0
16,7217735,2015/08,-14.1,8561276,1016164,-33.6,674808,-15.7
17,6542927,2015/07,-17.0,7545112,1067839,-26.5,785433,-13.3
18,5757494,2015/06,-22.5,6477273,1440400,-34.3,946784,-11.1
19,4810710,2015/05,41.7,5036873,1044495,17.0,1221740,-4.5
20,3588970,2015/04,-37.1,3992378,1523002,-43.4,862509,-10.1
21,2726461,2015/03,93.0,2469376,768143,78.4,1370436,10.4
22,1356025,2015/02,9.9,1701233,1015851,-30.1,709944,-20.3
23,646081,2015/01,-91.3,685382,685382,-5.7,646081,-5.7
24,19316748,2014/12,645.7,17238072,7687350,-3.1,7446804,12.1
25,11869943,2014/11,-16.2,9550722,788177,26.7,998597,24.3
26,10871350,2014/10,6.5,8762545,974230,22.3,1191503,24.1
27,9679843,2014/09,10.1,7788315,965088,15.9,1118567,24.3
28,8561276,2014/08,-4.8,6823227,543413,87.0,1016164,25.5
29,7545112,2014/07,-25.9,6279814,966290,10.5,1067839,20.1
30,6477273,2014/06,37.9,5313524,814687,76.8,1440400,21.9
31,5036873,2014/05,-31.4,4498837,971954,7.5,1044495,12.0
32,3992378,2014/04,98.3,3526883,966665,57.5,1523002,13.2
33,2469376,2014/03,-24.4,2560218,1166415,-34.1,768143,-3.5
34,1701233,2014/02,48.2,1393803,674783,50.5,1015851,22.1
35,685382,2014/01,-91.1,719020,719020,-4.7,685382,-4.7
36,17238070,2013/12,875.3,25639700,6451613,19.1,7687350,-32.8
37,9550722,2013/11,-19.1,19188080,9487250,-91.7,788177,-50.2
38,8762545,2013/10,0.9,9700835,1248659,-22.0,974230,-9.7
39,7788315,2013/09,77.6,8452176,861082,12.1,965088,-7.8
40,6823227,2013/08,-43.8,7591094,1086763,-50.0,543413,-10.1
41,6279814,2013/07,18.6,6504331,1540555,-37.3,966290,-3.5
42,5313524,2013/06,-16.2,4963776,1060946,-23.2,814687,7.0
43,4498837,2013/05,0.5,3902830,1059298,-8.2,971954,15.3
44,3526883,2013/04,-17.1,2843532,632549,52.8,966665,24.0
45,2560218,2013/03,72.8,2210983,695326,67.8,1166415,15.8
46,1393803,2013/02,-6.2,1515657,586177,15.1,674784,-8.0
47,719020,2013/01,0.0,929479,929479,-22.6,719020,-22.6
48,7921061,2012/12,190.5,9010780,1655350,44.5,2392475,-12.1
49,5528586,2012/11,13.6,7355430,497272,65.6,823527,-24.8
50,4705059,2012/10,84.0,6858158,607291,19.4,724941,-31.4
51,3980118,2012/09,111.1,6250867,557611,-29.3,393957,-36.3
52,3586161,2012/08,-7.9,5693256,874331,-78.7,186647,-37.0
53,3399514,2012/07,-36.3,4818925,620346,-67.3,202604,-29.5
54,3196910,2012/06,-60.9,4198579,645754,-50.8,317961,-23.9
55,2878949,2012/05,78.4,3552825,713129,13.9,812400,-19.0
56,2066549,2012/04,-16.0,2839696,661423,-31.1,455474,-27.2
57,1611075,2012/03,3.8,2178273,764768,-29.1,542409,-26.0
58,1068666,2012/02,-4.3,1413505,692884,-24.6,522538,-24.4
59,546128,2012/01,-67.0,720621,720621,-24.2,546128,-24.2
