,accumulat_revenue,date,last_month_revenue_percent,last_year_accumulat_revenue,last_year_revenue,last_year_revenue_percent,revenue,revenue_percent
0,158908,2016/12,5.9,132462,13573,17.0,15879,20.0
1,143029,2016/11,6.3,118889,12686,18.1,14989,20.3
2,128040,2016/10,1.2,106203,10517,34.0,14096,20.6
3,113944,2016/09,-4.3,95686,9788,42.4,13934,19.1
4,100010,2016/08,14.5,85898,12213,19.2,14560,16.4
5,85450,2016/07,-0.8,73685,10118,25.7,12718,16.0
6,72732,2016/06,-0.1,63567,11747,9.2,12826,14.4
7,59906,2016/05,12.9,51820,10494,22.4,12842,15.6
8,47064,2016/04,-15.9,41326,9074,25.3,11373,13.9
9,35691,2016/03,27.3,32252,12344,9.5,13521,10.7
10,22170,2016/02,-8.0,19908,9077,17.0,10622,11.4
11,11548,2016/01,-14.9,10831,10831,6.6,11548,6.6
12,132461,2015/12,7.0,141868,10507,29.2,13573,-6.6
13,118888,2015/11,20.6,131361,10813,17.3,12686,-9.5
14,106202,2015/10,7.4,120548,10724,-1.9,10517,-11.9
15,95685,2015/09,-19.9,109824,10575,-7.4,9788,-12.9
16,85897,2015/08,20.7,99249,12011,1.7,12213,-13.4
17,73685,2015/07,-13.9,87238,14063,-28.0,10118,-15.5
18,63567,2015/06,11.9,73175,12718,-7.6,11747,-13.1
19,51820,2015/05,15.6,60457,12537,-16.3,10494,-14.3
20,41326,2015/04,-26.5,47920,13148,-31.0,9074,-13.8
21,32252,2015/03,36.0,34772,10912,13.1,12344,-7.3
22,19908,2015/02,-16.2,23860,10904,-16.8,9077,-16.6
23,10831,2015/01,3.1,12956,12956,-16.4,10831,-16.4
24,141868,2014/12,-2.8,154002,13640,-23.0,10507,-7.9
25,131361,2014/11,0.8,140363,13552,-20.2,10813,-6.4
26,120548,2014/10,1.4,126811,14357,-25.3,10724,-4.9
27,109824,2014/09,-12.0,113449,13843,-23.6,10575,-2.3
28,99248,2014/08,-14.6,99606,13843,-13.2,12011,-0.4
29,87238,2014/07,10.6,85763,12183,15.4,14063,1.7
30,73174,2014/06,1.4,73580,12517,1.6,12718,-0.6
31,60456,2014/05,-4.7,61063,14342,-12.6,12537,-1.0
32,47919,2014/04,20.5,46721,13545,-2.9,13148,2.6
33,34772,2014/03,0.1,33176,9062,20.4,10912,4.8
34,23860,2014/02,-15.8,24114,10668,2.2,10904,-1.0
35,12956,2014/01,-5.0,13446,13446,-3.6,12956,-3.6
36,154002,2013/12,0.6,182937,11740,16.2,13640,-15.8
37,140363,2013/11,-5.6,171197,11308,19.8,13552,-18.0
38,126811,2013/10,3.7,159889,11196,28.2,14357,-20.7
39,112454,2013/09,7.7,148693,16973,-18.4,13843,-24.4
40,98611,2013/08,5.4,131720,16945,-24.2,12848,-25.1
41,85763,2013/07,-2.7,114775,17922,-32.0,12183,-25.3
42,73580,2013/06,-12.7,96853,17652,-29.1,12517,-24.0
43,61063,2013/05,5.9,79201,16656,-13.9,14342,-22.9
44,46721,2013/04,49.5,62545,16703,-18.9,13545,-25.3
45,33176,2013/03,-15.1,45842,16534,-45.2,9062,-27.6
46,24114,2013/02,-20.7,29308,14176,-24.7,10668,-17.7
47,13446,2013/01,0.0,15132,15132,-11.1,13446,-11.1
48,182937,2012/12,3.8,221384,13530,-13.2,11740,-17.4
49,171197,2012/11,1.0,207854,12388,-8.7,11308,-17.6
50,159889,2012/10,-34.0,195466,14950,-25.1,11196,-18.2
51,148693,2012/09,0.2,180516,9156,85.4,16973,-17.6
52,131720,2012/08,-5.4,171360,14549,16.5,16945,-23.1
53,114775,2012/07,1.5,156811,24853,-27.9,17922,-26.8
54,96853,2012/06,6.0,131958,26335,-33.0,17652,-26.6
55,79201,2012/05,-0.3,105623,22427,-25.7,16656,-25.0
56,62545,2012/04,1.0,83196,20214,-17.4,16703,-24.8
57,45842,2012/03,16.6,62982,20799,-20.5,16534,-27.2
58,29308,2012/02,-6.3,42183,20193,-29.8,14176,-30.5
59,15132,2012/01,11.8,21990,21990,-31.2,15132,-31.2
